Wall time,Step,Value
1718012266.9953678,245,10.80704402923584
1718012268.5766962,449,6.643065929412842
1718012270.4324927,690,8.555578231811523
1718012271.734433,857,8.188164710998535
1718012273.118453,1025,7.219327926635742
1718012274.4941308,1193,8.818338394165039
1718012276.0257223,1368,9.012901306152344
1718012277.3463488,1539,7.9417524337768555
1718012278.7757666,1713,7.237263202667236
1718012280.7876983,1955,14.822023391723633
1718012284.4087908,2379,12.719623565673828
1718012289.8687394,3037,20.140396118164062
1718012293.4539945,3493,31.345829010009766
1718012298.7459908,4132,35.866119384765625
1718012304.0461357,4770,25.419511795043945
1718012310.7415721,5570,40.375938415527344
1718012317.5599554,6399,33.07465362548828
1718012324.8213007,7245,39.25535583496094
1718012330.4286096,7962,69.64523315429688
1718012336.048038,8655,30.164974212646484
1718012341.6923301,9355,36.398963928222656
1718012347.2674375,10029,39.912506103515625
1718012353.320817,10788,40.32569122314453
1718012359.7076373,11573,44.04302978515625
1718012365.693214,12310,43.09827423095703
1718012372.9045599,13216,50.62445068359375
1718012378.2395735,13860,55.22337341308594
1718012384.4189858,14621,62.900028228759766
1718012389.684706,15265,53.6674919128418
1718012395.639785,16014,43.11962127685547
1718012401.9963746,16752,35.71635437011719
1718012409.0598443,17577,44.05666732788086
1718012415.6615775,18365,47.626312255859375
1718012422.5019858,19173,36.47341537475586
1718012429.5200484,20012,32.57181167602539
1718012436.4727993,20825,37.08499526977539
1718012444.0882754,21712,32.57328414916992
1718012450.813209,22527,38.93268585205078
1718012457.4791443,23327,32.511356353759766
1718012463.7301161,24103,35.21550750732422
1718012470.0421517,24863,29.996395111083984
1718012477.1456566,25691,37.61922073364258
1718012482.75295,26369,35.888763427734375
1718012489.3546698,27146,35.687416076660156
1718012495.9769,27930,44.2796630859375
1718012501.8218157,28632,31.579769134521484
1718012508.7775774,29457,34.619483947753906
1718012515.9563785,30315,32.80170822143555
1718012522.8086436,31134,30.984922409057617
1718012529.244962,31906,34.68669128417969
1718012535.414017,32663,28.19110107421875
1718012541.1591897,33360,28.33338165283203
1718012547.6201186,34157,29.1728458404541
1718012554.2586887,34950,30.82795524597168
1718012560.6642725,35722,26.87816619873047
1718012568.1658816,36613,29.973369598388672
1718012575.9715781,37541,30.032011032104492
1718012584.265309,38554,26.266712188720703
1718012591.2272382,39387,30.522167205810547
1718012598.2700028,40241,32.57842254638672
1718012605.0665705,41059,32.493892669677734
1718012612.124473,41913,26.220687866210938
1718012619.4826226,42790,25.587154388427734
1718012626.8638687,43675,19.254501342773438
1718012634.2995577,44572,28.996440887451172
1718012641.0638094,45386,23.66432762145996
1718012647.6863282,46216,38.249629974365234
1718012654.1767583,47033,26.649024963378906
1718012660.5032492,47822,22.83171844482422
1718012668.031605,48776,34.642295837402344
1718012674.853915,49636,41.17546463012695
1718012681.232783,50439,21.493406295776367
1718012689.0770133,51428,27.399709701538086
1718012697.812202,52552,29.986621856689453
1718012705.7557282,53554,24.602893829345703
1718012713.1615286,54486,25.376863479614258
1718012721.5294952,55544,29.708166122436523
1718012728.094114,56378,27.091506958007812
1718012736.115721,57404,26.485305786132812
1718012743.154133,58302,28.011272430419922
1718012751.8812695,59403,22.19971466064453
1718012759.8043997,60394,23.70189666748047
1718012767.287641,61336,27.512388229370117
1718012776.0368996,62435,25.20438003540039
1718012784.0195875,63412,25.51584243774414
1718012794.549639,64476,27.943830490112305
1718012803.5614715,65391,22.222814559936523
1718012812.3797433,66287,20.66631317138672
1718012821.6600814,67286,25.673980712890625
1718012828.7286808,68172,33.71942901611328
1718012836.2518961,69113,34.023807525634766
1718012843.574668,70025,23.201183319091797
1718012852.4614143,71143,24.014564514160156
1718012859.8679152,72068,30.22540283203125
1718012868.8854973,73203,27.67671012878418
1718012878.0177824,74344,23.089439392089844
1718012885.7809427,75317,26.394508361816406
1718012893.6944218,76302,25.68759536743164
1718012901.9210753,77332,26.08435821533203
1718012911.0841856,78429,23.950302124023438
1718012920.651292,79582,27.502782821655273
1718012930.2006812,80738,23.592952728271484
1718012938.9427767,81801,26.121501922607422
1718012947.8842251,82922,26.323118209838867
1718012956.006908,83959,26.494892120361328
1718012965.1442816,85120,23.027469635009766
1718012974.8066857,86340,29.297033309936523
1718012983.484857,87430,27.46171760559082
1718012992.5899713,88584,29.717029571533203
1718013001.4551473,89691,29.797218322753906
1718013009.8067625,90743,25.377918243408203
1718013019.054927,91899,28.888696670532227
1718013027.156161,92919,26.726871490478516
1718013037.184855,94180,30.639163970947266
1718013046.6330576,95367,33.87691879272461
1718013056.7193687,96645,27.465351104736328
1718013064.6051724,97631,26.69095230102539
1718013073.2426465,98729,24.678062438964844
1718013084.0022886,100093,32.88728332519531
1718013092.8355856,101214,29.736812591552734
1718013102.2311912,102404,31.33232879638672
1718013111.710697,103602,32.20825958251953
1718013124.0706246,104835,29.876190185546875
1718013135.845705,106070,30.083370208740234
1718013148.3045146,107304,29.873680114746094
1718013159.7828217,108466,29.471412658691406
1718013172.460578,109738,32.600257873535156
1718013185.1808755,111063,35.4111442565918
1718013197.9130802,112650,29.090023040771484
1718013208.3939517,113967,35.45843505859375
1718013221.1275365,115510,28.61098861694336
1718013231.8204834,116813,28.64067268371582
1718013246.8576128,118636,35.329750061035156
1718013261.3245962,120364,40.42578887939453
1718013274.2094212,121930,31.638771057128906
1718013283.3563666,123032,36.51839828491211
1718013292.929426,124199,30.51278305053711
1718013307.9674435,126014,29.349689483642578
1718013319.5880337,127500,33.13230514526367
1718013332.2241404,129094,29.259164810180664
1718013345.380196,130744,40.535247802734375
1718013356.8113441,132186,30.18010711669922
1718013367.6489193,133559,30.10702133178711
1718013378.399664,134922,31.964933395385742
1718013396.7378938,137230,33.04460144042969
1718013412.945848,139289,42.74958801269531
1718013429.9595263,141449,37.814178466796875
1718013446.8308752,143583,34.118988037109375
1718013461.306719,145341,34.188079833984375
1718013477.3250184,147141,38.799346923828125
1718013493.4628754,148687,49.38090896606445
1718013512.9959397,150623,35.716453552246094
1718013531.861399,152521,40.475494384765625
1718013548.6823792,154603,45.17681121826172
1718013563.6835825,156493,37.85625457763672
1718013579.8042274,158536,46.327606201171875
1718013600.1746383,161097,36.232276916503906
1718013617.3200138,163186,37.60017395019531
1718013631.5780714,164942,42.540096282958984
1718013649.7273328,167129,54.06662368774414
1718013664.947087,168980,36.55937194824219
1718013682.3195262,171085,41.76825714111328
1718013697.5161607,173003,42.30803680419922
1718013715.152713,175213,44.70576858520508
1718013728.9749417,176886,48.69514083862305
1718013745.6958184,178880,39.07496643066406
1718013761.884569,180840,42.92717742919922
1718013783.2990613,183506,44.789222717285156
1718013802.1636398,185889,39.458251953125
1718013820.9579904,188279,53.25188446044922
1718013843.6740062,191018,51.30971145629883
1718013873.522196,194584,41.790401458740234
1718013896.2292147,197275,42.07611083984375
1718013919.829966,200109,49.63728332519531
1718013949.1027982,203598,49.09607696533203
1718013973.6351902,206570,46.8566780090332
1718014007.9047334,210779,51.415191650390625
1718014039.0322347,214533,51.02940368652344
1718014080.6924474,219571,45.586669921875
1718014112.0063653,223362,51.504878997802734
1718014155.6807442,228637,51.617042541503906
1718014186.046083,232313,50.72467803955078
1718014220.4977148,236477,56.42214584350586
1718014266.045965,241303,60.019859313964844
1718014294.0712874,244619,53.85312271118164
1718014328.27055,248723,54.70848846435547
1718014373.0922346,254119,66.53253173828125
1718014424.9343338,260340,64.94277954101562
1718014450.9065933,263612,56.96302795410156
1718014496.1530921,269314,70.53005981445312
1718014534.1297848,274115,76.25616455078125
1718014570.7676315,278732,65.9317626953125
1718014611.646838,283892,61.8000373840332
1718014676.0818672,291161,85.228759765625
1718014718.191092,296337,61.46955871582031
1718014751.5436313,300467,66.4612808227539
1718014819.7509842,309088,66.8274154663086
1718014873.9297347,315918,74.9680404663086
1718014942.3994899,324534,96.49494934082031
1718015005.5412116,332467,72.14491271972656
1718015079.1557074,341343,67.25293731689453
1718015140.9396737,348744,81.19358825683594
1718015203.4867182,356245,80.022705078125
1718015264.9163349,363619,91.51820373535156
1718015339.796245,371184,58.77959442138672
1718015412.79092,379050,58.03296661376953
1718015479.639356,387053,75.09335327148438
1718015557.2614918,396508,87.04300689697266
1718015623.9565818,404924,83.80046844482422
1718015700.8017075,414657,83.88280487060547
1718015771.0595965,423365,91.83439636230469
1718015845.7236495,432353,76.0511703491211
1718015917.401644,441102,63.054805755615234
1718015971.1693943,447970,65.07611846923828
1718016042.240801,457008,74.51101684570312
1718016117.7853012,466137,60.06450653076172
1718016200.6284614,476137,76.24286651611328
1718016261.9924219,483654,76.14817810058594
1718016338.4747615,492984,62.885276794433594
1718016417.2405028,502400,92.19120788574219
1718016500.3527553,512260,67.00916290283203
1718016566.195595,520500,56.86351013183594
1718016635.5549848,529060,70.76107788085938
1718016671.5264792,533613,57.68675231933594
1718016732.196619,541244,74.53445434570312
1718016808.183719,550261,47.985443115234375
1718016885.3950746,559230,79.94065856933594
