train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/std,train/loss,time/total_timesteps,train/explained_variance,train/value_loss,train/clip_range,time/iterations,rollout/ep_len_mean,train/clip_fraction,rollout/ep_rew_mean,time/fps,train/approx_kl,time/time_elapsed,train/learning_rate
14090,-0.02433772353833774,-13.93126471042633,0.5778067111968994,123.26295471191406,2887680,0.93474036,389.03771739006044,0.2,1410,99.91,0.3962890625,541.05012194,75,0.24664563,38349,0.0003
14190,-0.026115402358118444,-13.913855865597725,0.5773305892944336,170.79476928710938,2908160,0.9457202,351.58983011245726,0.2,1420,101.63,0.384765625,551.2392606100001,75,0.16975474,38429,0.0003
14290,-0.02533016333472915,-13.884820404648782,0.5770516991615295,123.35608673095703,2928640,0.93943506,371.3510666370392,0.2,1430,102.59,0.425341796875,556.4027875999999,76,0.2775145,38511,0.0003
14390,-0.00909258028259501,-13.76009578704834,0.5730623602867126,172.02137756347656,2949120,0.9402872,381.41433358192444,0.2,1440,103.39,0.42890625,553.71407681,76,0.28471285,38597,0.0003
14490,-0.021609517181059346,-13.702735602855682,0.5706697702407837,135.1038360595703,2969600,0.9455111,331.63285393714904,0.2,1450,98.35,0.43251953125,525.5321427599999,76,0.3533827,38685,0.0003
14590,-0.021855150724877603,-13.662241140007973,0.5701423287391663,143.31399536132812,2990080,0.9343306,459.7664165496826,0.2,1460,104.83,0.393212890625,570.05542119,77,0.25721368,38771,0.0003
14690,-0.024592586388462224,-13.602979901432992,0.5688961148262024,106.26847839355469,3010560,0.9438071,330.4526907444,0.2,1470,99.8,0.408544921875,537.4512467,77,0.21520355,38859,0.0003
14790,-0.004240253033640329,-13.512703374028206,0.5658578872680664,192.88462829589844,3031040,0.9290991,440.25920901298525,0.2,1480,108.2,0.441796875,582.25518999,77,0.3411103,38949,0.0003
14890,-0.013553807162679732,-13.45374253988266,0.5642995238304138,132.53273010253906,3051520,0.9519501,324.4477580070496,0.2,1490,101.89,0.432568359375,549.67232471,78,0.32778203,39036,0.0003
14990,-0.025567532528657465,-13.385782769322395,0.5619005560874939,83.87560272216797,3072000,0.9307349,401.89247665405276,0.2,1500,101.18,0.382763671875,552.23294269,78,0.26464945,39126,0.0003
15090,-0.031566278036916626,-13.323378390073776,0.5598735213279724,247.79806518554688,3092480,0.92462957,463.06791987419126,0.2,1510,104.99,0.347900390625,569.4743862,78,0.17990042,39214,0.0003
15190,-0.02147379500529496,-13.287809666991233,0.558617115020752,154.6306610107422,3112960,0.91592926,469.5575656890869,0.2,1520,101.23,0.380029296875,553.05519086,79,0.22080013,39300,0.0003
15290,-0.018895818796590903,-13.275234380364418,0.5582447052001953,178.58787536621094,3133440,0.9121561,496.2415990829468,0.2,1530,103.01,0.349609375,562.22323325,79,0.14360468,39385,0.0003
15390,-0.016718159141601064,-13.214849638938905,0.5560380220413208,134.36138916015625,3153920,0.93243635,351.2841348171234,0.2,1540,99.36,0.451806640625,541.20040052,79,0.2571249,39469,0.0003
15490,-0.02499401660024887,-13.163195475935936,0.5541595816612244,244.7291717529297,3174400,0.9271615,424.0541247844696,0.2,1550,103.6,0.38173828125,571.58276976,80,0.26056635,39556,0.0003
15590,-0.01925419410399627,-13.1043015062809,0.5519964694976807,196.45909118652344,3194880,0.9318584,405.60230498313905,0.2,1560,103.15,0.402294921875,562.13627834,80,0.28850675,39642,0.0003
15690,-0.015114132611779496,-13.104804912209511,0.5524113178253174,112.5280990600586,3215360,0.9511494,301.74798102378844,0.2,1570,101.45,0.44228515625,562.1260475600001,80,0.2652202,39729,0.0003
15790,-0.02278946840960998,-13.09174088537693,0.5519816279411316,279.167236328125,3235840,0.9115903,484.69564571380613,0.2,1580,105.67,0.3353515625,581.7609286400001,81,0.1887439,39817,0.0003
15890,-0.023428744316333905,-13.078498563170433,0.550956666469574,219.8975372314453,3256320,0.9433742,395.7906391620636,0.2,1590,107.53,0.409619140625,589.15734931,81,0.31953928,39901,0.0003
15990,-0.020116246890393086,-13.00834085047245,0.5490292906761169,190.71897888183594,3276800,0.9394371,357.5006405353546,0.2,1600,105.72,0.409326171875,581.90994361,81,0.28659603,39984,0.0003
16090,-0.018067699726088904,-12.97599438726902,0.5481052398681641,79.53691864013672,3297280,0.95447177,285.5825190067291,0.2,1610,101.63,0.418994140625,553.34211832,82,0.27220535,40069,0.0003
16190,-0.0035290373241878116,-12.963819551467896,0.5476673245429993,131.4483184814453,3317760,0.94004154,402.52578911781313,0.2,1620,104.99,0.420654296875,575.05086403,82,0.2587078,40154,0.0003
16290,-0.027004783859592863,-12.882102173566818,0.5452457070350647,297.02032470703125,3338240,0.9038916,575.8513194561004,0.2,1630,102.1,0.33056640625,560.9452415699999,82,0.24648161,40238,0.0003
16390,-0.02823706172348466,-12.809890332818032,0.5432838797569275,116.08858489990234,3358720,0.95410043,285.59703919887545,0.2,1640,98.88,0.412841796875,542.86609433,83,0.21824431,40322,0.0003
16490,0.023705753195099533,-12.739046239852906,0.5411165952682495,133.09860229492188,3379200,0.9430466,343.1060700416565,0.2,1650,100.17,0.539990234375,549.075537,83,0.4294657,40410,0.0003
16590,-0.027033994457451627,-12.639358949661254,0.5374356508255005,126.93450927734375,3399680,0.9436372,372.98047587871554,0.2,1660,100.64,0.352197265625,552.40453769,83,0.16749974,40497,0.0003
16690,-0.030971415957901628,-12.580154818296432,0.535961389541626,129.61495971679688,3420160,0.9341828,371.8121213912964,0.2,1670,99.51,0.404931640625,545.0342017200002,84,0.25845408,40582,0.0003
16790,-0.029399660852504894,-12.533356547355652,0.535223662853241,153.25894165039062,3440640,0.9478184,325.57574062347413,0.2,1680,102.19,0.408642578125,562.46414396,84,0.24765101,40667,0.0003
16890,-0.012414995310246013,-12.55105019211769,0.5356583595275879,124.2000732421875,3461120,0.93931097,345.27968435287477,0.2,1690,102.92,0.47685546875,566.18499748,84,0.44538844,40752,0.0003
16990,-0.027434661251027136,-12.530227133631707,0.5342821478843689,176.27037048339844,3481600,0.92538506,446.82164311408997,0.2,1700,104.93,0.40693359375,577.70218459,85,0.28021193,40837,0.0003
17090,-0.024993004079442473,-12.492794820666314,0.5341747999191284,149.3883819580078,3502080,0.93658525,461.9726658344269,0.2,1710,105.88,0.39365234375,579.50496164,85,0.1900503,40921,0.0003
17190,-0.01329086682817433,-12.496625417470932,0.5339651703834534,100.42386627197266,3522560,0.95525426,284.872801399231,0.2,1720,105.49,0.479638671875,580.1091225,85,0.38043123,41006,0.0003
17290,-0.02590102215181105,-12.483773544430733,0.5338934659957886,114.65555572509766,3543040,0.92751884,418.7578239440918,0.2,1730,103.22,0.368408203125,567.24373077,86,0.20289157,41090,0.0003
17390,0.00618225762154907,-12.41756193935871,0.5324028134346008,142.59104919433594,3563520,0.9374954,459.0495704174042,0.2,1740,99.89,0.453955078125,546.7940202,86,0.5035016,41176,0.0003
17490,-0.023201481133583002,-12.378767588734627,0.5305562615394592,193.90643310546875,3584000,0.94428784,354.3769958972931,0.2,1750,104.35,0.393798828125,572.2207736199999,86,0.23706357,41262,0.0003
17590,-0.022671851809718646,-12.247181496024131,0.5260244011878967,136.94680786132812,3604480,0.9503437,302.21224026679994,0.2,1760,101.77,0.442626953125,550.41975481,87,0.25079346,41347,0.0003
17690,-0.003203897102503106,-12.125014227628707,0.5223502516746521,192.57679748535156,3624960,0.9488658,327.5771113872528,0.2,1770,100.41,0.452880859375,543.22692155,87,0.4965544,41433,0.0003
17790,-0.026353025357821025,-12.113469409942628,0.5214071869850159,186.88966369628906,3645440,0.9295839,389.86257739067076,0.2,1780,101.77,0.426708984375,553.27252052,87,0.29124224,41517,0.0003
17890,-0.010569005215074867,-12.039269462227821,0.5184487700462341,199.07215881347656,3665920,0.9439989,370.14835200309756,0.2,1790,102.02,0.50283203125,555.72797226,88,0.38126403,41603,0.0003
17990,-0.02400147470907541,-11.968763458728791,0.5165671706199646,125.36671447753906,3686400,0.9447012,336.12620625495913,0.2,1800,105.84,0.388720703125,573.51561319,88,0.24722137,41686,0.0003
18090,-0.02826718837604858,-11.956347325444222,0.5161875486373901,168.64833068847656,3706880,0.91789687,495.9963360309601,0.2,1810,105.29,0.32412109375,572.22281333,88,0.17944907,41771,0.0003
18190,-0.014456198719562963,-11.915488690137863,0.5153292417526245,100.04894256591797,3727360,0.9386571,389.52704339027406,0.2,1820,102.98,0.391943359375,562.5097729,89,0.46748996,41855,0.0003
18290,-0.01265508349169977,-11.897456315159797,0.5154865384101868,124.25235748291016,3747840,0.9585842,307.04231638908385,0.2,1830,108.39,0.43857421875,594.83792181,89,0.46666685,41941,0.0003
18390,-0.01842780917068012,-11.87189635336399,0.5143041014671326,106.34487915039062,3768320,0.94866484,333.21615915298463,0.2,1840,106.45,0.440185546875,578.8772973,89,0.30090755,42027,0.0003
18490,-0.018443985053454525,-11.814108595252037,0.5130475759506226,113.90436553955078,3788800,0.9240947,414.16207427978514,0.2,1850,104.56,0.394140625,567.9869883800001,89,0.32757723,42114,0.0003
18590,0.0015068160049850122,-11.806014028191566,0.5127624273300171,73.07894134521484,3809280,0.956676,285.8571741104126,0.2,1860,103.03,0.45908203125,558.62136095,90,0.49306604,42205,0.0003
18690,-0.01609437961888034,-11.771904128789902,0.5124310851097107,109.87493133544922,3829760,0.9464385,332.2748094558716,0.2,1870,103.18,0.40146484375,561.51522293,90,0.27763605,42296,0.0003
18790,-0.011662162098218687,-11.716289961338044,0.5108516216278076,103.09911346435547,3850240,0.94607466,348.4796185016632,0.2,1880,102.87,0.396240234375,558.75834292,90,0.4002418,42386,0.0003
18890,-0.012567993885022588,-11.706704273819923,0.5110536813735962,92.95268249511719,3870720,0.92517847,400.78834490776063,0.2,1890,108.3,0.39951171875,596.00902149,91,0.32561997,42474,0.0003
18990,-0.022769439607509413,-11.722289130091667,0.5120165348052979,106.7690658569336,3891200,0.95455796,289.4545436143875,0.2,1900,107.35,0.43291015625,585.2865693299999,91,0.46747863,42562,0.0003
19090,-0.01093334891484119,-11.735849443078042,0.5124583840370178,83.26542663574219,3911680,0.95473355,301.2936423540115,0.2,1910,107.02,0.401806640625,580.0411104899999,91,0.41938955,42651,0.0003
19190,-0.002319355323561467,-11.679356169700622,0.5107725858688354,120.17462921142578,3932160,0.9528145,347.74045462608336,0.2,1920,109.52,0.446142578125,599.24827314,91,0.6510755,42741,0.0003
19290,-0.014523964092950337,-11.618323656916619,0.5093124508857727,119.51719665527344,3952640,0.93227786,459.2570915222168,0.2,1930,103.36,0.387353515625,567.52320868,92,0.3736809,42830,0.0003
19390,-0.025356889079557732,-11.604925948381425,0.5084776282310486,172.68650817871094,3973120,0.9371691,357.2528982639313,0.2,1940,103.77,0.33447265625,565.50426782,92,0.19882694,42919,0.0003
19490,-0.018182216829154642,-11.598670068383218,0.5088004469871521,218.23866271972656,3993600,0.9355316,416.99760460853577,0.2,1950,104.51,0.368994140625,565.7025706299999,92,0.27411616,43009,0.0003
19590,-0.005675730039365589,-11.55642774105072,0.5077605843544006,128.1195526123047,4014080,0.93750083,334.9736281394959,0.2,1960,100.63,0.417822265625,547.5571473200001,93,0.41246474,43096,0.0003
19690,-0.023176476382650434,-11.466692641377449,0.5047067403793335,148.47276306152344,4034560,0.9423036,394.22952461242676,0.2,1970,105.0,0.38623046875,573.59316732,93,0.30386862,43182,0.0003
19790,-0.01852072837355081,-11.424514216184615,0.5036040544509888,132.29244995117188,4055040,0.9569474,317.341512298584,0.2,1980,104.29,0.404052734375,566.6916732400001,93,0.21775675,43269,0.0003
19890,-0.01042620074003935,-11.342912963032722,0.5012426376342773,111.04935455322266,4075520,0.9461313,317.7010026931763,0.2,1990,98.2,0.40712890625,523.53881148,94,0.4126472,43356,0.0003
19990,-0.015471297153271734,-11.335022643208504,0.5011830925941467,91.45106506347656,4096000,0.943553,299.36443386077883,0.2,2000,103.12,0.436083984375,562.6960669,94,0.38892412,43440,0.0003
20090,-0.017317934916354714,-11.298864051699638,0.5006701350212097,102.19549560546875,4116480,0.94512194,338.56340169906616,0.2,2010,104.92,0.399951171875,571.11822609,94,0.33833224,43520,0.0003
20190,-0.009882611714419908,-11.194674175977706,0.49793699383735657,101.75145721435547,4136960,0.95487726,262.3330460071564,0.2,2020,102.42,0.437646484375,561.11992405,94,0.46640536,43603,0.0003
20290,0.0012359131709672511,-11.16382256746292,0.4973459243774414,192.66477966308594,4157440,0.9453603,376.7314800262451,0.2,2030,107.31,0.4728515625,581.38581606,95,0.38750976,43685,0.0003
20390,-0.006293281551916152,-11.154327946901322,0.49734383821487427,122.9835433959961,4177920,0.9513648,330.001944732666,0.2,2040,109.38,0.458154296875,591.6929607100001,95,0.5303672,43767,0.0003
20490,-0.013694041254348121,-11.090208953619003,0.49538320302963257,177.5880126953125,4198400,0.9385762,394.39601430892947,0.2,2050,105.88,0.396240234375,579.2100951799999,95,0.57666767,43849,0.0003
20590,-0.003248814749531448,-11.076835483312607,0.4942344129085541,73.48757934570312,4218880,0.95766634,258.48501381874087,0.2,2060,105.72,0.450927734375,576.5889990999999,96,0.43107855,43933,0.0003
20690,-0.015645751167903656,-11.07228218317032,0.49419790506362915,91.59555053710938,4239360,0.95135707,287.0592709541321,0.2,2070,108.24,0.445068359375,588.5681747499999,96,0.3610103,44016,0.0003
20790,-0.02186249758815393,-11.052216377854347,0.4938490390777588,125.05136108398438,4259840,0.94911885,324.5658396720886,0.2,2080,103.94,0.40927734375,556.1950990500001,96,0.41711742,44099,0.0003
20890,-0.007987154775764792,-11.034006863832474,0.4935113191604614,53.765602111816406,4280320,0.95353305,247.61606106758117,0.2,2090,90.28,0.491455078125,484.18805328,96,0.37739497,44181,0.0003
20990,-0.006774375375243835,-11.016179451346398,0.4930306077003479,94.06410217285156,4300800,0.9593288,215.95419971942903,0.2,2100,94.51,0.46171875,506.05019331999995,97,0.65494823,44263,0.0003
21090,0.036813328971038575,-10.960618877410889,0.49099433422088623,105.44237518310547,4321280,0.943988,289.7326219558716,0.2,2110,95.48,0.567138671875,513.49754953,97,0.6510713,44347,0.0003
21190,-0.016164726961869748,-10.896562021970748,0.4891892075538635,87.17807006835938,4341760,0.9511803,272.9394052505493,0.2,2120,97.96,0.429736328125,527.6309557499999,97,0.26310334,44432,0.0003
21290,-0.007107910535705741,-10.929288908839226,0.4903046786785126,135.95648193359375,4362240,0.95135176,305.3501371383667,0.2,2130,98.92,0.448193359375,526.40731171,97,0.4903497,44514,0.0003
21390,-0.0026474758749827744,-10.89946619272232,0.4892149567604065,83.6916275024414,4382720,0.9477781,309.9792690038681,0.2,2140,96.47,0.473193359375,518.0641955200001,98,0.4131579,44597,0.0003
21490,0.0022924506716663017,-10.911599096655845,0.48958614468574524,124.94287109375,4403200,0.9538189,261.4285995006561,0.2,2150,98.17,0.499560546875,525.98594655,98,0.31330132,44678,0.0003
21590,0.005469155675382353,-10.722626620531083,0.48450812697410583,113.37663269042969,4423680,0.9567428,249.16632862091063,0.2,2160,102.37,0.51044921875,555.33287372,98,0.5901271,44762,0.0003
21690,0.12075236188829877,-10.701031064987182,0.4842332899570465,100.84428405761719,4444160,0.9570108,279.4732190847397,0.2,2170,103.42,0.652685546875,562.91987181,99,3.031559,44846,0.0003
21790,-0.0069480126228882,-10.663613656163216,0.4822442829608917,81.24003601074219,4464640,0.9533026,219.46056683063506,0.2,2180,101.87,0.47080078125,539.9148822699999,99,0.46346813,44929,0.0003
21890,-0.010496883682208136,-10.711000803112984,0.48373210430145264,107.40931701660156,4485120,0.96048594,263.70384361743925,0.2,2190,106.3,0.43525390625,567.46843471,99,0.5360162,45012,0.0003
21990,-0.015878556889947503,-10.657265532016755,0.4817209243774414,73.67884826660156,4505600,0.9563641,235.91332924365997,0.2,2200,104.71,0.4732421875,558.7236261799999,99,0.40478325,45098,0.0003
22090,-0.029261606192449108,-10.525002190470696,0.4776765704154968,104.26460266113281,4526080,0.95874435,308.3097186088562,0.2,2210,106.74,0.359228515625,561.3027580900001,100,0.2589345,45183,0.0003
22190,-0.0022214617783902213,-10.468117925524712,0.4762614667415619,82.97111511230469,4546560,0.96100044,229.86809580326081,0.2,2220,102.06,0.4640625,546.0340351200001,100,0.5178734,45265,0.0003
22290,-0.006865433750499505,-10.444663310050965,0.47556227445602417,62.71520233154297,4567040,0.9585228,252.41640331745148,0.2,2230,104.64,0.458447265625,561.97595401,100,0.45965046,45348,0.0003
22390,-0.010426843343884684,-10.32641552388668,0.4723397493362427,119.15447998046875,4587520,0.94450086,371.91351637840273,0.2,2240,100.52,0.401611328125,538.5849960600001,100,0.42022607,45435,0.0003
22490,-0.011626593800610863,-10.303642505407334,0.4718548357486725,119.67840576171875,4608000,0.9353815,339.8216387748718,0.2,2250,104.93,0.445068359375,564.1833275299999,101,0.44003123,45517,0.0003
22590,-0.005334955654689111,-10.231030911207199,0.4694972336292267,170.94403076171875,4628480,0.9497202,308.6611650466919,0.2,2260,102.87,0.44462890625,556.89498346,101,0.43643862,45597,0.0003
22690,-0.019508131146722008,-10.179400104284287,0.46802303194999695,173.60516357421875,4648960,0.91234493,468.2621070384979,0.2,2270,103.27,0.3662109375,554.5870293600001,101,0.28910217,45678,0.0003
22790,-0.006871501753630582,-10.127436783909797,0.4671061038970947,102.46707153320312,4669440,0.954536,275.34484672546387,0.2,2280,102.06,0.41416015625,552.39925164,102,0.4069904,45759,0.0003
22890,-0.008613285535830073,-10.097272849082946,0.4659799039363861,91.18586730957031,4689920,0.9554678,313.14075803756714,0.2,2290,104.98,0.459326171875,564.48729681,102,0.687703,45838,0.0003
22990,-0.02020750424999278,-10.033272677659989,0.4641481935977936,171.023193359375,4710400,0.9272318,407.64689745903013,0.2,2300,100.28,0.362451171875,538.3064109100001,102,0.2357414,45918,0.0003
23090,0.00032164180011022835,-9.996045958995818,0.46320095658302307,157.37269592285156,4730880,0.94565016,325.0660209655762,0.2,2310,101.26,0.446826171875,543.7816512200001,102,0.7505615,45998,0.0003
23190,-0.00686779071984347,-9.962520119547843,0.46262067556381226,190.21063232421875,4751360,0.94252545,411.0636392116547,0.2,2320,106.49,0.399609375,572.4639275100001,103,0.32913953,46079,0.0003
23290,-0.01976513479021378,-9.911726778745651,0.46078792214393616,117.20526885986328,4771840,0.9264473,437.1086102485657,0.2,2330,100.56,0.395703125,543.2442467400001,103,0.26377225,46164,0.0003
23390,-0.020090815992443823,-9.855714458227158,0.4588567018508911,175.9430694580078,4792320,0.91485006,496.3329713821411,0.2,2340,106.51,0.38798828125,578.18930627,103,0.28572088,46250,0.0003
23490,-0.0030362727702595294,-9.866678181290627,0.45901909470558167,125.00951385498047,4812800,0.9490864,284.60818738937377,0.2,2350,105.98,0.447705078125,576.1912113899999,103,0.55537474,46336,0.0003
23590,-0.02023888874973636,-9.927303048968316,0.46114757657051086,132.57147216796875,4833280,0.9414994,411.1809941768646,0.2,2360,102.98,0.397216796875,559.76733828,104,0.341674,46425,0.0003
23690,-0.007396746976883151,-9.96300284564495,0.46229618787765503,136.66998291015625,4853760,0.94556797,355.0678512096405,0.2,2370,104.77,0.48017578125,569.6531852599999,104,0.40833932,46513,0.0003
23790,0.009147898206720129,-9.949595594406128,0.4621649384498596,183.01580810546875,4874240,0.9221619,472.6589886665344,0.2,2380,105.1,0.437548828125,565.7112659100001,104,0.537148,46597,0.0003
23890,-0.02759251692914404,-9.967946743965149,0.462410569190979,412.48675537109375,4894720,0.8835621,728.1295649528504,0.2,2390,98.8,0.32509765625,532.00206283,104,0.30285722,46682,0.0003
23990,-0.022831434759427793,-9.892782717943192,0.4601433575153351,162.23509216308594,4915200,0.9243604,538.182234096527,0.2,2400,101.49,0.3974609375,543.1913929599999,105,0.4566388,46769,0.0003
24090,-0.02323924169759266,-9.897795403003693,0.46060842275619507,240.74119567871094,4935680,0.93009275,485.58808212280275,0.2,2410,103.21,0.376708984375,558.86019346,105,0.5154524,46854,0.0003
24190,-0.019062344939447938,-9.89113491177559,0.4603128433227539,190.3438720703125,4956160,0.92176616,454.23652095794677,0.2,2420,104.85,0.383056640625,560.92318997,105,0.35820982,46938,0.0003
24290,0.02672776438703295,-9.869690877199172,0.4604018032550812,195.55088806152344,4976640,0.9420966,412.6718661785126,0.2,2430,106.78,0.49453125,580.7058950300001,105,0.49316052,47019,0.0003
24390,-0.021181953870109283,-9.91026068329811,0.46175238490104675,97.90412139892578,4997120,0.94604033,329.5681718826294,0.2,2440,100.76,0.424365234375,546.7906917800001,106,0.30249274,47104,0.0003
24490,-0.00283209037152119,-9.773328495025634,0.45797353982925415,129.13766479492188,5017600,0.94266564,356.018266916275,0.2,2450,104.2,0.4373046875,566.24707848,106,0.6306413,47187,0.0003
24590,0.0033586438876227476,-9.70046553015709,0.45639634132385254,124.52723693847656,5038080,0.9540257,269.0640748977661,0.2,2460,101.43,0.483642578125,549.73587847,106,0.43988267,47270,0.0003
24690,-0.012370064482092857,-9.668752327561378,0.4555352032184601,158.8323211669922,5058560,0.9455979,302.2674471378326,0.2,2470,100.69,0.407470703125,542.86610422,106,0.48372787,47353,0.0003
24790,-0.00830951371754054,-9.531425404548646,0.4522324800491333,126.31925201416016,5079040,0.94482094,314.28350658416747,0.2,2480,102.23,0.4240234375,557.27997069,107,0.4249544,47435,0.0003
24890,-0.017015748817357235,-9.512044879794121,0.4518531262874603,119.57642364501953,5099520,0.9541635,295.62531249523164,0.2,2490,102.18,0.374609375,559.21326438,107,0.29240018,47519,0.0003
24990,-0.016975712159182876,-9.510361969470978,0.45146286487579346,121.35193634033203,5120000,0.9521718,315.1151634216309,0.2,2500,102.19,0.41376953125,556.05926622,107,0.4200037,47608,0.0003
25090,-0.015925835358211772,-9.432004415988922,0.44889137148857117,119.91676330566406,5140480,0.95394194,306.13249497413636,0.2,2510,103.24,0.41015625,557.53045324,107,0.38699389,47694,0.0003
25190,-0.00405326283944305,-9.410070937871932,0.4487135410308838,85.53611755371094,5160960,0.93963736,287.7700005054474,0.2,2520,104.49,0.44541015625,565.85012233,108,0.5520731,47783,0.0003
25290,-0.028041440522065385,-9.314960020780564,0.4455428421497345,210.69320678710938,5181440,0.92958236,455.2473638057709,0.2,2530,109.97,0.35224609375,593.08488927,108,0.2137538,47877,0.0003
25390,-0.010053573550248985,-9.258134573698044,0.44419530034065247,100.52709197998047,5201920,0.9521504,342.0518138885498,0.2,2540,104.0,0.466455078125,565.90726817,108,0.43283358,47969,0.0003
25490,-0.010508458860567772,-9.152195662260056,0.4413550794124603,128.10922241210938,5222400,0.93584955,348.2153088092804,0.2,2550,105.91,0.394775390625,569.5412638000001,108,0.37016916,48052,0.0003
25590,-0.009069002725300378,-9.188071432709695,0.4423130750656128,92.11621856689453,5242880,0.9567676,261.4304435968399,0.2,2560,103.53,0.497412109375,561.45997629,108,0.47987568,48137,0.0003
25690,-0.018075761661748402,-9.207697287201881,0.44294318556785583,104.72689056396484,5263360,0.95101607,351.43105187416074,0.2,2570,110.66,0.419677734375,596.9836693499999,109,1.027612,48220,0.0003
25790,-0.0271048299735412,-9.18549960553646,0.44233831763267517,195.12509155273438,5283840,0.9329076,433.43317165374754,0.2,2580,107.58,0.36650390625,581.5026089899999,109,0.2046347,48310,0.0003
25890,-0.020292200692347252,-9.108898839354515,0.44067344069480896,142.99661254882812,5304320,0.95061445,319.2729580402374,0.2,2590,105.0,0.406787109375,568.17955564,109,0.34244558,48395,0.0003
25990,-0.02006153725378681,-9.146573522686959,0.4414326250553131,107.32997131347656,5324800,0.9529391,326.41124029159545,0.2,2600,107.18,0.398828125,580.3579409199999,109,0.2647679,48481,0.0003
26090,-0.003699552774196491,-9.10578240454197,0.44046762585639954,110.86073303222656,5345280,0.9590184,265.66083760261535,0.2,2610,106.52,0.453857421875,568.86689475,110,0.47926474,48568,0.0003
26190,-0.024238164006965233,-9.114759770035743,0.4406689405441284,112.54739379882812,5365760,0.92725515,377.57184882164,0.2,2620,106.37,0.400244140625,576.0672648200001,110,0.37107682,48663,0.0003
26290,-0.024942177288176028,-9.08641337454319,0.4392392337322235,259.21685791015625,5386240,0.94951236,357.24285488128663,0.2,2630,107.4,0.435888671875,586.0750538899999,110,0.32056135,48747,0.0003
26390,-0.01835761137335794,-9.031576615571975,0.43849754333496094,141.59556579589844,5406720,0.9532504,282.8227822542191,0.2,2640,107.39,0.47421875,579.45634284,110,0.52630997,48832,0.0003
26490,-0.00030776785279158504,-9.099809169769287,0.4401558041572571,320.8378601074219,5427200,0.85896605,610.1537420749664,0.2,2650,73.08,0.37685546875,378.70442898,110,0.34832945,48925,0.0003
26590,0.0034231646481202916,-9.044588130712508,0.4388168454170227,216.82809448242188,5447680,0.88357353,488.87261748313904,0.2,2660,75.62,0.445458984375,395.33577655,111,0.76471597,49019,0.0003
26690,0.00743139615515247,-8.993734827637672,0.43697136640548706,146.86419677734375,5468160,0.9323107,314.0322217464447,0.2,2670,79.87,0.512841796875,416.3350047899998,111,0.7690586,49105,0.0003
26790,-0.009085959519143216,-8.99845444560051,0.43694475293159485,316.2267761230469,5488640,0.9072856,522.3024357795715,0.2,2680,86.77,0.404150390625,448.8666516999999,111,0.43709192,49191,0.0003
26890,0.001446244670660235,-8.944290101528168,0.4350823760032654,123.2603759765625,5509120,0.9299463,371.7455208301544,0.2,2690,90.36,0.44970703125,470.56044610000004,111,0.66057974,49280,0.0003
26990,-0.026428184298856648,-8.920137304067612,0.43512481451034546,140.11988830566406,5529600,0.93251354,416.30429615974424,0.2,2700,88.23,0.426318359375,462.37372613,112,0.22845268,49371,0.0003
27090,-0.0034282365988474338,-8.907394835352898,0.43453946709632874,89.99659729003906,5550080,0.9242008,401.4202330112457,0.2,2710,86.39,0.45693359375,448.6101681400001,112,0.43862107,49458,0.0003
27190,-0.014053657223121263,-8.910422754287719,0.4346189498901367,145.22190856933594,5570560,0.9302492,370.90003576278684,0.2,2720,89.29,0.431396484375,462.77009974,112,0.38769805,49544,0.0003
27290,-0.004836937721120193,-8.880489975214005,0.4339698851108551,88.87207794189453,5591040,0.92510206,348.35180058479307,0.2,2730,86.32,0.48505859375,450.50092823000006,112,0.5032563,49631,0.0003
27390,-0.01107774838746991,-8.851238977909087,0.4337696135044098,109.86465454101562,5611520,0.94881505,243.18906691074372,0.2,2740,94.09,0.47412109375,492.28285421,112,0.49906933,49719,0.0003
27490,-0.021175800130004065,-8.834521561861038,0.4332408607006073,145.7100830078125,5632000,0.93319976,351.0862909317017,0.2,2750,100.56,0.37265625,523.80904273,113,0.30653378,49809,0.0003
27590,-0.022526166171883234,-8.832452103495598,0.4327775537967682,75.70256042480469,5652480,0.9511847,270.1067593097687,0.2,2760,98.87,0.36982421875,521.95963202,113,0.2225177,49894,0.0003
27690,-0.0012628845346625895,-8.836346071958541,0.43295207619667053,94.20527648925781,5672960,0.94139564,318.13609471321104,0.2,2770,94.99,0.42001953125,494.39963984999997,113,0.2864606,49983,0.0003
27790,-0.02199527201883029,-8.746136221289635,0.4310312271118164,158.9243621826172,5693440,0.9416637,383.9587302684784,0.2,2780,100.25,0.413037109375,527.13084057,113,0.3845408,50069,0.0003
27890,-0.0037030218227300793,-8.742532339692115,0.4305470585823059,98.57317352294922,5713920,0.95313406,265.12398612499237,0.2,2790,100.04,0.486083984375,522.44736887,113,0.3925039,50154,0.0003
27990,-0.013615119727910496,-8.709683588147163,0.4299829602241516,134.74754333496094,5734400,0.95309603,298.91656250953673,0.2,2800,98.4,0.47333984375,511.02302735000006,114,0.38084006,50237,0.0003
28090,-0.007704063251730986,-8.651129204034806,0.42770275473594666,158.01585388183594,5754880,0.9498234,311.95260457992555,0.2,2810,101.4,0.4201171875,534.6908118700001,114,0.6081121,50320,0.0003
28190,-0.021751513087656348,-8.605653277039528,0.4261936843395233,95.49203491210938,5775360,0.96624637,235.5270290374756,0.2,2820,108.74,0.4345703125,565.5628368700001,114,0.26081952,50402,0.0003
