train/n_updates,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef,train/critic_loss,time/fps,train/ent_coef_loss,time/episodes,train/actor_loss
789938,944.21,0.0003,5366.942088809999,36607,790039,0.015115599147975445,43.90046691894531,21,6.147676467895508,2110,-479.52734375
799160,936.43,0.0003,5329.097899220002,36733,799261,0.016263365745544434,25.14352035522461,21,-7.128938674926758,2120,-491.34930419921875
808030,925.13,0.0003,5262.185933459999,36846,808131,0.015789488330483437,40.67530822753906,21,-2.9044699668884277,2130,-480.0323181152344
817276,917.59,0.0003,5213.342889880001,36966,817377,0.015442675910890102,26.97221565246582,22,-8.284292221069336,2140,-492.65423583984375
826368,908.51,0.0003,5154.27345199,37084,826469,0.01531131099909544,56.10234832763672,22,8.745150566101074,2150,-483.3575439453125
836368,908.51,0.0003,5148.09428157,37213,836469,0.014728937298059464,140.32467651367188,22,5.4345855712890625,2160,-477.766845703125
846230,907.13,0.0003,5132.403213629999,37342,846331,0.015357266180217266,34.75524139404297,22,-2.808084487915039,2170,-487.80743408203125
855341,910.66,0.0003,5144.99331702,37460,855442,0.015622989274561405,44.460365295410156,22,-7.458835124969482,2180,-493.281494140625
864412,912.55,0.0003,5155.19508468,37580,864513,0.015343534760177135,22.402231216430664,23,4.847499847412109,2190,-488.03961181640625
873754,905.97,0.0003,5112.88195188,37704,873855,0.01482821349054575,29.774059295654297,23,0.7888216972351074,2200,-485.8038635253906
882831,928.93,0.0003,5243.8401058,37828,882932,0.01514603104442358,22.032543182373047,23,5.927796363830566,2210,-480.6382751464844
892831,936.71,0.0003,5288.956638449999,37961,892932,0.015214921906590462,37.30332946777344,23,5.372247219085693,2220,-477.04034423828125
902227,941.97,0.0003,5320.25664575,38088,902328,0.014905136078596115,17.212421417236328,23,-1.3405704498291016,2230,-482.9292907714844
911349,940.73,0.0003,5323.842301330001,38211,911450,0.01458115316927433,40.7808952331543,23,-0.02157282829284668,2240,-494.886474609375
921349,949.81,0.0003,5382.726321,38343,921450,0.0152130713686347,33.402095794677734,24,1.5826258659362793,2250,-494.383544921875
931095,947.27,0.0003,5373.865350009999,38477,931196,0.014601790346205235,22.810958862304688,24,0.5197222232818604,2260,-490.4728088378906
941095,948.65,0.0003,5389.36150625,38611,941196,0.014897540211677551,17.81995964050293,24,-5.750164985656738,2270,-497.59185791015625
951095,957.54,0.0003,5443.672033090002,38741,951196,0.014904751442372799,16.944671630859375,24,3.3181910514831543,2280,-491.7850036621094
961095,966.83,0.0003,5498.344981849999,38873,961196,0.013165144249796867,31.376689910888672,24,-1.0283362865447998,2290,-499.3719177246094
970476,967.22,0.0003,5501.977061469999,38993,970577,0.014351501129567623,27.47384262084961,24,1.909944772720337,2300,-492.882568359375
980476,976.45,0.0003,5551.124072189999,39122,980577,0.014519086107611656,23.551475524902344,25,-3.4987752437591553,2310,-513.35693359375
990476,976.45,0.0003,5544.995393719999,39252,990577,0.013736618682742119,17.26364517211914,25,1.065974473953247,2320,-504.48858642578125
1000476,982.49,0.0003,5583.73376224,39382,1000577,0.014505979605019093,32.52407455444336,25,0.6124633550643921,2330,-502.9141845703125
1010476,991.27,0.0003,5633.588423,39515,1010577,0.01357111893594265,29.479122161865234,25,-1.0822826623916626,2340,-500.841796875
1020248,988.99,0.0003,5618.153807800001,39643,1020349,0.012770333327353,24.718135833740234,25,0.09944814443588257,2350,-507.7813415527344
1030248,991.53,0.0003,5640.51845743,39772,1030349,0.012664786539971828,20.886568069458008,25,-4.126011848449707,2360,-514.013427734375
1039842,987.47,0.0003,5623.935766859999,39897,1039943,0.012202306650578976,27.690147399902344,26,5.982643127441406,2370,-510.708984375
1049842,987.47,0.0003,5637.723623080001,40030,1049943,0.012394068762660027,16.581459045410156,26,-1.260422706604004,2380,-511.987060546875
1059184,980.89,0.0003,5616.8737361,40152,1059285,0.011534092016518116,19.443029403686523,26,-2.053770065307617,2390,-518.3455810546875
1067442,969.66,0.0003,5570.18689518,40261,1067543,0.011499824933707714,15.526294708251953,26,12.660840034484863,2400,-517.73193359375
1075792,953.16,0.0003,5505.77858079,40373,1075893,0.011361208744347095,25.11003875732422,26,3.950317859649658,2410,-520.491455078125
1083975,934.99,0.0003,5422.250255630001,40478,1084076,0.011919362470507622,21.15406036376953,26,-7.550795555114746,2420,-529.4019775390625
1093299,928.23,0.0003,5400.110813689999,40600,1093400,0.011389077641069889,30.686290740966797,26,-3.9525041580200195,2430,-528.1439208984375
1103043,925.67,0.0003,5401.91463548,40729,1103144,0.01144848670810461,13.356016159057617,27,-11.678789138793945,2440,-535.4369506835938
1113043,927.95,0.0003,5434.932913,40860,1113144,0.01075741183012724,18.94495964050293,27,1.773427963256836,2450,-530.4537353515625
1121288,910.4,0.0003,5350.42835064,40968,1121389,0.011000953614711761,19.56133460998535,27,17.490636825561523,2460,-528.77685546875
1130431,905.89,0.0003,5341.4882167,41091,1130532,0.011738005094230175,13.165142059326172,27,-7.372844696044922,2470,-533.9749755859375
1137917,880.75,0.0003,5186.3036761,41189,1138018,0.011966058984398842,12.892776489257812,27,2.3796727657318115,2480,-540.9635009765625
1144131,849.47,0.0003,5002.3160819899995,41270,1144232,0.011639275588095188,34.67675018310547,27,1.2253092527389526,2490,-542.1710205078125
1153103,856.61,0.0003,5037.18893809,41389,1153204,0.010823874734342098,12.971098899841309,27,15.908401489257812,2500,-543.281005859375
1161337,855.45,0.0003,5018.386214249999,41498,1161438,0.011185347102582455,23.773698806762695,27,-4.114211559295654,2510,-545.93994140625
1170376,864.01,0.0003,5070.98045876,41615,1170477,0.010375837795436382,8.18621826171875,28,-4.019579887390137,2520,-545.1524047851562
1179201,859.02,0.0003,5040.43534712,41731,1179302,0.012063935399055481,30.52156639099121,28,7.03061580657959,2530,-541.4259033203125
1186529,834.86,0.0003,4895.418627460001,41827,1186630,0.011102663353085518,28.780738830566406,28,8.328700065612793,2540,-538.933349609375
1196308,832.65,0.0003,4871.25176227,41952,1196409,0.009778975509107113,33.445594787597656,28,7.910080909729004,2550,-542.0739135742188
1205084,837.96,0.0003,4885.47256211,42066,1205185,0.010750391520559788,23.580341339111328,28,-6.404234409332275,2560,-550.1144409179688
1215018,845.87,0.0003,4923.16017473,42195,1215119,0.010516067035496235,83.11872863769531,28,-1.3671672344207764,2570,-548.1034545898438
1224347,864.3,0.0003,5044.15818815,42311,1224448,0.011274815537035465,15.192302703857422,28,2.873068332672119,2580,-550.7738037109375
1232974,888.43,0.0003,5193.977804439999,42421,1233075,0.01116160023957491,21.77457046508789,29,1.94761061668396,2590,-550.5179443359375
1242212,891.09,0.0003,5224.8229752199995,42541,1242313,0.011111603118479252,56.9417610168457,29,8.250309944152832,2600,-548.1088256835938
1250490,891.53,0.0003,5236.9750335399995,42646,1250591,0.011437328532338142,13.745807647705078,29,-6.124275207519531,2610,-551.8216552734375
1258741,883.65,0.0003,5198.7908964,42751,1258842,0.009838525205850601,34.74652862548828,29,2.27988862991333,2620,-543.3140869140625
1268741,895.4,0.0003,5273.89400529,42880,1268842,0.010287633165717125,19.205764770507812,29,-3.852539539337158,2630,-553.0596313476562
1278484,919.55,0.0003,5431.56762961,43004,1278585,0.011145171709358692,6.519390106201172,29,-2.843304395675659,2640,-552.0987548828125
1286686,903.78,0.0003,5359.458560670001,43111,1286787,0.00983800832182169,10.355524063110352,29,3.011928081512451,2650,-552.681884765625
1295359,902.75,0.0003,5365.3564811100005,43224,1295460,0.010413874872028828,20.10540771484375,29,-0.3302464485168457,2660,-552.052001953125
1303424,884.06,0.0003,5264.84503798,43329,1303525,0.010892285034060478,10.258561134338379,30,-0.9933143854141235,2670,-553.7042236328125
1313340,889.93,0.0003,5309.95500385,43459,1313441,0.010121075436472893,15.95166015625,30,-1.8821885585784912,2680,-558.09228515625
1319738,867.64,0.0003,5179.46052253,43543,1319839,0.010209676809608936,14.446263313293457,30,5.602468013763428,2690,-552.789794921875
1328398,861.86,0.0003,5154.907887570002,43658,1328499,0.010678727179765701,10.005721092224121,30,-3.4400393962860107,2700,-555.33935546875
1338398,879.08,0.0003,5267.38271111,43789,1338499,0.009900519624352455,11.474586486816406,30,3.7679829597473145,2710,-552.4515380859375
1348398,896.57,0.0003,5377.658711159998,43921,1348499,0.009866003878414631,37.415042877197266,30,9.169897079467773,2720,-551.5396728515625
1357371,886.3,0.0003,5324.904160699999,44038,1357472,0.010467947460711002,5.994997501373291,30,-11.62846565246582,2730,-560.0078125
1366201,877.17,0.0003,5274.91859644,44153,1366302,0.009806030429899693,29.14711570739746,30,4.383291244506836,2740,-560.55419921875
1375746,890.6,0.0003,5355.13264367,44280,1375847,0.009970608167350292,12.4091215133667,31,4.094367980957031,2750,-559.4971923828125
1385007,896.48,0.0003,5396.153772740002,44402,1385108,0.009680230170488358,10.743175506591797,31,-10.811746597290039,2760,-557.0367431640625
1395007,915.83,0.0003,5514.131700549999,44531,1395108,0.01013212837278843,14.5769681930542,31,6.723021507263184,2770,-561.4779663085938
1404153,908.13,0.0003,5469.086643769999,44651,1404254,0.010375887155532837,7.135088920593262,31,-5.971386909484863,2780,-564.4061279296875
1412688,929.5,0.0003,5591.986803489999,44763,1412789,0.009662254713475704,41.43212890625,31,10.043683052062988,2790,-555.9677734375
1420907,925.09,0.0003,5556.289286599998,44872,1421008,0.009512613527476788,9.097000122070312,31,-2.359285593032837,2800,-565.6785278320312
1430907,925.09,0.0003,5549.547267899999,45003,1431008,0.009901425801217556,7.609376907348633,31,-10.35568618774414,2810,-560.8450927734375
1440051,916.53,0.0003,5487.266134380001,45119,1440152,0.00926927849650383,9.900008201599121,31,-1.4837844371795654,2820,-561.269287109375
1447748,903.77,0.0003,5395.650170739999,45219,1447849,0.010183722712099552,20.798025131225586,32,0.6913669109344482,2830,-564.6282958984375
1456848,906.47,0.0003,5405.76025034,45337,1456949,0.009490584954619408,15.70156192779541,32,1.2778844833374023,2840,-565.4933471679688
1466187,904.41,0.0003,5411.35785195,45455,1466288,0.010056382045149803,10.151344299316406,32,-1.431311845779419,2850,-564.0711059570312
1474138,891.31,0.0003,5330.9033633399995,45559,1474239,0.010317743755877018,33.14276885986328,32,19.347909927368164,2860,-554.342529296875
1484138,891.31,0.0003,5338.94683231,45692,1484239,0.011576387099921703,4.635707378387451,32,-10.813152313232422,2870,-566.348388671875
1494138,899.85,0.0003,5396.071588399999,45825,1494239,0.01038547046482563,11.65833568572998,32,-1.015343427658081,2880,-561.2366943359375
1500746,880.58,0.0003,5292.88084836,45912,1500847,0.010659308172762394,7.253529071807861,32,-7.3115129470825195,2890,-563.2557373046875
1509329,884.22,0.0003,5314.38891648,46028,1509430,0.012331458739936352,15.627253532409668,32,10.702713012695312,2900,-553.5006103515625
1518862,879.55,0.0003,5285.69958486,46155,1518963,0.01130477525293827,6.988605499267578,32,-5.529786109924316,2910,-560.1646118164062
1527658,876.07,0.0003,5265.129329980001,46271,1527759,0.012268888764083385,22.878143310546875,33,6.692347526550293,2920,-562.2044677734375
1536262,885.14,0.0003,5326.21505771,46379,1536363,0.011356155388057232,18.75896453857422,33,2.482328176498413,2930,-562.4317626953125
1545403,885.55,0.0003,5315.09372446,46492,1545504,0.010482767596840858,36.96592712402344,33,5.105818748474121,2940,-560.23779296875
1554452,882.65,0.0003,5274.6926536599985,46606,1554553,0.011627321131527424,25.69687271118164,33,0.34624743461608887,2950,-555.7921142578125
1564452,903.14,0.0003,5398.27573007,46734,1564553,0.011107079684734344,26.20844268798828,33,-1.6643164157867432,2960,-558.9185791015625
1573748,896.1,0.0003,5350.877660609999,46851,1573849,0.010735244490206242,21.352298736572266,33,1.7681591510772705,2970,-559.3284912109375
1583657,895.19,0.0003,5345.0873708,46978,1583758,0.011772607453167439,18.226909637451172,33,2.6012930870056152,2980,-557.3944091796875
1593657,929.11,0.0003,5547.43756416,47111,1593758,0.01097260694950819,4.324126243591309,33,-3.297024726867676,2990,-562.4365234375
1603657,943.28,0.0003,5632.331679409999,47243,1603758,0.01198757253587246,19.53676414489746,33,2.753417491912842,3000,-560.8465576171875
1613657,947.95,0.0003,5664.623767360001,47375,1613758,0.01153886690735817,12.540969848632812,34,2.84275484085083,3010,-555.0328369140625
1623657,959.99,0.0003,5738.3662911500005,47507,1623758,0.010515088215470314,14.613937377929688,34,3.6132211685180664,3020,-557.9879150390625
1632601,963.39,0.0003,5757.89294285,47620,1632702,0.011551754549145699,41.948448181152344,34,0.48705005645751953,3030,-559.6765747070312
1642601,971.98,0.0003,5821.3382811500005,47747,1642702,0.011545642279088497,59.175987243652344,34,-11.504508972167969,3040,-564.5813598632812
1652214,977.62,0.0003,5862.11490977,47867,1652315,0.011352094821631908,12.596504211425781,34,7.714931488037109,3050,-563.32861328125
1662214,977.62,0.0003,5872.5284282699995,47988,1662315,0.011340516619384289,8.90216064453125,34,-10.735819816589355,3060,-564.9031372070312
1672214,984.66,0.0003,5915.0338060700005,48117,1672315,0.011319494806230068,13.352227210998535,34,-9.192479133605957,3070,-561.2581787109375
1682214,985.57,0.0003,5923.86573523,48247,1682315,0.011344675906002522,11.731368064880371,34,-6.709636688232422,3080,-565.2848510742188
1691580,979.23,0.0003,5885.806697860002,48365,1691681,0.010775595903396606,9.376096725463867,34,-6.98284387588501,3090,-568.3447265625
1701043,973.86,0.0003,5865.94693466,48487,1701144,0.011441418901085854,15.87258529663086,35,-5.68941593170166,3100,-565.4539184570312
1710909,972.52,0.0003,5868.15281761,48615,1711010,0.011263193562626839,13.039268493652344,35,-1.8208298683166504,3110,-565.70361328125
1720753,970.96,0.0003,5883.591411100001,48735,1720854,0.011505868285894394,15.169164657592773,35,8.49822998046875,3120,-560.1856689453125
1730753,981.52,0.0003,5975.16239897,48863,1730854,0.011482235044240952,20.871309280395508,35,-6.461218357086182,3130,-563.2811279296875
1740753,981.52,0.0003,5987.438347299999,48987,1740854,0.012058155611157417,14.329610824584961,35,-2.625709295272827,3140,-565.9151611328125
1750753,985.39,0.0003,6019.627212830001,49112,1750854,0.012261565774679184,10.699562072753906,35,3.4465246200561523,3150,-562.4073486328125
1760418,982.04,0.0003,6007.74399297,49235,1760519,0.012474830262362957,14.019530296325684,35,-3.723437547683716,3160,-562.0274658203125
1770418,982.04,0.0003,6024.934137899999,49360,1770519,0.012816483154892921,20.197242736816406,35,0.7752190828323364,3170,-562.8397216796875
1780183,979.69,0.0003,6021.631732430001,49480,1780284,0.012580960057675838,13.320026397705078,35,-2.2197000980377197,3180,-567.189697265625
1790140,985.6,0.0003,6077.986319980001,49606,1790241,0.011796725913882256,11.198319435119629,36,-10.936540603637695,3190,-571.00439453125
1800140,990.97,0.0003,6116.4172329699995,49728,1800241,0.011759781278669834,11.817806243896484,36,-2.927386999130249,3200,-570.7523193359375
1809370,984.61,0.0003,6086.83377676,49841,1809471,0.01150321401655674,11.73376178741455,36,-5.3733110427856445,3210,-572.6982421875
1819370,986.17,0.0003,6102.79950406,49969,1819471,0.01169079914689064,20.37706756591797,36,0.5920114517211914,3220,-569.2147216796875
1828467,977.14,0.0003,6058.212763689999,50081,1828568,0.01217225007712841,45.087013244628906,36,-2.078403949737549,3230,-573.4405517578125
1837661,969.08,0.0003,6023.697638079999,50200,1837762,0.012306533753871918,4.298401355743408,36,-8.439033508300781,3240,-574.926513671875
1847600,968.47,0.0003,6039.94958938,50332,1847701,0.012690345756709576,34.17210006713867,36,7.159833908081055,3250,-569.93115234375
1857600,971.82,0.0003,6066.231138020001,50464,1857701,0.012866455130279064,9.863286018371582,36,3.474644660949707,3260,-573.9818115234375
1866822,964.04,0.0003,6028.31507451,50586,1866923,0.011977995745837688,14.320978164672852,36,6.135964393615723,3270,-573.7908935546875
1876155,959.72,0.0003,6005.59176521,50709,1876256,0.011875485070049763,19.149372100830078,37,-1.9734357595443726,3280,-571.9239501953125
1886155,960.15,0.0003,6010.49088255,50833,1886256,0.011194060556590557,7.097739219665527,37,-5.30379581451416,3290,-577.4847412109375
1895141,950.01,0.0003,5957.17043825,50947,1895242,0.012579429894685745,7.718471527099609,37,-8.296778678894043,3300,-575.847900390625
1904826,954.56,0.0003,5993.198689120001,51070,1904927,0.01320729125291109,25.643945693969727,37,-1.5798406600952148,3310,-576.1747436523438
1914826,954.56,0.0003,5989.6526723,51195,1914927,0.014233353547751904,15.013254165649414,37,-3.5858829021453857,3320,-574.618896484375
1924826,963.59,0.0003,6028.85296375,51323,1924927,0.013935425318777561,42.82647705078125,37,4.707703590393066,3330,-569.64111328125
1933545,958.84,0.0003,5987.267314,51438,1933646,0.015409494750201702,9.313287734985352,37,1.3866589069366455,3340,-572.773193359375
1943545,959.45,0.0003,5972.4962153199995,51572,1943646,0.013872368261218071,19.864301681518555,37,8.444313049316406,3350,-563.7376098632812
1953545,959.45,0.0003,5964.66558805,51703,1953646,0.014880032278597355,17.114055633544922,37,-2.688375949859619,3360,-570.0781860351562
1963545,967.23,0.0003,6001.084869589999,51840,1963646,0.015433186665177345,12.524328231811523,37,8.86059856414795,3370,-571.2833251953125
1973545,973.9,0.0003,6040.47223988,51969,1973646,0.014619158580899239,26.072813034057617,37,-5.822571754455566,3380,-573.2432250976562
1983545,973.9,0.0003,6032.15457608,52102,1983646,0.014222675003111362,12.70703125,38,14.864521026611328,3390,-565.1032104492188
1993545,984.04,0.0003,6094.661635119999,52236,1993646,0.013694670982658863,28.173419952392578,38,12.461400985717773,3400,-571.2799072265625
2003545,987.19,0.0003,6114.477256669999,52367,2003646,0.01442542765289545,22.78487777709961,38,21.346755981445312,3410,-568.9962768554688
2012071,972.45,0.0003,6029.346147409999,52475,2012172,0.013644669204950333,11.390789031982422,38,6.193640232086182,3420,-577.1060180664062
2021360,965.34,0.0003,6002.801820540001,52591,2021461,0.013840843923389912,11.232494354248047,38,1.2064745426177979,3430,-576.2897338867188
2031360,978.15,0.0003,6107.470166469999,52717,2031461,0.014772017486393452,9.076472282409668,38,1.6100701093673706,3440,-575.7300415039062
2041360,978.15,0.0003,6129.191358940001,52847,2041461,0.014751526527106762,16.219703674316406,38,-5.216798782348633,3450,-582.12939453125
2051360,978.15,0.0003,6149.726090819999,52979,2051461,0.013668587431311607,25.924808502197266,38,1.4870874881744385,3460,-572.5174560546875
2061360,978.15,0.0003,6162.7636303,53110,2061461,0.014590028673410416,11.702032089233398,38,0.7916998863220215,3470,-578.756591796875
2071360,978.15,0.0003,6171.740438870001,53244,2071461,0.01441716868430376,27.001089096069336,38,-0.5659229159355164,3480,-578.8790893554688
2080730,971.85,0.0003,6142.26585369,53367,2080831,0.015016201883554459,6.3376874923706055,38,-4.370314121246338,3490,-584.65576171875
2090730,971.85,0.0003,6148.730333769999,53499,2090831,0.01515376940369606,18.363014221191406,39,13.60564136505127,3500,-567.923828125
2100730,971.85,0.0003,6145.452980930001,53631,2100831,0.01492050290107727,8.891480445861816,39,4.7703857421875,3510,-579.1484375
2110730,986.59,0.0003,6240.887491329998,53767,2110831,0.014527312479913235,7.64147424697876,39,-5.287486553192139,3520,-580.2118530273438
2120730,993.7,0.0003,6283.020245480001,53898,2120831,0.013929154723882675,10.245880126953125,39,-7.549197196960449,3530,-580.35205078125
2130730,993.7,0.0003,6279.00072865,54027,2130831,0.015383768826723099,27.99005126953125,39,-3.9404730796813965,3540,-580.276611328125
2140730,993.7,0.0003,6283.006448879997,54155,2140831,0.013796143233776093,10.073866844177246,39,3.0521955490112305,3550,-579.5380249023438
2150730,993.7,0.0003,6290.180239659999,54288,2150831,0.014956132508814335,12.076583862304688,39,6.666145324707031,3560,-576.5115966796875
2159431,980.71,0.0003,6219.291246049999,54403,2159532,0.013330700807273388,4.943288803100586,39,2.0960276126861572,3570,-588.096923828125
2168947,975.87,0.0003,6197.890801260001,54526,2169048,0.01403192337602377,21.223621368408203,39,4.17649507522583,3580,-582.086181640625
2178132,974.02,0.0003,6195.1122647500015,54648,2178233,0.01506531611084938,8.449966430664062,39,-6.067224025726318,3590,-586.893798828125
2187925,971.95,0.0003,6191.98260639,54780,2188026,0.014651847071945667,10.121341705322266,39,-3.5394978523254395,3600,-587.529296875
2197925,971.95,0.0003,6204.077648089999,54911,2198026,0.015410913154482841,27.59833526611328,40,-6.064327716827393,3610,-583.2454833984375
2207925,971.95,0.0003,6202.1446035300005,55047,2208026,0.014953816309571266,4.971429824829102,40,-1.9748235940933228,3620,-587.98876953125
2217900,971.7,0.0003,6206.4984922700005,55184,2218001,0.015332316048443317,15.192901611328125,40,-0.23464751243591309,3630,-585.1539306640625
2226743,960.13,0.0003,6125.05278614,55303,2226844,0.015258898958563805,22.79397964477539,40,-2.2915351390838623,3640,-582.5647583007812
2236743,960.13,0.0003,6115.406529999998,55440,2236844,0.01549970917403698,38.48154830932617,40,-6.437305927276611,3650,-587.08447265625
2246171,954.41,0.0003,6061.604192719999,55568,2246272,0.015472845174372196,18.779251098632812,40,2.260010242462158,3660,-578.0467529296875
2255322,958.91,0.0003,6078.61766727,55690,2255423,0.016827311366796494,20.02503776550293,40,-0.32584166526794434,3670,-582.0372924804688
2265322,963.75,0.0003,6100.460583790001,55824,2265423,0.016641713678836823,14.99398136138916,40,9.529912948608398,3680,-580.9525146484375
2275322,971.9,0.0003,6152.617807229999,55955,2275423,0.01670878380537033,20.754501342773438,40,0.229475736618042,3690,-584.35595703125
2284994,970.69,0.0003,6145.7770781399995,56084,2285095,0.017430007457733154,24.789072036743164,40,-5.104084014892578,3700,-587.6954345703125
2294994,970.69,0.0003,6147.165903769999,56209,2295095,0.016948286443948746,10.3147554397583,40,3.9784095287323,3710,-582.930419921875
2304994,970.69,0.0003,6156.54484134,56337,2305095,0.017227789387106895,16.380760192871094,40,-6.445586681365967,3720,-584.2470092773438
2314994,970.94,0.0003,6167.55026416,56469,2315095,0.017071865499019623,7.275435924530029,40,-4.074176788330078,3730,-588.29150390625
2324994,982.51,0.0003,6253.4171130700015,56597,2325095,0.01656356081366539,10.319473266601562,41,-2.375051498413086,3740,-586.4476318359375
2334994,982.51,0.0003,6263.0772763800005,56728,2335095,0.016815045848488808,16.14717674255371,41,-4.656964302062988,3750,-586.3994750976562
2344150,979.79,0.0003,6264.540915520001,56849,2344251,0.01674850843846798,10.718194961547852,41,0.5144481062889099,3760,-591.0687255859375
2352774,974.52,0.0003,6244.301238719999,56958,2352875,0.015941131860017776,12.225332260131836,41,-3.607783079147339,3770,-582.665771484375
