train/policy_gradient_loss,train/std,train/learning_rate,time/time_elapsed,time/total_timesteps,train/approx_kl,train/clip_fraction,time/iterations,train/n_updates,train/explained_variance,time/fps,train/value_loss,train/entropy_loss,rollout/ep_len_mean,train/loss,rollout/ep_rew_mean,train/clip_range
-0.05666479651990812,0.6588818430900574,0.0003,31447,1208320,0.12595269,0.446728515625,590,5890,0.92928845,38,333.4955759048462,-16.63798399567604,91.39,105.08501434326172,477.62929105,0.2
-0.05408469765970949,0.657323956489563,0.0003,31523,1228800,0.12452519,0.454931640625,600,5990,0.9407126,38,261.3160547733307,-16.598078858852386,89.07,71.00077056884766,468.98187020999995,0.2
-0.059170985838864,0.6556441783905029,0.0003,31599,1249280,0.12488301,0.43232421875,610,6090,0.9320957,39,336.95750398635863,-16.53681543469429,89.78,123.58287811279297,472.14077199,0.2
-0.05729968259693123,0.6485986113548279,0.0003,31677,1269760,0.11550361,0.43037109375,620,6190,0.92427397,40,282.74186434745786,-16.369763451814652,87.05,128.30003356933594,458.97660364,0.2
-0.04865323562116828,0.6458108425140381,0.0003,31753,1290240,0.13224056,0.41708984375,630,6290,0.91684514,40,401.5232907295227,-16.266124379634856,94.98,190.56088256835938,496.6942637,0.2
-0.049532055330928415,0.6453443169593811,0.0003,31831,1310720,0.17769668,0.453857421875,640,6390,0.9333204,41,294.4372356414795,-16.223418271541597,92.35,279.3027648925781,480.2609663700001,0.2
-0.0545286173466593,0.6424998641014099,0.0003,31909,1331200,0.14588194,0.469775390625,650,6490,0.94695246,41,240.42035036087037,-16.136664623022078,96.01,109.5430908203125,497.4770636899999,0.2
-0.05228898558707442,0.6353745460510254,0.0003,31989,1351680,0.1471915,0.4248046875,660,6590,0.9234034,42,351.90943415164946,-15.977347347140313,92.59,101.62467193603516,484.32344888999995,0.2
-0.04418247162248008,0.633306622505188,0.0003,32069,1372160,0.21980044,0.4822265625,670,6690,0.9357259,42,261.30527687072754,-15.89489433169365,94.48,56.59836959838867,494.95940743,0.2
-0.03569892216764856,0.6284930109977722,0.0003,32150,1392640,0.20302403,0.483837890625,680,6790,0.9128231,43,359.8980021953583,-15.782049497961998,94.19,83.53266143798828,493.13247696999997,0.2
-0.05234033366723452,0.6251239776611328,0.0003,32228,1413120,0.13399637,0.44560546875,690,6890,0.9351316,43,272.2707938671112,-15.664719903469086,99.16,94.37615966796875,521.8773254900001,0.2
-0.050983035971876235,0.6197742223739624,0.0003,32306,1433600,0.12956658,0.436376953125,700,6990,0.93462336,44,328.24418618679044,-15.529038527607918,93.38,112.36824798583984,490.1541225000001,0.2
-0.0571000467549311,0.6175180077552795,0.0003,32387,1454080,0.12982076,0.442578125,710,7090,0.92108595,44,374.2301593542099,-15.445404747128487,95.57,155.48265075683594,501.78610639999994,0.2
-0.05001333283580607,0.6134870052337646,0.0003,32466,1474560,0.15695077,0.4330078125,720,7190,0.9284396,45,346.84114475250243,-15.321965128183365,92.68,138.19232177734375,484.91036404000005,0.2
-0.0472645647241734,0.6127809882164001,0.0003,32545,1495040,0.1478413,0.42197265625,730,7290,0.9096624,45,440.50702037811277,-15.29836085140705,93.66,125.72249603271484,491.4771668800001,0.2
-0.041744616867799775,0.6116500496864319,0.0003,32625,1515520,0.19880481,0.481591796875,740,7390,0.94196,46,291.49226412773135,-15.24243492782116,95.2,66.1966781616211,505.49371270000006,0.2
-0.04827378480986226,0.6080009341239929,0.0003,32703,1536000,0.19525796,0.469384765625,750,7490,0.93257236,46,312.5978865146637,-15.142444092035294,97.18,139.90478515625,510.80297999999993,0.2
-0.04321547567087691,0.6041781306266785,0.0003,32783,1556480,0.211667,0.501513671875,760,7590,0.9308297,47,339.24784007072446,-15.039033356308938,98.47,81.21876525878906,519.4244467,0.2
-0.05041711258818395,0.6018545627593994,0.0003,32866,1576960,0.12338978,0.43427734375,770,7690,0.92566586,47,372.27991790771483,-14.975354480743409,98.81,127.50912475585938,514.43763398,0.2
-0.040181737480452284,0.5978167057037354,0.0003,32949,1597440,0.25321078,0.481884765625,780,7790,0.9262612,48,298.80874118804934,-14.852649766206742,97.45,85.02035522460938,512.4649840499999,0.2
-0.04392217442509718,0.5946481823921204,0.0003,33031,1617920,0.15528765,0.448486328125,790,7890,0.9039299,48,412.8205888271332,-14.743821296095849,95.91,105.9273910522461,502.25011495000007,0.2
-0.04533447837457061,0.5960087776184082,0.0003,33113,1638400,0.26720765,0.472265625,800,7990,0.93442786,49,340.666302895546,-14.744246619939805,103.64,108.45856475830078,543.0723636299999,0.2
-0.04483221836562734,0.5920536518096924,0.0003,33195,1658880,0.15469483,0.433740234375,810,8090,0.9302599,49,337.36199083328245,-14.639018493890763,98.02,119.31009674072266,515.6165683700001,0.2
-0.048508300285902806,0.5893744826316833,0.0003,33278,1679360,0.17075203,0.465869140625,820,8190,0.94144225,50,298.55431151390076,-14.530020466446876,100.16,110.81221008300781,526.7971796400001,0.2
-0.048464181361487134,0.587731659412384,0.0003,33360,1699840,0.17664883,0.48349609375,830,8290,0.9339885,50,321.53349206447604,-14.474460738897324,102.68,118.83875274658203,538.8580513200001,0.2
-0.04696156914578751,0.5858728885650635,0.0003,33440,1720320,0.1978004,0.50322265625,840,8390,0.95398027,51,241.42863960266112,-14.397476944327355,100.16,73.35562133789062,524.77148037,0.2
-0.032855740864761174,0.5835610032081604,0.0003,33521,1740800,0.2212604,0.48994140625,850,8490,0.930681,51,324.1355500936508,-14.326529461145402,106.57,71.68782806396484,557.29817819,0.2
-0.04894644690502901,0.5831434726715088,0.0003,33604,1761280,0.1772848,0.470556640625,860,8590,0.9249814,52,364.2101828575134,-14.278835415840149,97.6,121.65836334228516,514.2157365600001,0.2
-0.0341496569220908,0.57932448387146,0.0003,33686,1781760,0.20543224,0.45537109375,870,8690,0.9245029,52,377.7095934867859,-14.16760892868042,105.67,87.5193862915039,555.8377108399999,0.2
-0.03672041067329701,0.5752280950546265,0.0003,33764,1802240,0.22004399,0.461962890625,880,8790,0.934346,53,322.5944576740265,-14.052898699045182,104.05,108.41398620605469,547.4446863200001,0.2
-0.04593974982271902,0.5741980075836182,0.0003,33844,1822720,0.17734692,0.45224609375,890,8890,0.90989035,53,411.524839925766,-13.983765283226967,98.83,161.33128356933594,516.89526117,0.2
-0.05034434912668075,0.5703595280647278,0.0003,33925,1843200,0.15738374,0.469970703125,900,8990,0.92466027,54,374.93541865348817,-13.87257938683033,104.1,97.92829132080078,546.5523754000001,0.2
-0.04473988644313067,0.5676317811012268,0.0003,34007,1863680,0.22179264,0.471826171875,910,9090,0.93820316,54,363.0513536453247,-13.80189103782177,102.01,118.503662109375,537.83209592,0.2
-0.02908481367630884,0.5651018619537354,0.0003,34088,1884160,0.28782967,0.51259765625,920,9190,0.92975396,55,360.4006680488586,-13.713789522647858,99.82,113.7113265991211,528.17645379,0.2
-0.045175691365147944,0.5637558698654175,0.0003,34166,1904640,0.22002113,0.460546875,930,9290,0.9198385,55,376.40371189117434,-13.641659626364708,102.62,123.86812591552734,544.31057786,0.2
-0.04335240896907635,0.5609566569328308,0.0003,34245,1925120,0.26298815,0.500244140625,940,9390,0.9407925,56,294.80215764045715,-13.551678463816643,103.37,139.59222412109375,553.3970322299999,0.2
-0.04644010539195733,0.5584737062454224,0.0003,34326,1945600,0.23102546,0.49384765625,950,9490,0.9394689,56,333.8733383178711,-13.44312289059162,106.48,134.00694274902344,566.57587401,0.2
-0.04537840645061806,0.5555844306945801,0.0003,34407,1966080,0.2001954,0.487890625,960,9590,0.93099624,57,372.5289590358734,-13.338398286700249,107.96,155.69810485839844,571.56027253,0.2
-0.03739453975285869,0.5519883632659912,0.0003,34491,1986560,0.30186358,0.54140625,970,9690,0.93892926,57,286.1004235267639,-13.22547987997532,109.8,101.04452514648438,587.32522665,0.2
-0.04063312345533632,0.5487571954727173,0.0003,34574,2007040,0.21555609,0.46728515625,980,9790,0.91314703,58,431.6205565929413,-13.13320420384407,107.25,134.20358276367188,573.26761588,0.2
-0.049854324280750005,0.545047402381897,0.0003,34658,2027520,0.13237622,0.4056640625,990,9890,0.9163986,58,439.9333295345306,-13.017635232210159,106.57,290.5174560546875,567.91663998,0.2
-0.04790298570878804,0.5426264405250549,0.0003,34740,2048000,0.18749467,0.451171875,1000,9990,0.92088604,58,385.8937908887863,-12.930160820484161,107.89,111.37701416015625,580.3104164,0.2
-0.03427589300263208,0.5402867794036865,0.0003,34821,2068480,0.27748135,0.50244140625,1010,10090,0.9432245,59,298.9620653629303,-12.82728565633297,104.63,90.50674438476562,559.57101541,0.2
-0.0405745554540772,0.5388830900192261,0.0003,34902,2088960,0.26268396,0.478759765625,1020,10190,0.93869734,59,287.19733855724337,-12.77753019630909,109.5,97.81122589111328,583.4033583500001,0.2
-0.04346325815131422,0.5374487638473511,0.0003,34984,2109440,0.19360325,0.452294921875,1030,10290,0.93506396,60,385.1496070861816,-12.728058701753616,107.36,110.90821838378906,572.2443794400001,0.2
-0.028965606799465603,0.5370339751243591,0.0003,35065,2129920,0.3596592,0.54091796875,1040,10390,0.9357424,60,262.9723028421402,-12.739313709735871,107.49,83.7242431640625,573.27584877,0.2
-0.04163254434242845,0.535076379776001,0.0003,35145,2150400,0.26128143,0.447802734375,1050,10490,0.9215045,61,408.8890086650848,-12.646036410331726,105.33,125.24150085449219,557.4746445800001,0.2
-0.051227400440257045,0.533288300037384,0.0003,35225,2170880,0.17439328,0.450439453125,1060,10590,0.9427826,61,307.9364348888397,-12.59201568365097,106.88,85.49653625488281,570.1598469099999,0.2
-0.03600161303183995,0.5323408246040344,0.0003,35305,2191360,0.27796128,0.502197265625,1070,10690,0.9400679,62,302.86513967514037,-12.547887146472931,107.95,101.08987426757812,578.24019215,0.2
-0.03179575051181018,0.5310569405555725,0.0003,35386,2211840,0.312674,0.5291015625,1080,10790,0.94459915,62,268.2790901422501,-12.485081818699836,108.02,117.78336334228516,575.8092688,0.2
-0.0519829089025734,0.5304264426231384,0.0003,35467,2232320,0.14696757,0.4302734375,1090,10890,0.91520846,62,448.445782995224,-12.467384311556817,107.7,174.21327209472656,571.8612313899998,0.2
-0.0403127892233897,0.5286473631858826,0.0003,35544,2252800,0.26345864,0.513818359375,1100,10990,0.92728454,63,327.49976201057433,-12.378290751576424,110.07,94.94267272949219,587.26846775,0.2
-0.03818931915157009,0.5293481349945068,0.0003,35621,2273280,0.27138007,0.46533203125,1110,11090,0.94579905,63,342.2620611190796,-12.380759820342064,114.58,79.70516967773438,612.19995122,0.2
-0.04284978720534127,0.5260744690895081,0.0003,35697,2293760,0.2115034,0.456787109375,1120,11190,0.9261129,64,444.54422640800476,-12.259193328022956,107.83,177.50294494628906,577.4715624300001,0.2
-0.008594382856972515,0.5231548547744751,0.0003,35774,2314240,0.39585263,0.5794921875,1130,11290,0.94540113,64,307.8768037557602,-12.166733708977699,109.78,56.499698638916016,592.3734427400001,0.2
-0.04035546110535506,0.5196986794471741,0.0003,35853,2334720,0.24270543,0.467626953125,1140,11390,0.94417316,65,319.2564351081848,-12.087543204426765,112.26,81.69136047363281,598.21645892,0.2
-0.04660026010533329,0.5189228057861328,0.0003,35929,2355200,0.21039239,0.4740234375,1150,11490,0.9347416,65,329.58412685394285,-12.03577489554882,110.66,138.87847900390625,593.4051847300001,0.2
-0.03020842089317739,0.5171585083007812,0.0003,36009,2375680,0.19481967,0.479541015625,1160,11590,0.9349439,65,395.37704410552976,-11.96244444847107,112.58,183.5047149658203,600.58830767,0.2
-0.03702073426102288,0.515497624874115,0.0003,36092,2396160,0.24576795,0.499267578125,1170,11690,0.956141,66,269.02312722206113,-11.936114579439163,114.16,119.65548706054688,614.97874106,0.2
-0.05556304077908862,0.513702392578125,0.0003,36176,2416640,0.19731379,0.466748046875,1180,11790,0.93447816,66,383.8682026386261,-11.87694010734558,117.15,175.1609344482422,624.4099509,0.2
-0.03651141068257857,0.5129361152648926,0.0003,36259,2437120,0.2805612,0.503271484375,1190,11890,0.9380247,67,359.03188264369965,-11.834611082077027,111.97,96.21469116210938,599.4442631500001,0.2
-0.040856036666082216,0.5110320448875427,0.0003,36342,2457600,0.2529636,0.489697265625,1200,11990,0.9428206,67,359.5267493724823,-11.782773244380952,109.3,94.73199462890625,593.6963355,0.2
-0.03384889639273751,0.5080695748329163,0.0003,36424,2478080,0.30400062,0.505078125,1210,12090,0.9248172,68,363.95355343818665,-11.660006061196327,105.09,70.13680267333984,566.0521655099999,0.2
-0.022092777752550318,0.5042842626571655,0.0003,36509,2498560,0.6687642,0.525732421875,1220,12190,0.93728167,68,301.2259064912796,-11.530053061246871,102.96,81.92327117919922,557.03948332,0.2
-0.029635931382654235,0.5027925372123718,0.0003,36589,2519040,0.36542237,0.5466796875,1230,12290,0.9460375,68,278.6718250989914,-11.448823827505112,115.89,108.14070892333984,620.7530264,0.2
0.009922876456403173,0.501973569393158,0.0003,36668,2539520,0.48461366,0.617236328125,1240,12390,0.92806804,69,372.8737313747406,-11.405632892251015,115.12,106.79234313964844,616.51624273,0.2
-0.04990707931865472,0.49822595715522766,0.0003,36748,2560000,0.24547043,0.505615234375,1250,12490,0.9276299,69,338.0249923467636,-11.26564772427082,113.69,76.5232162475586,606.4820660700001,0.2
-0.04634009020810481,0.49431508779525757,0.0003,36829,2580480,0.3163136,0.502978515625,1260,12590,0.951578,70,268.8023058891296,-11.136120533943176,112.2,85.9457778930664,598.81259619,0.2
-0.04574234874453396,0.4928979277610779,0.0003,36907,2600960,0.19725615,0.447216796875,1270,12690,0.93366724,70,397.949001789093,-11.06954550743103,114.3,95.0945816040039,613.30235815,0.2
-0.028774717534543016,0.49093177914619446,0.0003,36988,2621440,0.40673164,0.522607421875,1280,12790,0.9443333,70,331.2810814619064,-10.990768668055534,113.43,115.04879760742188,613.89978909,0.2
-0.0436991378897801,0.48874136805534363,0.0003,37069,2641920,0.37616894,0.53447265625,1290,12890,0.9467473,71,290.5908938407898,-10.911487340927124,116.3,126.51287841796875,626.93953685,0.2
-0.02834172150469385,0.48646894097328186,0.0003,37150,2662400,0.38247773,0.508642578125,1300,12990,0.9368036,71,345.3939042806625,-10.84068985581398,116.21,115.16676330566406,623.72445013,0.2
-0.037776436630520036,0.48533377051353455,0.0003,37231,2682880,0.2193254,0.4716796875,1310,13090,0.92864543,72,347.34415736198423,-10.790295547246933,113.26,128.09255981445312,605.91249192,0.2
-0.035483318319893445,0.4832957684993744,0.0003,37313,2703360,0.8295909,0.511767578125,1320,13190,0.95228976,72,284.9167870521545,-10.713295310735703,118.36,92.57548522949219,630.95882042,0.2
-0.017990997454035096,0.484645277261734,0.0003,37395,2723840,0.5444597,0.544873046875,1330,13290,0.93981105,72,302.929078912735,-10.750313737988472,117.31,74.03077697753906,622.35990278,0.2
-0.03359494963951874,0.4822644591331482,0.0003,37479,2744320,0.41688883,0.51640625,1340,13390,0.9424522,73,290.6954285621643,-10.6732561647892,115.24,84.55377197265625,608.3295948800002,0.2
-0.040624295122688635,0.47942161560058594,0.0003,37563,2764800,0.4143381,0.5150390625,1350,13490,0.9507177,73,277.50589044094085,-10.570410805940629,115.71,100.22306823730469,615.78307322,0.2
-0.03549612050119322,0.4777815341949463,0.0003,37646,2785280,0.2820645,0.479833984375,1360,13590,0.9368136,73,400.0225254058838,-10.508157423138618,125.36,131.07081604003906,664.00657411,0.2
-0.03551489209930878,0.476103276014328,0.0003,37727,2805760,0.18597944,0.452001953125,1370,13690,0.9344685,74,381.1009630680084,-10.441636165976524,118.44,137.544677734375,626.8245188399999,0.2
-0.025042090204078705,0.47383803129196167,0.0003,37808,2826240,0.44693765,0.545263671875,1380,13790,0.95871305,74,245.7362132549286,-10.356749773025513,118.11,64.68145751953125,630.31744361,0.2
-0.0235387722030282,0.47291094064712524,0.0003,37891,2846720,0.43508542,0.5330078125,1390,13890,0.95626575,75,290.7912425518036,-10.270079174637795,121.72,128.67539978027344,657.2139846200001,0.2
-0.020111811259994283,0.4700724184513092,0.0003,37974,2867200,0.41595548,0.52548828125,1400,13990,0.9451248,75,324.0235869884491,-10.184408110380172,120.42,128.40386962890625,646.46995096,0.2
-0.0070255897560855375,0.468185156583786,0.0003,38056,2887680,0.56379735,0.576318359375,1410,14090,0.9510877,75,246.58497102260588,-10.094160616397858,121.34,64.33172607421875,653.06818936,0.2
-0.017826089035952463,0.4659768342971802,0.0003,38139,2908160,0.42717493,0.547900390625,1420,14190,0.95131004,76,246.67443280220033,-10.034680882096291,115.31,58.35965347290039,615.76732911,0.2
