time/time_elapsed,train/n_updates,rollout/ep_rew_mean,train/policy_loss,time/iterations,train/entropy_loss,rollout/ep_len_mean,time/total_timesteps,train/explained_variance,train/std,train/learning_rate,time/fps,train/value_loss
29,659,105.12594850999999,308.4330749511719,660,-23.920557022094727,21.94,3300,0.008026779,0.9884071350097656,0.0007,110,213.54429626464844
30,669,105.49810479999998,310.169677734375,670,-23.928241729736328,22.02,3350,-0.0053350925,0.9888744354248047,0.0007,110,212.59776306152344
31,679,105.45112289,336.2071228027344,680,-23.93731689453125,22.01,3400,-0.0005469322,0.98966383934021,0.0007,109,211.2086639404297
31,689,104.50966501,-134.4832305908203,690,-23.932106018066406,21.8,3450,-0.0063222647,0.9893427491188049,0.0007,109,81.2199935913086
32,699,105.28035393,476.4747009277344,700,-23.937801361083984,21.95,3500,-1.6062474,0.9894835352897644,0.0007,108,509.4898376464844
32,709,104.97919502,292.3158264160156,710,-23.945823669433594,21.9,3550,-0.0036895275,0.9898796081542969,0.0007,108,187.302001953125
33,719,105.15573278,-342.0780334472656,720,-23.93288803100586,21.95,3600,0.0015149713,0.9888413548469543,0.0007,108,373.7449645996094
33,729,105.20737997,324.9900817871094,730,-23.921987533569336,21.97,3650,0.013502896,0.9889821410179138,0.0007,108,171.98605346679688
34,739,103.82207045999999,-412.3758850097656,740,-23.921850204467773,21.71,3700,0.0012859106,0.9885397553443909,0.0007,107,418.7890625
35,749,104.17425846,303.3008728027344,750,-23.927724838256836,21.78,3750,-0.00068342686,0.9888291954994202,0.0007,107,211.06436157226562
35,759,103.35628020999997,-321.6044616699219,760,-23.929901123046875,21.61,3800,0.0005210638,0.9887316226959229,0.0007,106,386.552001953125
36,769,103.63905464999998,302.9364929199219,770,-23.92586898803711,21.67,3850,0.0028736591,0.9886400699615479,0.0007,106,211.5386199951172
36,779,103.49823642,358.6778564453125,780,-23.93074607849121,21.63,3900,-0.024876356,0.9891615509986877,0.0007,106,254.5389862060547
37,789,104.27252956000001,-241.11375427246094,790,-23.918004989624023,21.77,3950,0.04135084,0.9883137941360474,0.0007,106,347.4947204589844
37,799,103.65747854,269.67474365234375,800,-23.91950225830078,21.65,4000,0.009781778,0.988250732421875,0.0007,106,175.3114471435547
38,809,103.35236090000001,299.2718505859375,810,-23.92219352722168,21.6,4050,0.0009406209,0.9885300993919373,0.0007,106,204.5882110595703
38,819,103.50740508999999,321.85516357421875,820,-23.921010971069336,21.62,4100,0.01527679,0.9885563850402832,0.0007,105,216.791015625
39,829,102.95535892,313.34747314453125,830,-23.915159225463867,21.49,4150,0.002048552,0.9882503747940063,0.0007,105,204.0696258544922
39,839,102.67581382999998,283.7562561035156,840,-23.91573715209961,21.43,4200,0.0018256903,0.9879153966903687,0.0007,105,208.6177520751953
40,849,102.67483928,257.65142822265625,850,-23.903770446777344,21.43,4250,-0.024533749,0.9874155521392822,0.0007,105,158.08824157714844
40,859,102.92933572,303.2103576660156,860,-23.899581909179688,21.5,4300,0.0010096431,0.9872387051582336,0.0007,105,207.8236846923828
41,869,102.84758372,-190.5801239013672,870,-23.89539337158203,21.46,4350,0.015617073,0.9868487119674683,0.0007,105,399.66229248046875
41,879,103.67620570000001,302.3509216308594,880,-23.89605712890625,21.63,4400,-0.021143079,0.987118124961853,0.0007,105,189.30447387695312
42,889,103.19694898,318.8277282714844,890,-23.893184661865234,21.53,4450,-0.0010020733,0.9870293736457825,0.0007,105,205.65164184570312
42,899,103.61444286999999,286.39422607421875,900,-23.89093017578125,21.63,4500,-0.0040943623,0.9867468476295471,0.0007,105,188.8994903564453
43,909,103.40698127,305.2414245605469,910,-23.88484764099121,21.59,4550,0.0004823208,0.9864239692687988,0.0007,104,206.222900390625
43,919,102.12416326999997,-490.0431823730469,920,-23.890544891357422,21.32,4600,0.0003697276,0.9867447018623352,0.0007,104,576.204833984375
44,929,102.62142057,331.4512023925781,930,-23.89509391784668,21.42,4650,0.0040542483,0.9872127175331116,0.0007,104,204.69464111328125
44,939,103.02358738999999,439.4914245605469,940,-23.893325805664062,21.51,4700,-0.7270442,0.9870197176933289,0.0007,104,350.44927978515625
45,949,103.06649964,309.9739074707031,950,-23.90186309814453,21.5,4750,0.0017433763,0.9874610900878906,0.0007,104,206.3910369873047
45,959,103.96169868999999,-559.0114135742188,960,-23.901165008544922,21.71,4800,0.01734513,0.9873948097229004,0.0007,104,723.4393920898438
46,969,103.68084059,325.5936584472656,970,-23.91860580444336,21.66,4850,0.00023829937,0.9885536432266235,0.0007,104,192.80784606933594
46,979,103.33143496000002,308.5000915527344,980,-23.919540405273438,21.6,4900,0.00058346987,0.9885022640228271,0.0007,104,202.95755004882812
47,989,102.93844302000001,-191.92747497558594,990,-23.921972274780273,21.5,4950,-8.702278e-06,0.9887002110481262,0.0007,104,523.8209228515625
47,999,100.84186786999999,323.2876892089844,1000,-23.939430236816406,21.0,5000,0.00013118982,0.9897416234016418,0.0007,104,203.8271484375
48,1009,100.30946190999997,335.8486328125,1010,-23.93671226501465,20.89,5050,0.00012522936,0.9895366430282593,0.0007,104,232.46597290039062
48,1019,100.54351019999999,298.5620422363281,1020,-23.933483123779297,20.93,5100,-6.7949295e-06,0.9891638159751892,0.0007,104,202.88626098632812
49,1029,100.98217261999999,301.1620178222656,1030,-23.931259155273438,21.04,5150,9.5784664e-05,0.9891104102134705,0.0007,104,203.08839416503906
49,1039,99.98816414999999,346.2448425292969,1040,-23.92677879333496,20.85,5200,0.0012337565,0.9891824126243591,0.0007,104,200.9097900390625
50,1049,99.08803527,-706.4254760742188,1050,-23.933801651000977,20.67,5250,0.0001052022,0.9890488982200623,0.0007,104,802.5444946289062
50,1059,99.70743434000002,323.8328857421875,1060,-23.92014503479004,20.78,5300,-0.0038007498,0.98860764503479,0.0007,104,214.0360870361328
51,1069,99.86477855999999,-263.40765380859375,1070,-23.933303833007812,20.79,5350,8.815527e-05,0.9891064763069153,0.0007,103,588.6549682617188
51,1079,99.45399047999999,307.7673034667969,1080,-23.93036651611328,20.69,5400,-0.00023305416,0.9890740513801575,0.0007,103,202.14247131347656
52,1089,100.21929006,312.5849304199219,1090,-23.921401977539062,20.82,5450,-0.000101327896,0.9886420965194702,0.0007,103,200.5548095703125
52,1099,100.63852681,294.0400390625,1100,-23.92186737060547,20.92,5500,0.021343768,0.9888138771057129,0.0007,103,160.9477081298828
53,1109,100.18708183999999,322.4205017089844,1110,-23.928665161132812,20.82,5550,0.00043118,0.9890962243080139,0.0007,103,205.21728515625
54,1119,99.02363194,301.2759094238281,1120,-23.923816680908203,20.59,5600,-0.00056123734,0.9887274503707886,0.0007,103,197.80564880371094
54,1129,98.32822359,351.1322937011719,1130,-23.922727584838867,20.44,5650,-0.0005555153,0.9890626072883606,0.0007,103,200.4961395263672
55,1139,98.01988493,-8.361627578735352,1140,-23.93557357788086,20.35,5700,0.00020611286,0.9893280267715454,0.0007,103,446.1080017089844
55,1149,98.28107684999999,308.8046569824219,1150,-23.934917449951172,20.41,5750,-0.00035452843,0.989425003528595,0.0007,103,204.1097412109375
56,1159,98.31672827,314.5634460449219,1160,-23.926923751831055,20.42,5800,-0.00012981892,0.9890401363372803,0.0007,102,197.0044708251953
56,1169,98.24132927000001,326.8067321777344,1170,-23.924795150756836,20.41,5850,8.070469e-05,0.989104688167572,0.0007,102,192.30374145507812
57,1179,97.68279056000002,-462.9224548339844,1180,-23.9128360748291,20.31,5900,0.0030539036,0.9882455468177795,0.0007,102,857.9029541015625
57,1189,96.97583103999999,-46.98189926147461,1190,-23.921222686767578,20.18,5950,0.00022816658,0.9883431792259216,0.0007,102,466.025390625
58,1199,96.77568185000001,-589.46044921875,1200,-23.920608520507812,20.14,6000,0.00012272596,0.9888864159584045,0.0007,102,1033.1268310546875
59,1209,97.41161705999998,394.5523376464844,1210,-23.909833908081055,20.26,6050,-0.5632087,0.9880204796791077,0.0007,102,298.2496032714844
59,1219,97.34658389,291.32232666015625,1220,-23.911657333374023,20.25,6100,-0.00026392937,0.9879666566848755,0.0007,102,196.09190368652344
60,1229,96.73574952000001,320.9437255859375,1230,-23.922866821289062,20.15,6150,-0.0005412102,0.9888520836830139,0.0007,102,196.96263122558594
60,1239,97.12789782,337.1960144042969,1240,-23.913219451904297,20.23,6200,-0.0012001991,0.988460123538971,0.0007,102,202.0291748046875
61,1249,98.29662180999998,289.7001647949219,1250,-23.923213958740234,20.5,6250,-0.0002052784,0.9885831475257874,0.0007,102,195.94583129882812
61,1259,99.00199674,331.3471374511719,1260,-23.91986846923828,20.62,6300,-0.00013506413,0.9888525605201721,0.0007,102,195.9265594482422
62,1269,99.62567779999999,-297.11419677734375,1270,-23.914358139038086,20.71,6350,0.0008149743,0.9882208704948425,0.0007,102,758.0453491210938
62,1279,100.02800663,305.9115905761719,1280,-23.917682647705078,20.79,6400,-0.0016242266,0.988440215587616,0.0007,102,202.7078094482422
63,1289,99.01714082000001,295.8243713378906,1290,-23.9080867767334,20.59,6450,-0.00018000603,0.9878777861595154,0.0007,101,195.20425415039062
63,1299,99.26085843000001,325.0526123046875,1300,-23.902647018432617,20.64,6500,-0.049977064,0.9876493811607361,0.0007,101,228.7403106689453
64,1309,98.50889559,318.42474365234375,1310,-23.90326499938965,20.46,6550,-0.000300169,0.9878761172294617,0.0007,101,194.53785705566406
64,1319,98.63251546000004,297.88916015625,1320,-23.91400909423828,20.48,6600,0.005078912,0.9882765412330627,0.0007,101,198.02151489257812
65,1329,98.84816039000003,280.0581970214844,1330,-23.9074764251709,20.53,6650,0.020197213,0.987762451171875,0.0007,101,185.9156951904297
65,1339,98.02042336000002,281.7463073730469,1340,-23.909229278564453,20.36,6700,-1.692772e-05,0.9878178834915161,0.0007,101,192.924072265625
66,1349,98.25412736,291.90679931640625,1350,-23.919981002807617,20.41,6750,0.0067153573,0.9885839819908142,0.0007,101,193.4197540283203
66,1359,98.95138771999999,371.201416015625,1360,-23.921920776367188,20.58,6800,-0.08897114,0.9891191124916077,0.0007,101,183.41140747070312
67,1369,98.81421952000002,357.53204345703125,1370,-23.931921005249023,20.52,6850,-0.008101702,0.9894981384277344,0.0007,101,235.79739379882812
67,1379,99.19073241,-849.7091674804688,1380,-23.939983367919922,20.63,6900,0.09564382,0.9899119138717651,0.0007,101,1583.583740234375
68,1389,99.5559994,287.34747314453125,1390,-23.94086456298828,20.7,6950,0.00012552738,0.9898247718811035,0.0007,101,191.8948974609375
68,1399,99.98426858,-60.73419189453125,1400,-23.946250915527344,20.83,7000,5.2511692e-05,0.9900277256965637,0.0007,101,588.9813232421875
69,1409,100.51312372000001,264.8428955078125,1410,-23.939773559570312,20.95,7050,-0.0005476475,0.9895361661911011,0.0007,101,192.48252868652344
70,1419,101.02458908999999,28.59331703186035,1420,-23.939966201782227,21.05,7100,0.12872583,0.9900076389312744,0.0007,101,502.99517822265625
70,1429,101.24834860000003,291.1842956542969,1430,-23.939998626708984,21.1,7150,0.00017291307,0.9896913170814514,0.0007,101,204.55642700195312
71,1439,100.98854963,288.2072448730469,1440,-23.934833526611328,21.06,7200,-0.5526631,0.9893879890441895,0.0007,101,211.76707458496094
71,1449,101.12141589999999,-892.9279174804688,1450,-23.92983055114746,21.09,7250,0.0026333332,0.989425539970398,0.0007,101,1613.867919921875
72,1459,101.68720025,282.22100830078125,1460,-23.928848266601562,21.19,7300,5.38826e-05,0.989044725894928,0.0007,100,189.63780212402344
72,1469,102.29209603,291.05194091796875,1470,-23.91863441467285,21.31,7350,0.0036241412,0.9886165857315063,0.0007,100,184.18975830078125
73,1479,101.43007957,292.5048828125,1480,-23.92543601989746,21.15,7400,3.0636787e-05,0.98895263671875,0.0007,100,191.7710723876953
74,1489,101.2842104,-46.49528884887695,1490,-23.927242279052734,21.15,7450,0.0018660426,0.9891499876976013,0.0007,100,616.8427734375
74,1499,101.49713092999998,325.9712219238281,1500,-23.9305419921875,21.21,7500,-0.0002696514,0.9895928502082825,0.0007,100,188.67591857910156
75,1509,102.13076925,-384.9171447753906,1510,-23.93154525756836,21.36,7550,6.735325e-05,0.9892857670783997,0.0007,100,1059.809814453125
75,1519,102.17248953999999,290.2022399902344,1520,-23.9128475189209,21.39,7600,0.000387609,0.9882094264030457,0.0007,100,189.6810760498047
76,1529,102.3098573,285.07476806640625,1530,-23.91152000427246,21.41,7650,-0.000415802,0.9881250858306885,0.0007,100,188.7969207763672
76,1539,103.19004159999999,295.1169128417969,1540,-23.914112091064453,21.59,7700,0.00046348572,0.9883624911308289,0.0007,100,189.5027618408203
77,1549,103.11170953999999,-610.9656372070312,1550,-23.90926742553711,21.57,7750,9.417534e-06,0.988171398639679,0.0007,99,1428.376953125
78,1559,103.85524186999999,-32.654762268066406,1560,-23.91652488708496,21.71,7800,7.5101852e-06,0.9886674284934998,0.0007,99,646.5530395507812
78,1569,103.91935387000001,365.2110290527344,1570,-23.911006927490234,21.73,7850,2.1994114e-05,0.9888319373130798,0.0007,99,187.32958984375
79,1579,104.10509560000003,-710.7510986328125,1580,-23.931686401367188,21.77,7900,0.0010561943,0.989229679107666,0.0007,99,1529.001953125
79,1589,103.66928885999998,322.2723083496094,1590,-23.925378799438477,21.68,7950,-0.00045883656,0.9892436861991882,0.0007,99,188.4402313232422
80,1599,103.90774803000001,-32.00155258178711,1600,-23.92925262451172,21.73,8000,3.7550926e-06,0.9894837737083435,0.0007,99,676.4437866210938
81,1609,104.14115842,307.3739929199219,1610,-23.94127655029297,21.75,8050,-0.00031495094,0.9901228547096252,0.0007,99,183.27207946777344
81,1619,104.88314254,267.1405944824219,1620,-23.926427841186523,21.87,8100,0.0002822876,0.9887503385543823,0.0007,99,188.57244873046875
82,1629,105.20060708,323.59326171875,1630,-23.911922454833984,21.95,8150,0.000103116035,0.9884624481201172,0.0007,99,184.82395935058594
82,1639,105.05712435,347.6629333496094,1640,-23.92230796813965,21.93,8200,-0.0007792711,0.9888677000999451,0.0007,99,249.7733612060547
83,1649,106.57974091,307.2547302246094,1650,-23.927978515625,22.21,8250,-2.2172928e-05,0.989284098148346,0.0007,99,184.7495880126953
83,1659,105.68064039999999,302.29010009765625,1660,-23.92840003967285,22.04,8300,0.00061899424,0.9892018437385559,0.0007,99,184.16978454589844
84,1669,106.16514993999999,316.4827880859375,1670,-23.92772674560547,22.17,8350,-4.9591064e-05,0.9892328977584839,0.0007,99,187.41128540039062
84,1679,106.99416878999999,296.74639892578125,1680,-23.929821014404297,22.33,8400,-0.00016403198,0.989254891872406,0.0007,99,183.4801483154297
85,1689,106.11475488,343.85595703125,1690,-23.91651153564453,22.11,8450,4.9889088e-05,0.9886932373046875,0.0007,98,198.19949340820312
85,1699,105.36361070999999,286.6925964355469,1700,-23.910888671875,21.98,8500,-0.0003979206,0.9880119562149048,0.0007,98,184.14181518554688
86,1709,105.06886226,289.71759033203125,1710,-23.92028045654297,21.95,8550,-0.00063562393,0.9885968565940857,0.0007,98,185.0006561279297
86,1719,104.56233637,314.07672119140625,1720,-23.912899017333984,21.85,8600,6.15716e-05,0.9882462620735168,0.0007,98,195.713134765625
87,1729,104.44787624,372.8357849121094,1730,-23.906248092651367,21.83,8650,0.00046652555,0.9879287481307983,0.0007,98,260.3967590332031
88,1739,105.33247279,321.375,1740,-23.905603408813477,21.98,8700,-0.00023806095,0.9878172278404236,0.0007,98,216.952880859375
88,1749,106.05156998999999,322.6544494628906,1750,-23.89133644104004,22.11,8750,0.00038808584,0.9869135618209839,0.0007,98,225.97891235351562
89,1759,106.76372999999995,290.0762023925781,1760,-23.87679100036621,22.24,8800,-2.3245811e-05,0.986084520816803,0.0007,98,183.0757293701172
89,1769,106.68537544,-986.7621459960938,1770,-23.88018798828125,22.22,8850,0.00040531158,0.98670893907547,0.0007,98,2265.744384765625
90,1779,106.84993184000001,255.34043884277344,1780,-23.881492614746094,22.25,8900,6.854534e-05,0.9857964515686035,0.0007,98,185.33816528320312
90,1789,107.11599484000003,319.2012634277344,1790,-23.870779037475586,22.3,8950,-0.0024231672,0.9858002662658691,0.0007,98,208.2487335205078
91,1799,107.20197757000001,299.6454772949219,1800,-23.857717514038086,22.27,9000,-0.09255862,0.9849511384963989,0.0007,98,225.16172790527344
91,1809,106.86988146,318.8749694824219,1810,-23.853862762451172,22.19,9050,0.0015020967,0.9850670099258423,0.0007,98,180.02749633789062
92,1819,107.34424786,283.0885314941406,1820,-23.853971481323242,22.27,9100,0.0016000867,0.9847816228866577,0.0007,98,191.65428161621094
93,1829,108.02270541,308.5773620605469,1830,-23.85553550720215,22.42,9150,-0.0022552013,0.9850893616676331,0.0007,98,184.23773193359375
93,1839,107.35220245000001,-112.6176986694336,1840,-23.857070922851562,22.29,9200,-2.1338463e-05,0.9849470853805542,0.0007,98,834.6642456054688
94,1849,106.71335487000005,343.4864196777344,1850,-23.854576110839844,22.1,9250,-0.00017309189,0.9847304224967957,0.0007,98,279.5726623535156
94,1859,105.99446035000003,278.3233337402344,1860,-23.8420467376709,21.97,9300,-0.00040209293,0.9840548038482666,0.0007,98,181.15220642089844
95,1869,105.89226046000002,274.6940612792969,1870,-23.839506149291992,21.94,9350,0.0029200912,0.9839953184127808,0.0007,98,169.4835968017578
95,1879,105.60407088000002,297.44793701171875,1880,-23.84686279296875,21.88,9400,-0.002196908,0.984402596950531,0.0007,98,216.0081024169922
96,1889,107.2841473,-982.0601806640625,1890,-23.832632064819336,22.19,9450,0.0007725954,0.983730673789978,0.0007,98,2450.056396484375
96,1899,107.31451279999999,-446.35089111328125,1900,-23.839580535888672,22.21,9500,3.6358833e-05,0.9840644598007202,0.0007,98,1430.1492919921875
97,1909,107.72958921999998,285.5105895996094,1910,-23.82351303100586,22.3,9550,-0.00014650822,0.9829720854759216,0.0007,98,193.70790100097656
97,1919,108.54641119000001,294.7176208496094,1920,-23.812267303466797,22.47,9600,0.0007664561,0.9824911952018738,0.0007,98,189.82852172851562
98,1929,109.26618524,309.2632751464844,1930,-23.80980682373047,22.58,9650,0.000118136406,0.982565701007843,0.0007,98,178.6368408203125
99,1939,109.37044758000002,324.1787109375,1940,-23.822795867919922,22.56,9700,0.0005027652,0.9831843972206116,0.0007,97,216.61839294433594
99,1949,109.26077628000002,281.8195495605469,1950,-23.826465606689453,22.51,9750,-0.00014102459,0.9833734035491943,0.0007,97,178.86204528808594
100,1959,109.37059307000001,-1325.295166015625,1960,-23.829376220703125,22.53,9800,-9.5009804e-05,0.983469545841217,0.0007,97,2964.790771484375
100,1969,108.59908738000001,293.6199645996094,1970,-23.820716857910156,22.37,9850,-4.887581e-05,0.9831530451774597,0.0007,97,178.70156860351562
