time/time_elapsed,train/n_updates,rollout/ep_rew_mean,train/policy_loss,time/iterations,train/entropy_loss,rollout/ep_len_mean,time/total_timesteps,train/explained_variance,train/std,train/learning_rate,time/fps,train/value_loss
770,14549,228.96118537999996,54.843360900878906,14550,-21.777618408203125,47.6,72750,5.9604645e-08,0.8749727606773376,0.0007,94,8.188871383666992
771,14559,230.39049333,43.92506790161133,14560,-21.779029846191406,47.82,72800,1.0073185e-05,0.8750905990600586,0.0007,94,4.691299915313721
771,14569,229.20927422,63.026344299316406,14570,-21.800329208374023,47.52,72850,-8.940697e-06,0.8762284517288208,0.0007,94,9.13346004486084
772,14579,229.20927422,13.387248039245605,14580,-21.804222106933594,47.52,72900,-3.4213066e-05,0.8762854933738708,0.0007,94,0.5330901741981506
772,14589,229.77169253999998,47.61727523803711,14590,-21.8057918548584,47.65,72950,7.987022e-06,0.8764277100563049,0.0007,94,6.046443462371826
773,14599,229.77169253999998,48.923553466796875,14600,-21.793371200561523,47.65,73000,0.00013285875,0.8756614327430725,0.0007,94,6.611148357391357
773,14609,232.04920962,68.49462127685547,14610,-21.791837692260742,48.13,73050,0.0013285875,0.8757752776145935,0.0007,94,11.450607299804688
774,14619,233.07442609999998,73.1889877319336,14620,-21.789098739624023,48.3,73100,-1.859665e-05,0.8757268190383911,0.0007,94,12.35673999786377
774,14629,233.6182537,40.88433837890625,14630,-21.791351318359375,48.28,73150,-5.0663948e-05,0.8757464289665222,0.0007,94,3.8770158290863037
775,14639,232.47814216999998,42.98895263671875,14640,-21.8022403717041,48.06,73200,-3.2544136e-05,0.8764125108718872,0.0007,94,4.447718143463135
776,14649,232.41855596999994,35.616153717041016,14650,-21.79840660095215,48.01,73250,0.00017499924,0.8760440945625305,0.0007,94,3.394585371017456
776,14659,232.76019677999997,-1693.8148193359375,14660,-21.79443359375,48.17,73300,1.6093254e-06,0.875986635684967,0.0007,94,33612.1484375
777,14669,234.05574505999994,-7338.5078125,14670,-21.80025863647461,48.37,73350,2.3841858e-07,0.8760315775871277,0.0007,94,126615.7265625
777,14679,234.05574505999994,78.28413391113281,14680,-21.799497604370117,48.37,73400,-1.001358e-05,0.8759950399398804,0.0007,94,16.871793746948242
778,14689,235.02821125,69.68547821044922,14690,-21.784666061401367,48.52,73450,2.69413e-05,0.8750933408737183,0.0007,94,14.390477180480957
778,14699,235.59951429,18.436216354370117,14700,-21.77642059326172,48.6,73500,0.0006877184,0.8746915459632874,0.0007,94,0.9888469576835632
779,14709,236.64794039000003,59.03652572631836,14710,-21.74883270263672,48.82,73550,-0.0027558804,0.8733875155448914,0.0007,94,9.650216102600098
779,14719,236.74959886,98.28179931640625,14720,-21.75201988220215,48.82,73600,-4.696846e-05,0.8736882209777832,0.0007,94,23.850908279418945
780,14729,236.74959886,56.00794219970703,14730,-21.75691032409668,48.82,73650,1.3887882e-05,0.8739065527915955,0.0007,94,8.396208763122559
780,14739,239.39033187,42.47521209716797,14740,-21.77204132080078,49.32,73700,3.0755997e-05,0.8750807642936707,0.0007,94,3.8698196411132812
781,14749,239.92178194999997,-6939.8408203125,14750,-21.77010154724121,49.37,73750,5.9604645e-08,0.8745906352996826,0.0007,94,128754.2265625
781,14759,239.92178194999997,47.804718017578125,14760,-21.751157760620117,49.37,73800,-3.0636787e-05,0.873846173286438,0.0007,94,4.436191082000732
782,14769,240.67764744999997,-3037.793701171875,14770,-21.7576961517334,49.6,73850,-1.1920929e-07,0.8745307326316833,0.0007,94,67622.8125
783,14779,239.53320852999997,43.44755172729492,14780,-21.757808685302734,49.4,73900,2.104044e-05,0.8742318749427795,0.0007,94,3.725207567214966
783,14789,239.33544619999998,52.821956634521484,14790,-21.741714477539062,49.39,73950,3.59416e-05,0.8732292056083679,0.0007,94,7.58632755279541
784,14799,238.54664503,61.23820877075195,14800,-21.739151000976562,49.26,74000,2.2649765e-06,0.8731775879859924,0.0007,94,8.435721397399902
784,14809,238.87619555,42.183929443359375,14810,-21.755104064941406,49.31,74050,-8.535385e-05,0.8739228248596191,0.0007,94,4.795076847076416
785,14819,238.05029233000005,-3332.556640625,14820,-21.7491455078125,49.12,74100,-1.1920929e-07,0.873715877532959,0.0007,94,67200.953125
785,14829,238.30933065000002,39.09870529174805,14830,-21.74896812438965,49.1,74150,1.1622906e-05,0.8738264441490173,0.0007,94,3.496403455734253
786,14839,238.82948944,42.87586975097656,14840,-21.75759506225586,49.19,74200,-1.168251e-05,0.8740918636322021,0.0007,94,4.308506488800049
786,14849,238.82948944,74.46127319335938,14850,-21.752111434936523,49.19,74250,1.0788441e-05,0.8738448619842529,0.0007,94,13.779306411743164
787,14859,241.72132050999997,44.88407897949219,14860,-21.76361083984375,49.7,74300,-1.6450882e-05,0.8741515278816223,0.0007,94,6.258090496063232
787,14869,241.78646602,20.008899688720703,14870,-21.76003646850586,49.71,74350,9.572506e-05,0.8742881417274475,0.0007,94,0.8886079788208008
788,14879,241.40422925999997,35.526885986328125,14880,-21.7597713470459,49.66,74400,-8.916855e-05,0.8740543723106384,0.0007,94,3.9505131244659424
788,14889,242.08403275999999,38.646270751953125,14890,-21.743858337402344,49.81,74450,-0.00013959408,0.873511552810669,0.0007,94,3.3807904720306396
789,14899,242.08403275999999,88.22644805908203,14900,-21.74854278564453,49.81,74500,-4.7683716e-07,0.8737834692001343,0.0007,94,18.418766021728516
789,14909,242.31388883,92.31758117675781,14910,-21.748767852783203,49.85,74550,4.7683716e-07,0.8739821314811707,0.0007,94,19.11590576171875
790,14919,239.20425973,38.47988510131836,14920,-21.74774169921875,49.2,74600,-3.4570694e-05,0.8737637996673584,0.0007,94,3.2080771923065186
790,14929,239.89998430999995,47.472774505615234,14930,-21.750144958496094,49.33,74650,-3.3140182e-05,0.8737178444862366,0.0007,94,6.170912265777588
791,14939,240.28145066000002,-3596.995361328125,14940,-21.75608253479004,49.38,74700,1.1920929e-07,0.8741233944892883,0.0007,94,68489.3984375
791,14949,238.65273417,44.03753662109375,14950,-21.76053237915039,49.03,74750,-0.0003105402,0.874413788318634,0.0007,94,4.610071182250977
792,14959,238.83747066000004,35.48812484741211,14960,-21.76575469970703,49.11,74800,0.0007606149,0.8747660517692566,0.0007,94,2.9187498092651367
792,14969,236.04885482000006,-3371.780029296875,14970,-21.771902084350586,48.55,74850,0.0,0.8751043677330017,0.0007,94,69479.75
793,14979,238.35186259000002,123.04741668701172,14980,-21.7948055267334,48.93,74900,3.772974e-05,0.8759690523147583,0.0007,94,49.8379020690918
793,14989,238.35186259000002,119.0945053100586,14990,-21.797325134277344,48.93,74950,3.0636787e-05,0.8766612410545349,0.0007,94,31.7039737701416
794,14999,239.91517106000003,26.690799713134766,15000,-21.803279876708984,49.17,75000,3.5464764e-05,0.8768393397331238,0.0007,94,1.6261910200119019
794,15009,239.91517106000003,-40.72353744506836,15010,-21.799558639526367,49.17,75050,-5.51939e-05,0.8765348792076111,0.0007,94,4.005305767059326
795,15019,243.10249509000002,47.14702224731445,15020,-21.78205108642578,49.93,75100,3.439188e-05,0.8756909370422363,0.0007,94,5.615472316741943
795,15029,244.07602233999998,38.96928787231445,15030,-21.776090621948242,50.09,75150,5.9604645e-07,0.8753610253334045,0.0007,94,3.939119815826416
796,15039,243.89905883999995,41.30696487426758,15040,-21.753265380859375,50.05,75200,0.0,0.8737745881080627,0.0007,94,5.613881587982178
796,15049,243.89905883999995,51.0905647277832,15050,-21.73639678955078,50.05,75250,2.7120113e-05,0.8731317520141602,0.0007,94,7.70283842086792
797,15059,247.00516453,55.3666877746582,15060,-21.736663818359375,50.68,75300,-8.773804e-05,0.8734181523323059,0.0007,94,5.766068935394287
797,15069,247.87385937000002,15.284541130065918,15070,-21.73354148864746,50.82,75350,-3.4809113e-05,0.8728640079498291,0.0007,94,0.8131696581840515
798,15079,248.83655422,-3610.725830078125,15080,-21.723121643066406,51.07,75400,-4.7683716e-07,0.8726707696914673,0.0007,94,70750.7890625
798,15089,248.15216203000003,37.48659133911133,15090,-21.72272491455078,50.94,75450,-2.2053719e-05,0.8724315166473389,0.0007,94,4.037367820739746
799,15099,246.97091387999998,-1752.3294677734375,15100,-21.709754943847656,50.56,75500,-2.3841858e-07,0.8720517158508301,0.0007,94,35480.3125
799,15109,248.91936206000003,37.459014892578125,15110,-21.712326049804688,50.97,75550,5.364418e-05,0.8720629215240479,0.0007,94,3.97240948677063
800,15119,247.41920394000002,-3795.494873046875,15120,-21.711002349853516,50.65,75600,0.15339482,0.8724566102027893,0.0007,94,72752.203125
800,15129,247.65026457,29.533597946166992,15130,-21.721277236938477,50.71,75650,-0.00020372868,0.872555136680603,0.0007,94,2.49371075630188
801,15139,247.99861296999998,-1771.3607177734375,15140,-21.72235107421875,50.76,75700,6.556511e-07,0.872914731502533,0.0007,94,35927.97265625
801,15149,246.09939786999996,11.804923057556152,15150,-21.71820068359375,50.41,75750,0.00029367208,0.872565507888794,0.0007,94,0.3798789381980896
802,15159,245.29240216999997,84.6466064453125,15160,-21.72677230834961,50.26,75800,2.1100044e-05,0.8731715083122253,0.0007,94,17.262571334838867
802,15169,245.59304142999997,55.75901412963867,15170,-21.727806091308594,50.25,75850,6.365776e-05,0.8730908632278442,0.0007,94,9.008943557739258
803,15179,246.1504834,54.640602111816406,15180,-21.708036422729492,50.34,75900,-4.518032e-05,0.8722324371337891,0.0007,94,7.107187747955322
803,15189,246.1504834,47.39506149291992,15190,-21.7136287689209,50.34,75950,0.00014960766,0.8724669218063354,0.0007,94,5.732231140136719
804,15199,247.11841946000004,-8720.1943359375,15200,-21.709253311157227,50.52,76000,5.2452087e-06,0.8723046183586121,0.0007,94,173807.125
805,15209,248.62694314,-9232.0771484375,15210,-21.712034225463867,50.85,76050,4.351139e-06,0.87229984998703,0.0007,94,174727.515625
805,15219,247.97161194,16.04869842529297,15220,-21.699058532714844,50.71,76100,0.0002477169,0.871711254119873,0.0007,94,0.6543466448783875
806,15229,247.44010683,57.493934631347656,15230,-21.710723876953125,50.6,76150,0.0,0.8723782896995544,0.0007,94,7.580105781555176
806,15239,247.46814364,29.540143966674805,15240,-21.717605590820312,50.6,76200,-0.00015342236,0.8727515935897827,0.0007,94,1.9689953327178955
807,15249,247.31801452,46.17081069946289,15250,-21.733083724975586,50.57,76250,-2.3841858e-05,0.8733058571815491,0.0007,94,6.394188404083252
807,15259,249.37690888,-3422.272705078125,15260,-21.718984603881836,50.94,76300,0.0,0.872986376285553,0.0007,94,72074.1015625
808,15269,250.48798564,-3675.272705078125,15270,-21.723875045776367,51.17,76350,4.7683716e-07,0.8732147216796875,0.0007,94,72292.15625
808,15279,249.79180953,-6972.3095703125,15280,-21.713415145874023,51.02,76400,1.4901161e-06,0.8728523254394531,0.0007,94,141057.078125
809,15289,248.2727218,42.251564025878906,15290,-21.718046188354492,50.73,76450,-2.014637e-05,0.8730515837669373,0.0007,94,4.063666343688965
809,15299,249.83658087,36.67374801635742,15300,-21.7315731048584,51.03,76500,-5.9604645e-06,0.8737572431564331,0.0007,94,3.050632953643799
810,15309,249.82708054,43.33934020996094,15310,-21.72765350341797,51.0,76550,-3.552437e-05,0.8733393549919128,0.0007,94,5.501789569854736
810,15319,250.94167171,35.33125305175781,15320,-21.738109588623047,51.17,76600,-6.67572e-05,0.8739908933639526,0.0007,94,3.179180383682251
811,15329,251.51902890999997,27.649250030517578,15330,-21.724302291870117,51.25,76650,9.9778175e-05,0.8732883334159851,0.0007,94,2.024256706237793
811,15339,250.45701244999992,27.1635799407959,15340,-21.706470489501953,51.07,76700,-3.194809e-05,0.8720908761024475,0.0007,94,2.3121018409729004
812,15349,251.05993349999994,27.522924423217773,15350,-21.695964813232422,51.16,76750,5.364418e-07,0.8718587160110474,0.0007,94,1.95671546459198
813,15359,250.63007019999998,-1899.875,15360,-21.705543518066406,51.06,76800,-1.1920929e-07,0.872259795665741,0.0007,94,37024.94921875
813,15369,251.89565186999997,73.9259262084961,15370,-21.701343536376953,51.29,76850,8.2969666e-05,0.8720266222953796,0.0007,94,15.27692699432373
814,15379,251.11876027999998,-3551.131591796875,15380,-21.70526695251465,51.06,76900,1.7881393e-07,0.8723364472389221,0.0007,94,73011.5390625
814,15389,249.31126860999993,28.24908447265625,15390,-21.700719833374023,50.64,76950,-9.2983246e-05,0.8719515800476074,0.0007,94,2.139629364013672
815,15399,250.56201264999999,-5508.63671875,15400,-21.67819595336914,50.86,77000,1.1920929e-07,0.8709655404090881,0.0007,94,108756.1796875
815,15409,250.33333922999995,24.26108169555664,15410,-21.677337646484375,50.75,77050,6.258488e-05,0.8708719611167908,0.0007,94,1.6563595533370972
816,15419,251.39000717,25.39396858215332,15420,-21.670616149902344,50.92,77100,3.260374e-05,0.8705141544342041,0.0007,94,1.7041654586791992
817,15429,251.39000717,27.22560691833496,15430,-21.658519744873047,50.92,77150,0.0,0.8698582649230957,0.0007,94,2.2479207515716553
817,15439,251.39000717,41.68953323364258,15440,-21.655256271362305,50.92,77200,0.055040836,0.8701829314231873,0.0007,94,3.6966590881347656
818,15449,255.70301828,29.24643898010254,15450,-21.680959701538086,51.78,77250,5.4240227e-05,0.8708730340003967,0.0007,94,2.5816476345062256
819,15459,257.39867059999995,-7315.89208984375,15460,-21.679855346679688,52.1,77300,2.9802322e-07,0.8711502552032471,0.0007,94,144289.921875
819,15469,257.39867059999995,6.283904552459717,15470,-21.67572593688965,52.1,77350,5.7518482e-05,0.8709608912467957,0.0007,94,0.12757357954978943
820,15479,258.88220415,13.959009170532227,15480,-21.66388511657715,52.46,77400,0.0,0.8701387643814087,0.0007,94,0.6259749531745911
820,15489,258.06040272999996,27.500324249267578,15490,-21.658218383789062,52.36,77450,2.771616e-05,0.8700006604194641,0.0007,94,1.8660274744033813
821,15499,256.88090093,23.700590133666992,15500,-21.65775489807129,52.04,77500,5.9604645e-08,0.8700203895568848,0.0007,94,1.4186420440673828
821,15509,258.57302558,25.695112228393555,15510,-21.667516708374023,52.36,77550,1.2516975e-06,0.8707292079925537,0.0007,94,1.2812663316726685
822,15519,258.57302558,23.066925048828125,15520,-21.674345016479492,52.36,77600,9.4115734e-05,0.8709004521369934,0.0007,94,1.3075255155563354
822,15529,261.46512368,25.436607360839844,15530,-21.675148010253906,52.95,77650,-0.00014019012,0.871022641658783,0.0007,94,1.3571714162826538
823,15539,262.58665452,53.69355392456055,15540,-21.679153442382812,53.16,77700,-4.7564507e-05,0.8710526823997498,0.0007,94,7.032990455627441
824,15549,262.58665452,56.879981994628906,15550,-21.690786361694336,53.16,77750,-2.849102e-05,0.8715096712112427,0.0007,94,8.6845121383667
824,15559,260.67187013,37.57647705078125,15560,-21.6868896484375,52.71,77800,-5.0783157e-05,0.8715096712112427,0.0007,94,2.9638075828552246
825,15569,261.36484103,29.192182540893555,15570,-21.69365882873535,52.83,77850,0.0,0.8716815710067749,0.0007,94,2.6229910850524902
825,15579,261.36484103,61.04757308959961,15580,-21.702672958374023,52.83,77900,-3.3974648e-05,0.8722935914993286,0.0007,94,9.001640319824219
826,15589,263.74066531,35.66498565673828,15590,-21.718292236328125,53.22,77950,-4.2796135e-05,0.8732039332389832,0.0007,94,2.8868701457977295
826,15599,264.13777581,20.198781967163086,15600,-21.713211059570312,53.27,78000,-0.00010764599,0.8727207183837891,0.0007,94,1.2909435033798218
827,15609,264.13777581,-16.65750503540039,15610,-21.716022491455078,53.27,78050,3.0577183e-05,0.8729820251464844,0.0007,94,0.6408781409263611
828,15619,265.94180757,34.04810333251953,15620,-21.707897186279297,53.68,78100,-5.555153e-05,0.872685968875885,0.0007,94,2.6244986057281494
828,15629,265.94180757,1.2537732124328613,15630,-21.70338249206543,53.68,78150,8.416176e-05,0.8724421262741089,0.0007,94,0.02268432453274727
829,15639,269.01305939,27.795230865478516,15640,-21.718658447265625,54.35,78200,0.001647532,0.8732401728630066,0.0007,94,1.9326404333114624
829,15649,268.70679828,37.235992431640625,15650,-21.73487091064453,54.36,78250,0.0,0.8740293979644775,0.0007,94,3.556227445602417
830,15659,269.33268877,24.660324096679688,15660,-21.73390769958496,54.52,78300,0.0007187128,0.8738134503364563,0.0007,94,1.714028239250183
830,15669,270.63908307,15.165107727050781,15670,-21.72572898864746,54.76,78350,-5.710125e-05,0.8734234571456909,0.0007,94,0.5411078929901123
831,15679,270.63908307,-10.168245315551758,15680,-21.71643829345703,54.76,78400,0.0,0.8730040192604065,0.0007,94,0.2505241334438324
831,15689,271.68486417,24.473752975463867,15690,-21.722225189208984,55.01,78450,4.553795e-05,0.8733034729957581,0.0007,94,1.1676445007324219
832,15699,270.48905062,29.93009376525879,15700,-21.71502685546875,54.74,78500,2.9444695e-05,0.8729376196861267,0.0007,94,2.0705087184906006
832,15709,269.69870118,13.016018867492676,15710,-21.70887565612793,54.62,78550,-9.119511e-05,0.8725049495697021,0.0007,94,0.46461746096611023
833,15719,269.69870118,-6.884868144989014,15720,-21.697715759277344,54.62,78600,-1.9788742e-05,0.8719392418861389,0.0007,94,0.10399027913808823
833,15729,269.81852215,30.400785446166992,15730,-21.692026138305664,54.73,78650,-2.527237e-05,0.8716342449188232,0.0007,94,2.534780502319336
834,15739,269.50494123,-10.250276565551758,15740,-21.686325073242188,54.69,78700,-0.00069248676,0.8714976906776428,0.0007,94,0.26281046867370605
834,15749,269.16578160999995,53.60347366333008,15750,-21.691457748413086,54.71,78750,7.259846e-05,0.871775209903717,0.0007,94,6.322939872741699
835,15759,270.44748765,20.645849227905273,15760,-21.680644989013672,54.84,78800,8.1539154e-05,0.8711650967597961,0.0007,94,0.9978200793266296
835,15769,270.44748765,100.30333709716797,15770,-21.679489135742188,54.84,78850,1.8417835e-05,0.8710973262786865,0.0007,94,20.523401260375977
836,15779,271.47141113,43.87283706665039,15780,-21.690414428710938,55.07,78900,-2.0503998e-05,0.8712475895881653,0.0007,94,5.505767822265625
836,15789,271.47141113,11.548731803894043,15790,-21.686132431030273,55.07,78950,0.0,0.8712249994277954,0.0007,94,0.3560522198677063
837,15799,273.90666204,29.421695709228516,15800,-21.691295623779297,55.57,79000,-2.7537346e-05,0.8714269995689392,0.0007,94,2.3965156078338623
837,15809,273.8830842,15.941637992858887,15810,-21.68752670288086,55.58,79050,2.9802322e-07,0.8711321353912354,0.0007,94,0.7497991919517517
838,15819,273.8830842,-1.6081699132919312,15820,-21.663434982299805,55.58,79100,6.556511e-07,0.8700393438339233,0.0007,94,0.006750633008778095
838,15829,275.70243857,32.790096282958984,15830,-21.66411590576172,55.97,79150,-2.3961067e-05,0.8700786232948303,0.0007,94,2.7041802406311035
839,15839,276.47582209000007,0.8302065134048462,15840,-21.655250549316406,56.13,79200,0.00021159649,0.8698922395706177,0.0007,94,0.011871161870658398
839,15849,276.27814779,45.29445266723633,15850,-21.666473388671875,56.14,79250,2.9027462e-05,0.8703319430351257,0.0007,94,5.128127574920654
840,15859,274.63927743,19.682945251464844,15860,-21.65688133239746,55.81,79300,7.3730946e-05,0.8697699904441833,0.0007,94,1.1611278057098389
840,15869,274.63927743,69.3055419921875,15870,-21.65224838256836,55.81,79350,8.559227e-05,0.8695908188819885,0.0007,94,13.236368179321289
841,15879,276.0378002,41.672035217285156,15880,-21.631595611572266,56.12,79400,-2.3841858e-07,0.8685451745986938,0.0007,94,4.607478141784668
841,15889,274.57438527,40.65998458862305,15890,-21.625951766967773,55.76,79450,-2.360344e-05,0.8682447075843811,0.0007,94,4.4619035720825195
842,15899,275.43500246,13.675808906555176,15900,-21.62389373779297,55.86,79500,-6.9618225e-05,0.8682427406311035,0.0007,94,0.40950116515159607
842,15909,275.43500246,58.39227294921875,15910,-21.634620666503906,55.86,79550,1.758337e-05,0.8688941597938538,0.0007,94,7.103218078613281
843,15919,277.77025868,40.8992919921875,15920,-21.636205673217773,56.27,79600,-1.9073486e-05,0.8688075542449951,0.0007,94,4.772729873657227
843,15929,278.08774629000004,52.69430160522461,15930,-21.616989135742188,56.33,79650,0.0,0.8679900169372559,0.0007,94,6.9359283447265625
844,15939,278.52562862,16.299055099487305,15940,-21.61623191833496,56.4,79700,-3.8146973e-05,0.8678907752037048,0.0007,94,0.7861403822898865
845,15949,277.79065915,32.99396896362305,15950,-21.615942001342773,56.29,79750,0.0,0.8679452538490295,0.0007,94,2.755798816680908
845,15959,278.73130921,17.824748992919922,15960,-21.62147331237793,56.44,79800,-4.9352646e-05,0.8684296607971191,0.0007,94,0.664294421672821
846,15969,278.73130921,-9.895869255065918,15970,-21.630367279052734,56.44,79850,-0.00014567375,0.8688275814056396,0.0007,94,0.2392260879278183
846,15979,279.98232822000006,22.171850204467773,15980,-21.63422203063965,56.75,79900,3.6537647e-05,0.8689331412315369,0.0007,94,1.3364664316177368
847,15989,279.1035290500001,-5115.46435546875,15990,-21.6506404876709,56.69,79950,2.3841858e-07,0.8703342080116272,0.0007,94,119717.453125
847,15999,279.53643756,-5832.0087890625,16000,-21.659664154052734,56.79,80000,4.172325e-07,0.8703530430793762,0.0007,94,117882.9140625
848,16009,279.53643756,29.139190673828125,16010,-21.647851943969727,56.79,80050,0.0,0.8697400689125061,0.0007,94,2.3208630084991455
848,16019,280.8488878400001,45.532955169677734,16020,-21.66045379638672,56.99,80100,-1.692772e-05,0.8704923987388611,0.0007,94,5.13529109954834
849,16029,280.24004898000004,30.074060440063477,16030,-21.65975570678711,56.83,80150,4.017353e-05,0.8704085350036621,0.0007,94,2.5091066360473633
849,16039,279.1245578400001,43.010955810546875,16040,-21.649993896484375,56.61,80200,-1.8000603e-05,0.8698084354400635,0.0007,94,5.193418979644775
850,16049,279.1245578400001,119.6899642944336,16050,-21.618886947631836,56.61,80250,-1.2636185e-05,0.8683164119720459,0.0007,94,37.03290939331055
850,16059,280.63372319,63.2802734375,16060,-21.627948760986328,56.86,80300,-5.4836273e-05,0.8690174221992493,0.0007,94,8.363784790039062
851,16069,282.98180175,13.09412670135498,16070,-21.611576080322266,57.3,80350,-0.00017666817,0.8679221868515015,0.0007,94,0.512265145778656
852,16079,283.45494096000004,4.6824445724487305,16080,-21.607831954956055,57.44,80400,-0.00010061264,0.8677822351455688,0.0007,94,0.06252433359622955
852,16089,283.70170254,-7971.06982421875,16090,-21.606430053710938,57.52,80450,5.9604645e-08,0.8676332831382751,0.0007,94,156616.609375
853,16099,283.70170254,32.77710723876953,16100,-21.60475730895996,57.52,80500,4.476309e-05,0.8676315546035767,0.0007,94,3.0472686290740967
853,16109,287.05342253,26.486963272094727,16110,-21.59642791748047,58.16,80550,0.0,0.8671854734420776,0.0007,94,1.8733160495758057
854,16119,287.32984848999996,37.326942443847656,16120,-21.60102653503418,58.18,80600,6.556511e-07,0.8677281737327576,0.0007,94,3.083643674850464
854,16129,289.47053173,-5304.94384765625,16130,-21.60103416442871,58.54,80650,0.0,0.8679675459861755,0.0007,94,119090.1796875
855,16139,289.47053173,23.261877059936523,16140,-21.597373962402344,58.54,80700,1.7642975e-05,0.8674980401992798,0.0007,94,1.3221958875656128
855,16149,289.47053173,31.55853271484375,16150,-21.59401512145996,58.54,80750,-0.00038421154,0.867135763168335,0.0007,94,3.026662588119507
856,16159,294.56228088,20.94040298461914,16160,-21.591552734375,59.55,80800,-3.7908554e-05,0.8669191002845764,0.0007,94,1.2074648141860962
857,16169,295.35963864999997,31.83981704711914,16170,-21.599163055419922,59.71,80850,0.0,0.867506742477417,0.0007,94,2.6297378540039062
857,16179,294.22101798,48.92397689819336,16180,-21.602548599243164,59.56,80900,-2.8848648e-05,0.8676905035972595,0.0007,94,6.188945770263672
858,16189,294.06376664,60.8618049621582,16190,-21.60394859313965,59.56,80950,0.0,0.8681179285049438,0.0007,94,7.775327205657959
858,16199,292.22078789,47.742469787597656,16200,-21.622783660888672,59.02,81000,-0.0001142025,0.8686467409133911,0.0007,94,7.078651428222656
859,16209,291.11189762,14.0951509475708,16210,-21.642498016357422,58.81,81050,0.00010114908,0.8696227669715881,0.0007,94,0.44695377349853516
859,16219,293.05383852,17.356687545776367,16220,-21.63509178161621,59.19,81100,1.3232231e-05,0.8691330552101135,0.0007,94,0.7330312132835388
860,16229,289.45718636000004,19.277841567993164,16230,-21.631454467773438,58.46,81150,0.00024664402,0.8685526251792908,0.0007,94,1.3292697668075562
861,16239,290.70830817,9.764436721801758,16240,-21.617706298828125,58.67,81200,-0.000259161,0.8682049512863159,0.0007,94,0.2459372729063034
861,16249,290.19053408,-1672.076416015625,16250,-21.60481834411621,58.49,81250,0.0,0.867932915687561,0.0007,94,41587.46875
862,16259,290.19053408,65.70172119140625,16260,-21.608495712280273,58.49,81300,6.377697e-06,0.8677991032600403,0.0007,94,9.546038627624512
862,16269,293.25689168,7.811464786529541,16270,-21.60793685913086,59.05,81350,0.00030601025,0.8676066994667053,0.0007,94,0.19339053332805634
863,16279,293.25689168,-29.146011352539062,16280,-21.5980224609375,59.05,81400,0.0,0.8672609925270081,0.0007,94,2.1724345684051514
863,16289,296.84602454,-13.52727222442627,16290,-21.59979820251465,59.88,81450,0.0,0.8672702312469482,0.0007,94,0.44774362444877625
864,16299,295.78285277,10.8712797164917,16300,-21.59816551208496,59.78,81500,7.760525e-05,0.8672342896461487,0.0007,94,0.2827094495296478
864,16309,296.91038068,40.55577087402344,16310,-21.60009765625,60.0,81550,2.9206276e-05,0.8671550750732422,0.0007,94,4.583329677581787
865,16319,296.91038068,36.14144515991211,16320,-21.594112396240234,60.0,81600,-5.9723854e-05,0.867112398147583,0.0007,94,2.870551586151123
865,16329,296.91038068,86.96279907226562,16330,-21.585119247436523,60.0,81650,0.0,0.8664966225624084,0.0007,94,21.301015853881836
866,16339,300.13410985,-26.363309860229492,16340,-21.58597183227539,60.58,81700,-7.772446e-05,0.8664479851722717,0.0007,94,1.551632046699524
866,16349,300.5808769,-13.647269248962402,16350,-21.580041885375977,60.68,81750,-2.2649765e-06,0.8664326667785645,0.0007,94,0.5914689898490906
867,16359,301.38595227999997,-18.292892456054688,16360,-21.584945678710938,60.88,81800,1.8298626e-05,0.8663395047187805,0.0007,94,0.6731234788894653
867,16369,301.38595227999997,-6.4749321937561035,16370,-21.57589340209961,60.88,81850,-0.00014925003,0.8660000562667847,0.0007,94,0.09329438209533691
868,16379,303.86874471000004,-9.720843315124512,16380,-21.579198837280273,61.44,81900,-1.1920929e-07,0.8659661412239075,0.0007,94,0.17970356345176697
868,16389,305.23649681,9.397544860839844,16390,-21.565853118896484,61.77,81950,3.516674e-06,0.8657144904136658,0.0007,94,0.19610433280467987
869,16399,305.23649681,33.056121826171875,16400,-21.560531616210938,61.77,82000,7.468462e-05,0.8648399114608765,0.0007,94,3.2783901691436768
869,16409,306.49204125,16.9204158782959,16410,-21.566198348999023,62.04,82050,-0.00011634827,0.8653466701507568,0.0007,94,0.8132025599479675
870,16419,307.88615118,7.425102233886719,16420,-21.563854217529297,62.3,82100,0.00017499924,0.8652755618095398,0.0007,94,0.15492698550224304
870,16429,308.10659052000005,8.61463451385498,16430,-21.566532135009766,62.4,82150,9.274483e-05,0.8655041456222534,0.0007,94,0.19461320340633392
871,16439,308.10659052000005,32.14006805419922,16440,-21.566871643066406,62.4,82200,0.0,0.8652531504631042,0.0007,94,3.2273240089416504
871,16449,309.69418075,11.338908195495605,16450,-21.554189682006836,62.69,82250,-7.379055e-05,0.8648219704627991,0.0007,94,0.34978151321411133
872,16459,309.69418075,-46.413265228271484,16460,-21.54905128479004,62.69,82300,9.894371e-06,0.8646403551101685,0.0007,94,6.033660888671875
872,16469,311.37478054,-1.9349215030670166,16470,-21.546791076660156,63.07,82350,-0.0003080368,0.8644129037857056,0.0007,94,0.011104205623269081
873,16479,312.07890757999996,8.802157402038574,16480,-21.54189109802246,63.23,82400,3.707409e-05,0.8637818098068237,0.0007,94,0.2400069236755371
