train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,train/n_updates,train/actor_loss,rollout/ep_len_mean,time/episodes
0.001,82.55550726999999,22878,0.39494553208351135,17,391172,391071,-37.43742370605469,17.75,21880
0.001,82.57024986,22880,1.4199440479278564,17,391348,391247,-39.048484802246094,17.76,21890
0.001,82.47357386000002,22881,0.7014836072921753,17,391523,391422,-37.69228744506836,17.73,21900
0.001,82.5097283,22883,0.5312929153442383,17,391703,391602,-39.70347595214844,17.74,21910
0.001,82.83559500000001,22885,0.2716999650001526,17,391890,391789,-39.70075988769531,17.86,21920
0.001,82.87706022999998,22886,0.9267611503601074,17,392065,391964,-39.60417175292969,17.87,21930
0.001,82.96362101000001,22888,1.0773184299468994,17,392242,392141,-40.30569839477539,17.9,21940
0.001,83.01758075,22889,1.1471976041793823,17,392428,392327,-39.11870574951172,17.92,21950
0.001,82.78310140000002,22891,0.6298272609710693,17,392601,392500,-39.878944396972656,17.84,21960
0.001,82.97197556,22892,0.59051114320755,17,392781,392680,-41.215553283691406,17.9,21970
0.001,82.83031769000002,22894,0.5358206629753113,17,392958,392857,-39.16807556152344,17.86,21980
0.001,82.90219699,22895,0.9599617123603821,17,393136,393035,-41.959022521972656,17.88,21990
0.001,82.84036279,22897,0.6616408228874207,17,393309,393208,-39.985389709472656,17.86,22000
0.001,82.66367602,22899,1.002364158630371,17,393484,393383,-38.68498611450195,17.81,22010
0.001,82.46429760000001,22900,0.471551775932312,17,393664,393563,-40.885963439941406,17.74,22020
0.001,82.61930432999999,22902,0.6421629190444946,17,393845,393744,-41.054813385009766,17.8,22030
0.001,82.73652460000001,22904,0.6755673885345459,17,394026,393925,-40.42551040649414,17.84,22040
0.001,82.70557451999998,22905,0.6961020827293396,17,394210,394109,-38.734710693359375,17.82,22050
0.001,82.88776225999999,22907,0.682700514793396,17,394389,394288,-41.362735748291016,17.88,22060
0.001,82.79966428000002,22909,0.8304076194763184,17,394566,394465,-42.16864776611328,17.85,22070
0.001,82.86465004000001,22910,0.7742893695831299,17,394745,394644,-43.45219039916992,17.87,22080
0.001,82.79048758,22912,1.0327563285827637,17,394921,394820,-41.29010772705078,17.85,22090
0.001,83.16577755999998,22914,0.2599508762359619,17,395107,395006,-40.94316101074219,17.98,22100
0.001,83.28616852,22915,0.6855939030647278,17,395286,395185,-40.36121368408203,18.02,22110
0.001,83.25419726999999,22917,0.8018385767936707,17,395465,395364,-39.42369079589844,18.01,22120
0.001,83.50077071,22918,0.8063098192214966,17,395654,395553,-39.38481140136719,18.09,22130
0.001,83.31187694,22920,0.750828742980957,17,395829,395728,-39.923072814941406,18.03,22140
0.001,83.08528285999999,22921,1.10042142868042,17,396006,395905,-40.423866271972656,17.96,22150
0.001,83.14617179999999,22923,0.6315337419509888,17,396188,396087,-40.665679931640625,17.99,22160
0.001,83.11173174,22925,1.0755081176757812,17,396364,396263,-41.850093841552734,17.98,22170
0.001,83.09308583,22926,0.5897486805915833,17,396542,396441,-39.7469482421875,17.97,22180
0.001,83.14888264999999,22928,0.7964670658111572,17,396720,396619,-38.20929718017578,17.99,22190
0.001,83.14341575999998,22930,0.4307060241699219,17,396905,396804,-37.5889892578125,17.98,22200
0.001,83.32113485000002,22931,1.1427865028381348,17,397090,396989,-42.14936828613281,18.04,22210
0.001,83.42110865,22933,0.8862890005111694,17,397272,397171,-38.08100128173828,18.07,22220
0.001,83.24534526999997,22935,0.744278609752655,17,397455,397354,-39.35789489746094,18.01,22230
0.001,83.33863164,22936,0.8746668100357056,17,397633,397532,-38.290672302246094,18.04,22240
0.001,83.19961286999998,22938,0.2029845416545868,17,397805,397704,-41.80091094970703,17.99,22250
0.001,83.15098929000001,22940,0.8080143928527832,17,397985,397884,-39.04320526123047,17.97,22260
0.001,83.23185934000001,22941,0.7340739965438843,17,398164,398063,-39.056640625,18.0,22270
0.001,83.00459882000001,22943,0.7110422849655151,17,398334,398233,-38.589317321777344,17.92,22280
0.001,82.99512933,22944,0.46435850858688354,17,398511,398410,-39.07068634033203,17.91,22290
0.001,82.97568838000001,22946,0.4579690098762512,17,398696,398595,-39.28153610229492,17.91,22300
0.001,82.6864538,22948,0.6845643520355225,17,398871,398770,-42.94596862792969,17.81,22310
0.001,82.58245856000002,22949,0.6252102851867676,17,399050,398949,-39.32084655761719,17.78,22320
0.001,82.53383482000001,22951,0.4738001227378845,17,399232,399131,-37.91503143310547,17.77,22330
0.001,82.47088672,22953,0.5961984395980835,17,399408,399307,-40.52976608276367,17.75,22340
0.001,82.61654153,22954,1.691330909729004,17,399585,399484,-39.0400505065918,17.8,22350
0.001,82.50691839999999,22956,0.37029874324798584,17,399761,399660,-39.91318893432617,17.76,22360
0.001,82.74951991,22958,0.96380215883255,17,399949,399848,-40.30314254760742,17.85,22370
0.001,82.95285416,22959,0.9563397169113159,17,400127,400026,-41.47594451904297,17.93,22380
0.001,82.94560694,22961,0.7927938103675842,17,400304,400203,-39.34590148925781,17.93,22390
0.001,82.89193372,22962,0.5832061767578125,17,400487,400386,-42.71086883544922,17.91,22400
0.001,83.19332016,22964,0.4196631610393524,17,400672,400571,-40.53204345703125,18.01,22410
0.001,83.18437747,22966,0.8749425411224365,17,400850,400749,-40.077850341796875,18.0,22420
0.001,83.1111739,22967,0.727523684501648,17,401029,400928,-40.03206253051758,17.97,22430
0.001,83.16981581,22969,0.9064475893974304,17,401207,401106,-41.61912536621094,17.99,22440
0.001,83.36646396,22970,0.6667192578315735,17,401391,401290,-38.727088928222656,18.06,22450
0.001,83.21416619000001,22972,0.8211248517036438,17,401562,401461,-41.178466796875,18.01,22460
0.001,82.88347692,22973,0.9099580645561218,17,401738,401637,-41.44975280761719,17.89,22470
0.001,82.9875373,22975,0.7240008115768433,17,401919,401818,-40.38202667236328,17.92,22480
0.001,83.07681029,22976,0.4446055293083191,17,402099,401998,-39.910316467285156,17.95,22490
0.001,83.25947069,22978,0.4810110330581665,17,402288,402187,-42.03692626953125,18.01,22500
0.001,83.02737347,22980,0.503220796585083,17,402465,402364,-41.9093017578125,17.93,22510
0.001,83.01954572000001,22981,0.4536805748939514,17,402643,402542,-38.775482177734375,17.93,22520
0.001,83.00031455999999,22983,0.4858472943305969,17,402821,402720,-40.372406005859375,17.92,22530
0.001,83.33841926999999,22984,0.6105570793151855,17,403011,402910,-39.715782165527344,18.04,22540
0.001,83.13218192000001,22986,0.7441576719284058,17,403188,403087,-40.22496795654297,17.97,22550
0.001,83.51581219000002,22988,0.8849912881851196,17,403372,403271,-39.52708435058594,18.1,22560
0.001,83.85503165000002,22989,0.7317805886268616,17,403559,403458,-40.61116409301758,18.21,22570
0.001,83.61470349999999,22991,1.0691018104553223,17,403731,403630,-40.51392364501953,18.12,22580
0.001,83.68184833000001,22992,0.6006239652633667,17,403913,403812,-41.798240661621094,18.14,22590
0.001,83.42462927000001,22994,0.5443437695503235,17,404094,403993,-37.009002685546875,18.06,22600
0.001,83.42428165999998,22995,0.6375594139099121,17,404271,404170,-42.66229248046875,18.06,22610
0.001,83.71646084999999,22997,0.40077924728393555,17,404459,404358,-38.25618362426758,18.16,22620
0.001,83.59605261,22998,1.1927769184112549,17,404634,404533,-40.827613830566406,18.13,22630
0.001,83.15059348000001,23000,1.1618492603302002,17,404808,404707,-40.471229553222656,17.97,22640
0.001,83.21770403,23001,1.4554985761642456,17,404988,404887,-40.13936233520508,18.0,22650
0.001,83.24940659999999,23003,0.7683289647102356,17,405173,405072,-40.3115234375,18.01,22660
0.001,82.95235488,23005,0.7720456123352051,17,405350,405249,-40.62244415283203,17.91,22670
0.001,83.10026773,23007,0.8359075784683228,17,405527,405426,-40.04710388183594,17.96,22680
0.001,82.84203103999998,23008,0.769895076751709,17,405700,405599,-44.34263610839844,17.87,22690
0.001,82.77603847999998,23010,0.9502102136611938,17,405878,405777,-41.418121337890625,17.84,22700
0.001,82.65973840000001,23011,0.9533108472824097,17,406051,405950,-39.069862365722656,17.8,22710
0.001,82.4810794,23013,0.7325558066368103,17,406233,406132,-38.283607482910156,17.74,22720
0.001,82.64801359,23014,0.8362480998039246,17,406413,406312,-41.00733184814453,17.79,22730
0.001,82.62858401,23016,0.9647226333618164,17,406586,406485,-42.09935760498047,17.78,22740
0.001,82.89105057,23018,0.888826847076416,17,406774,406673,-41.292240142822266,17.86,22750
0.001,82.75896678999999,23019,1.187775731086731,17,406955,406854,-40.57266616821289,17.82,22760
0.001,82.93658168,23021,0.2340214103460312,17,407139,407038,-37.995399475097656,17.89,22770
0.001,82.88073476,23023,0.6710021495819092,17,407315,407214,-39.110816955566406,17.88,22780
0.001,83.00861254000002,23024,0.851320743560791,17,407493,407392,-40.435096740722656,17.93,22790
0.001,82.97091465,23026,1.1286929845809937,17,407671,407570,-39.87134552001953,17.93,22800
0.001,83.28883321,23027,0.6221866607666016,17,407855,407754,-40.2441291809082,18.04,22810
0.001,83.42172031,23029,0.9522402286529541,17,408041,407940,-42.74174118041992,18.08,22820
0.001,83.47456109000001,23031,0.6394990682601929,17,408222,408121,-40.81871795654297,18.09,22830
0.001,83.54745677000001,23032,0.2741238474845886,17,408398,408297,-37.670936584472656,18.12,22840
0.001,83.02182693,23034,0.9590773582458496,17,408568,408467,-39.50724792480469,17.94,22850
0.001,82.85645497,23035,0.9385901093482971,17,408743,408642,-40.546234130859375,17.88,22860
0.001,82.86338262,23037,0.6565583944320679,17,408927,408826,-42.217430114746094,17.88,22870
0.001,82.70122801,23039,0.5547173023223877,17,409097,408996,-39.343597412109375,17.82,22880
0.001,82.73297607,23040,0.3694429397583008,17,409276,409175,-41.49493408203125,17.83,22890
0.001,82.74540444,23042,0.8253132104873657,17,409453,409352,-37.797080993652344,17.82,22900
0.001,82.72659506,23044,0.7088435888290405,17,409636,409535,-38.24107360839844,17.81,22910
0.001,82.64210009,23045,1.464620590209961,17,409819,409718,-36.87191390991211,17.78,22920
0.001,82.52757023,23047,0.6755578517913818,17,409997,409896,-41.30851745605469,17.75,22930
0.001,82.52572070999999,23049,0.9642254710197449,17,410173,410072,-39.279083251953125,17.75,22940
0.001,82.69716441,23050,0.553607702255249,17,410349,410248,-41.595741271972656,17.81,22950
0.001,82.71729936,23052,0.9394807815551758,17,410525,410424,-39.307640075683594,17.82,22960
0.001,82.60996748,23053,0.6052961349487305,17,410705,410604,-37.4339599609375,17.78,22970
0.001,82.91462784000001,23055,0.9598975777626038,17,410886,410785,-44.10600280761719,17.89,22980
0.001,82.93673223,23057,0.6675512790679932,17,411066,410965,-39.658966064453125,17.9,22990
0.001,82.9677158,23058,0.6293296217918396,17,411245,411144,-38.287296295166016,17.92,23000
0.001,82.81519895,23060,0.6877615451812744,17,411423,411322,-39.369720458984375,17.87,23010
0.001,82.75365008,23061,0.43642204999923706,17,411604,411503,-42.05646896362305,17.85,23020
0.001,82.79484155,23063,0.5912094712257385,17,411783,411682,-41.7105712890625,17.86,23030
0.001,82.82247256,23064,0.6298680901527405,17,411960,411859,-37.97142028808594,17.87,23040
0.001,82.83273526,23066,1.1863288879394531,17,412136,412035,-41.78148651123047,17.87,23050
0.001,82.81236779999999,23067,0.7616459131240845,17,412311,412210,-37.79524230957031,17.86,23060
0.001,82.63838223,23069,0.42890816926956177,17,412485,412384,-40.10734176635742,17.8,23070
0.001,82.42633778000001,23071,0.7008158564567566,17,412658,412557,-42.873931884765625,17.72,23080
0.001,82.15054533,23072,0.5928765535354614,17,412828,412727,-38.6983528137207,17.62,23090
0.001,82.01181977999998,23074,0.9184036254882812,17,413002,412901,-40.93535614013672,17.57,23100
0.001,82.02724953,23076,0.6164871454238892,17,413181,413080,-41.519813537597656,17.58,23110
0.001,82.07441988999999,23077,1.105863094329834,17,413364,413263,-42.279624938964844,17.6,23120
0.001,82.06062604,23079,0.5775851011276245,17,413543,413442,-38.40879821777344,17.6,23130
0.001,82.21853506,23080,1.4731793403625488,17,413725,413624,-39.41015625,17.65,23140
0.001,82.56292886000001,23082,0.6481860280036926,17,413913,413812,-39.915748596191406,17.77,23150
0.001,82.73730398,23084,0.5498647093772888,17,414094,413993,-41.819000244140625,17.83,23160
0.001,82.85687505,23085,0.40656566619873047,17,414272,414171,-38.29783630371094,17.87,23170
0.001,82.92159953000001,23087,1.0151885747909546,17,414448,414347,-40.454383850097656,17.9,23180
0.001,83.39484955,23088,0.8587979674339294,17,414634,414533,-40.45413589477539,18.06,23190
0.001,83.70522888999999,23090,0.5498346090316772,17,414818,414717,-42.880062103271484,18.16,23200
0.001,83.66940003999999,23092,1.347761631011963,17,414995,414894,-38.0841064453125,18.14,23210
0.001,83.87067529,23094,1.2633613348007202,17,415185,415084,-39.351837158203125,18.21,23220
0.001,83.97551674,23095,0.8532759547233582,17,415368,415267,-40.76276397705078,18.25,23230
0.001,84.10354020000001,23097,0.9224059581756592,17,415555,415454,-40.70370101928711,18.3,23240
0.001,83.59297049999999,23099,0.583549976348877,17,415726,415625,-39.44636917114258,18.13,23250
0.001,83.67591457,23100,0.5813207030296326,18,415910,415809,-40.826904296875,18.16,23260
0.001,83.82985828,23102,0.8883885145187378,18,416094,415993,-39.536529541015625,18.22,23270
0.001,84.21026467,23104,0.9751074314117432,18,416283,416182,-41.037174224853516,18.35,23280
0.001,83.86516955,23105,0.6494095325469971,18,416458,416357,-39.96576690673828,18.24,23290
0.001,83.87313059,23107,0.8620026707649231,18,416643,416542,-39.653934478759766,18.25,23300
0.001,83.96842593,23109,0.660758376121521,18,416824,416723,-39.33955383300781,18.29,23310
0.001,83.65183805999999,23110,0.6898140907287598,18,417003,416902,-37.622344970703125,18.18,23320
0.001,83.59364976,23112,0.9741173982620239,18,417183,417082,-40.500370025634766,18.15,23330
0.001,83.41826579999999,23114,0.7973908185958862,18,417364,417263,-39.35094451904297,18.09,23340
0.001,83.93956926999999,23115,0.90265953540802,18,417553,417452,-37.381771087646484,18.27,23350
0.001,83.63073247,23117,0.6934373378753662,18,417727,417626,-40.06547546386719,18.17,23360
0.001,83.65643467000001,23119,0.5541057586669922,18,417911,417810,-38.86760711669922,18.17,23370
0.001,83.40167342999999,23120,0.922413170337677,18,418091,417990,-39.90813446044922,18.08,23380
0.001,83.72521461999999,23122,0.33241593837738037,18,418277,418176,-40.03080368041992,18.19,23390
0.001,83.63503317,23124,0.787198543548584,18,418459,418358,-38.48653793334961,18.16,23400
0.001,83.75029449,23126,0.29322630167007446,18,418643,418542,-40.165191650390625,18.19,23410
0.001,83.59052385999999,23127,0.5549062490463257,18,418816,418715,-38.85395812988281,18.13,23420
0.001,83.39392572000001,23129,1.027170181274414,18,418990,418889,-40.39068603515625,18.07,23430
0.001,83.21970338999999,23130,0.6294847130775452,18,419165,419064,-39.903621673583984,18.01,23440
0.001,82.91073339,23132,0.9167815446853638,18,419343,419242,-39.96910095214844,17.9,23450
0.001,83.04836945000001,23134,1.2299189567565918,18,419521,419420,-38.734046936035156,17.94,23460
0.001,82.79394728,23135,0.6749414205551147,18,419696,419595,-43.17431640625,17.85,23470
0.001,82.64428176000001,23137,0.7738921642303467,18,419871,419770,-39.94779968261719,17.8,23480
0.001,82.6155968,23138,0.7833064794540405,18,420056,419955,-39.33434295654297,17.79,23490
0.001,82.61121274999999,23140,1.1928954124450684,18,420237,420136,-41.43946075439453,17.78,23500
0.001,82.46842166999998,23141,0.5525004863739014,18,420417,420316,-41.173095703125,17.74,23510
0.001,82.56319249999999,23143,0.8631823062896729,18,420594,420493,-38.760009765625,17.78,23520
0.001,82.82165707999998,23145,1.1348079442977905,18,420776,420675,-39.145748138427734,17.86,23530
0.001,82.94142803000001,23146,2.072084903717041,18,420955,420854,-40.493080139160156,17.9,23540
0.001,83.34820076,23148,0.48712557554244995,18,421147,421046,-41.191184997558594,18.04,23550
0.001,83.32400174,23150,0.6876808404922485,18,421325,421224,-40.51679992675781,18.04,23560
0.001,83.48317026000001,23151,0.772748589515686,18,421506,421405,-40.56025695800781,18.1,23570
0.001,83.46606835,23153,0.7223044037818909,18,421680,421579,-38.60331726074219,18.09,23580
0.001,83.21565789,23154,0.752659797668457,18,421856,421755,-39.74585723876953,18.0,23590
0.001,83.06255171999999,23156,0.5614897012710571,18,422032,421931,-39.629154205322266,17.95,23600
0.001,83.02414466999998,23157,0.717858076095581,18,422211,422110,-40.81816864013672,17.94,23610
0.001,83.19393271999999,23159,0.6757867932319641,18,422394,422293,-42.2119026184082,18.0,23620
0.001,82.93519153,23160,0.7858392000198364,18,422567,422466,-42.23100280761719,17.91,23630
0.001,82.99851926,23162,0.8496341705322266,18,422748,422647,-40.50715255737305,17.93,23640
0.001,82.62191012,23164,0.8316468000411987,18,422927,422826,-39.70487594604492,17.8,23650
0.001,82.67422403,23165,0.6969870328903198,18,423106,423005,-39.568050384521484,17.81,23660
0.001,82.55910758000002,23167,0.40537309646606445,18,423284,423183,-43.008140563964844,17.78,23670
0.001,82.68216824999999,23168,0.9311192035675049,18,423462,423361,-40.60508728027344,17.82,23680
0.001,82.82431458,23170,0.6648596525192261,18,423643,423542,-40.34263610839844,17.87,23690
0.001,82.84413071,23172,0.2971459925174713,18,423820,423719,-40.69692611694336,17.88,23700
0.001,82.64344287999998,23173,0.34299468994140625,18,423992,423891,-40.947044372558594,17.81,23710
0.001,82.76688148,23175,1.2606093883514404,18,424179,424078,-40.93082809448242,17.85,23720
0.001,82.80929028,23177,0.670134425163269,18,424354,424253,-41.87078857421875,17.87,23730
0.001,82.67662724,23178,0.612202525138855,18,424530,424429,-41.46234893798828,17.82,23740
0.001,82.6298503,23180,1.2249531745910645,18,424707,424606,-40.46699523925781,17.8,23750
0.001,82.92874566000002,23182,0.6250115633010864,18,424896,424795,-39.81746292114258,17.9,23760
0.001,83.00166149,23183,0.8033853769302368,18,425076,424975,-38.61197280883789,17.92,23770
0.001,82.78408596000001,23185,0.5383192300796509,18,425247,425146,-39.29987716674805,17.85,23780
0.001,82.68293886,23186,0.7207673788070679,18,425424,425323,-40.34082794189453,17.81,23790
0.001,82.82598473,23188,0.37365424633026123,18,425606,425505,-39.281394958496094,17.86,23800
0.001,83.12864252,23190,0.6177000999450684,18,425788,425687,-40.266639709472656,17.96,23810
0.001,82.92709015,23192,1.0514733791351318,18,425968,425867,-41.22588348388672,17.89,23820
0.001,83.05011000999998,23193,1.214223027229309,18,426147,426046,-39.529747009277344,17.93,23830
0.001,82.94671650000001,23195,0.5886459946632385,18,426320,426219,-39.224647521972656,17.9,23840
0.001,82.97190311,23196,0.9031327962875366,18,426498,426397,-41.972476959228516,17.91,23850
0.001,82.74349656999999,23198,0.35091662406921387,18,426680,426579,-41.349456787109375,17.84,23860
0.001,82.65949155,23200,1.4260919094085693,18,426857,426756,-40.26430130004883,17.81,23870
0.001,83.07360985999998,23202,0.4027343988418579,18,427042,426941,-39.46106719970703,17.95,23880
0.001,83.03386085,23203,1.2738615274429321,18,427218,427117,-41.60338592529297,17.94,23890
0.001,82.92941041,23205,0.5024107694625854,18,427396,427295,-39.11444854736328,17.9,23900
0.001,82.86817181999999,23207,0.9245275855064392,18,427576,427475,-40.001922607421875,17.88,23910
0.001,82.58499149,23208,0.7970412969589233,18,427746,427645,-39.233238220214844,17.78,23920
0.001,82.57744760000001,23210,1.0171458721160889,18,427925,427824,-40.12956237792969,17.78,23930
0.001,82.72898043,23211,0.9740641117095947,18,428103,428002,-42.00585174560547,17.83,23940
0.001,82.64343481,23213,0.9089870452880859,18,428278,428177,-42.878074645996094,17.8,23950
0.001,82.7127132,23215,0.5518430471420288,18,428462,428361,-40.199806213378906,17.82,23960
0.001,82.66505389,23216,0.8899944424629211,18,428637,428536,-40.35935592651367,17.8,23970
0.001,82.55364819000002,23218,1.0496635437011719,18,428818,428717,-41.376949310302734,17.76,23980
0.001,82.57652171000001,23220,0.889664888381958,18,428995,428894,-40.84790802001953,17.77,23990
0.001,82.53817674,23221,0.8592949509620667,18,429172,429071,-39.54444885253906,17.76,24000
0.001,82.44867983,23223,0.4458853006362915,18,429349,429248,-42.150413513183594,17.73,24010
0.001,82.66976697,23225,0.8490983247756958,18,429526,429425,-38.874755859375,17.8,24020
0.001,82.88116273,23227,0.4505077600479126,18,429712,429611,-38.68860626220703,17.87,24030
0.001,83.03151738999999,23228,0.24756541848182678,18,429895,429794,-40.105037689208984,17.92,24040
0.001,83.16030347999998,23230,0.8955988883972168,18,430075,429974,-39.53590393066406,17.97,24050
0.001,82.8288345,23231,0.7342552542686462,18,430247,430146,-37.919166564941406,17.85,24060
0.001,82.91182858999998,23233,0.8624712228775024,18,430425,430324,-41.2337646484375,17.88,24070
0.001,82.89659515000001,23235,0.7114537954330444,18,430606,430505,-40.07605743408203,17.88,24080
0.001,82.84241729,23236,0.6404330730438232,18,430781,430680,-40.98954772949219,17.86,24090
0.001,82.99808612999999,23238,0.5049384236335754,18,430963,430862,-42.61857223510742,17.91,24100
0.001,83.05189114,23240,0.6737194657325745,18,431142,431041,-41.01368713378906,17.93,24110
0.001,82.91605129,23241,1.458038330078125,18,431315,431214,-38.483489990234375,17.89,24120
0.001,82.7458787,23243,0.7764102220535278,18,431496,431395,-40.040924072265625,17.84,24130
0.001,82.54319181,23244,0.6729830503463745,18,431672,431571,-41.730926513671875,17.77,24140
0.001,82.53032158,23246,0.5282729268074036,18,431852,431751,-39.141883850097656,17.77,24150
0.001,82.58637559,23247,0.9583483934402466,18,432026,431925,-39.30766296386719,17.79,24160
0.001,82.53158834,23249,0.37321898341178894,18,432202,432101,-39.65153121948242,17.77,24170
0.001,82.29531641000001,23251,0.19205345213413239,18,432375,432274,-39.708396911621094,17.69,24180
0.001,82.43542303,23253,0.8080996870994568,18,432555,432454,-39.87865447998047,17.74,24190
0.001,82.25304883000001,23254,1.5082099437713623,18,432731,432630,-40.160377502441406,17.68,24200
0.001,82.12914203,23256,0.4529756009578705,18,432905,432804,-40.32417297363281,17.63,24210
0.001,82.51832928,23257,0.48737668991088867,18,433091,432990,-40.73704528808594,17.76,24220
0.001,82.31540777000001,23259,0.5022404789924622,18,433264,433163,-37.1887092590332,17.68,24230
0.001,82.23034957,23261,1.3988672494888306,18,433437,433336,-43.29337692260742,17.65,24240
0.001,82.22548431,23262,1.4752098321914673,18,433616,433515,-40.42949295043945,17.64,24250
0.001,82.32911055999999,23264,0.3286612927913666,18,433794,433693,-40.552486419677734,17.68,24260
0.001,82.32217408999999,23265,0.9645158052444458,18,433969,433868,-41.05811309814453,17.67,24270
0.001,82.62797936000001,23267,0.8541439771652222,18,434152,434051,-38.44855499267578,17.77,24280
0.001,82.66151423000001,23269,0.9152820110321045,18,434333,434232,-40.720726013183594,17.78,24290
0.001,82.62832499999999,23270,0.5570806264877319,18,434508,434407,-41.61518096923828,17.77,24300
0.001,82.78483514,23272,0.5015323162078857,18,434688,434587,-38.82066345214844,17.83,24310
0.001,82.51325086000001,23274,1.1274107694625854,18,434865,434764,-40.8675651550293,17.74,24320
0.001,82.69253839999999,23275,0.7030606865882874,18,435044,434943,-38.45880126953125,17.8,24330
0.001,82.78953496,23277,1.0451328754425049,18,435221,435120,-40.9268913269043,17.84,24340
0.001,82.65200858,23279,0.6040360927581787,18,435396,435295,-42.54098892211914,17.8,24350
0.001,82.6727473,23280,0.8755738139152527,18,435575,435474,-40.11212921142578,17.81,24360
0.001,82.80661276000001,23282,0.3382059335708618,18,435755,435654,-40.43987274169922,17.86,24370
0.001,82.70464218000001,23283,0.9256686568260193,18,435935,435834,-39.369537353515625,17.83,24380
0.001,82.53451478999999,23285,1.3363072872161865,18,436110,436009,-37.79232406616211,17.77,24390
0.001,82.53144932,23287,0.6210634112358093,18,436285,436184,-39.94464874267578,17.77,24400
0.001,82.53284024999999,23288,0.7538883090019226,18,436465,436364,-42.003662109375,17.77,24410
0.001,82.6686536,23290,0.46987295150756836,18,436646,436545,-40.11166763305664,17.81,24420
0.001,82.68419814,23292,0.5211314558982849,18,436826,436725,-39.813621520996094,17.82,24430
0.001,82.79308866,23293,0.5024645328521729,18,437006,436905,-38.70709228515625,17.85,24440
0.001,82.89321512000001,23295,0.7352906465530396,18,437184,437083,-39.13645935058594,17.88,24450
0.001,82.91439021000001,23297,0.4805046319961548,18,437364,437263,-40.400474548339844,17.89,24460
0.001,82.82835090999998,23298,1.2274360656738281,18,437541,437440,-39.395938873291016,17.86,24470
0.001,82.68919749000001,23300,0.7942419648170471,18,437716,437615,-40.396705627441406,17.81,24480
0.001,82.75140325999999,23302,0.9339734315872192,18,437893,437792,-38.48897171020508,17.83,24490
0.001,82.75651925,23303,0.8726447820663452,18,438068,437967,-39.94723892211914,17.83,24500
0.001,82.8563824,23305,0.9162271022796631,18,438251,438150,-41.16200256347656,17.86,24510
0.001,82.70303915000001,23306,0.8918889164924622,18,438428,438327,-38.597007751464844,17.82,24520
0.001,82.65390678,23308,0.619200587272644,18,438607,438506,-40.72488784790039,17.81,24530
0.001,82.43263093,23310,0.6869479417800903,18,438780,438679,-42.13801574707031,17.74,24540
0.001,82.48435751999999,23311,0.5958824157714844,18,438960,438859,-40.49860382080078,17.76,24550
0.001,82.44557427,23313,1.099119782447815,18,439138,439037,-38.13579559326172,17.74,24560
0.001,82.46855846999999,23315,0.8811130523681641,18,439316,439215,-40.66085433959961,17.75,24570
0.001,82.62326436000001,23316,0.5094660520553589,18,439496,439395,-41.289955139160156,17.8,24580
0.001,82.57388596000001,23318,0.48904573917388916,18,439672,439571,-40.9543571472168,17.79,24590
0.001,82.90555207999999,23320,0.5010900497436523,18,439858,439757,-39.9744873046875,17.9,24600
0.001,82.64881169,23321,0.6031897664070129,18,440033,439932,-38.88223648071289,17.82,24610
0.001,82.63908831999998,23323,0.7523442506790161,18,440209,440108,-39.169837951660156,17.81,24620
0.001,82.67124763,23325,1.2444534301757812,18,440388,440287,-39.74753952026367,17.81,24630
0.001,82.86441853999999,23326,0.5818774700164795,18,440567,440466,-42.18634796142578,17.87,24640
0.001,82.97160351999999,23328,0.7357469797134399,18,440750,440649,-40.955894470214844,17.9,24650
0.001,83.00122149,23329,1.1327489614486694,18,440929,440828,-39.70915985107422,17.91,24660
0.001,83.17841527,23331,0.8866599798202515,18,441113,441012,-39.28667449951172,17.97,24670
0.001,83.21220997,23333,1.2395973205566406,18,441294,441193,-38.96549987792969,17.98,24680
0.001,83.30102951999999,23334,0.43195536732673645,18,441473,441372,-41.519832611083984,18.01,24690
0.001,83.18025374000001,23336,1.2090469598770142,18,441655,441554,-38.16944885253906,17.97,24700
0.001,83.40102691,23338,0.874191164970398,18,441837,441736,-41.663326263427734,18.04,24710
0.001,83.52595760999999,23339,0.7582532167434692,18,442017,441916,-41.3852653503418,18.08,24720
0.001,83.61926673000002,23341,0.6484475135803223,18,442200,442099,-40.493717193603516,18.12,24730
0.001,83.65040735000001,23343,1.209603190422058,18,442380,442279,-40.439971923828125,18.13,24740
0.001,83.57097892000002,23345,1.3375554084777832,18,442561,442460,-39.15718460083008,18.11,24750
0.001,83.56802316,23346,1.0099445581436157,18,442740,442639,-40.93330764770508,18.11,24760
0.001,83.33326989999999,23348,0.6977038979530334,18,442916,442815,-40.33494186401367,18.03,24770
0.001,83.2429609,23350,0.5357002019882202,18,443095,442994,-40.039974212646484,18.01,24780
0.001,83.33235382000001,23351,1.132422685623169,18,443277,443176,-41.435577392578125,18.04,24790
0.001,83.15618682,23353,1.0372610092163086,18,443453,443352,-37.828365325927734,17.98,24800
0.001,82.95661442000001,23355,0.7292921543121338,18,443628,443527,-43.25324249267578,17.91,24810
0.001,82.85805260000001,23356,0.8203977346420288,19,443805,443704,-40.44622802734375,17.88,24820
0.001,82.81759269,23358,0.8269861340522766,19,443986,443885,-39.61068344116211,17.86,24830
0.001,83.0033219,23359,1.0130581855773926,19,444173,444072,-40.15357971191406,17.93,24840
