Wall time,Step,Value
1717926702.2278469,20480,632.2997436523438
1717926750.6941469,40960,982.5610961914062
1717926812.8529727,61440,695.1072387695312
1717926884.3200874,81920,657.720458984375
1717926955.5953367,102400,344.8475341796875
1717927027.2553828,122880,334.06634521484375
1717927099.9424193,143360,195.26080322265625
1717927171.155817,163840,210.52438354492188
1717927242.710203,184320,220.609619140625
1717927313.9494205,204800,206.3872528076172
1717927387.233035,225280,142.48989868164062
1717927459.7003963,245760,198.88145446777344
1717927532.9291558,266240,141.45474243164062
1717927605.8295505,286720,143.52877807617188
1717927678.249963,307200,321.03961181640625
1717927752.8276584,327680,163.18287658691406
1717927828.6101038,348160,241.393310546875
1717927901.9391513,368640,194.9027862548828
1717927976.341567,389120,198.86073303222656
1717928049.6731677,409600,177.7602081298828
1717928123.0794876,430080,148.0041046142578
1717928196.5214093,450560,100.1456298828125
1717928278.1005626,471040,153.29458618164062
1717928351.9443693,491520,141.6622314453125
1717928424.8804233,512000,118.91129302978516
1717928497.3945987,532480,150.69696044921875
1717928569.8822582,552960,101.68096923828125
1717928642.3051887,573440,198.39076232910156
1717928715.4740515,593920,179.29769897460938
1717928788.2208338,614400,200.47642517089844
1717928860.552982,634880,181.5301971435547
1717928933.0231528,655360,208.27365112304688
1717929005.7634017,675840,197.87306213378906
1717929078.6800663,696320,169.3896484375
1717929152.0560064,716800,172.12840270996094
1717929223.380226,737280,191.0681915283203
1717929294.6990914,757760,189.9016876220703
1717929365.8761954,778240,124.52461242675781
1717929437.979669,798720,162.97879028320312
1717929511.2438583,819200,200.27235412597656
1717929585.0453408,839680,149.4842529296875
1717929656.8636887,860160,118.28962707519531
1717929728.6474283,880640,229.5320281982422
1717929800.1440504,901120,131.3402099609375
1717929872.341245,921600,137.6842803955078
1717929944.748757,942080,120.8404312133789
1717930017.9016423,962560,142.50804138183594
1717930091.1125274,983040,105.81790161132812
1717930164.2177165,1003520,166.69070434570312
1717930237.3568163,1024000,161.9286651611328
1717930309.5357206,1044480,170.7090606689453
1717930381.683774,1064960,200.04678344726562
1717930455.2226934,1085440,210.23435974121094
1717930527.5196412,1105920,143.6037139892578
1717930598.9691527,1126400,99.89627075195312
1717930670.8177092,1146880,142.99342346191406
1717930742.3129277,1167360,113.7333984375
1717930815.004731,1187840,172.3303680419922
1717930887.14228,1208320,116.9236068725586
1717930959.243386,1228800,238.40660095214844
1717931030.6257014,1249280,117.50867462158203
1717931103.1173916,1269760,177.249267578125
1717931175.004906,1290240,180.26611328125
1717931245.9726055,1310720,179.1976776123047
1717931316.6440017,1331200,175.46722412109375
1717931389.0430229,1351680,156.8323211669922
1717931460.2385511,1372160,135.4887237548828
1717931531.1844537,1392640,155.07400512695312
1717931602.9614325,1413120,214.0748748779297
1717931675.9637673,1433600,184.11160278320312
1717931748.1782312,1454080,218.92047119140625
1717931819.5839427,1474560,186.41265869140625
1717931891.6255748,1495040,168.8013916015625
1717931963.527262,1515520,150.66004943847656
1717932035.5378046,1536000,159.63758850097656
1717932106.8583379,1556480,141.4477996826172
1717932178.1922147,1576960,215.99317932128906
1717932249.094295,1597440,321.0512390136719
1717932320.4953356,1617920,146.83006286621094
1717932391.1409526,1638400,232.29425048828125
1717932461.992793,1658880,137.0786590576172
1717932533.174402,1679360,178.938232421875
1717932603.583807,1699840,137.77023315429688
1717932674.6168888,1720320,142.99754333496094
1717932745.385979,1740800,249.95211791992188
