Wall time,Step,Value
1717926702.2278469,20480,31.84000015258789
1717926750.6941469,40960,47.720001220703125
1717926812.851971,61440,56.08000183105469
1717926884.3200874,81920,63.31999969482422
1717926955.5943367,102400,61.560001373291016
1717927027.2553828,122880,64.9000015258789
1717927099.9424193,143360,65.51000213623047
1717927171.155817,163840,69.38999938964844
1717927242.710203,184320,72.08000183105469
1717927313.948421,204800,69.86000061035156
1717927387.233035,225280,72.41000366210938
1717927459.7003963,245760,71.0
1717927532.9291558,266240,72.62000274658203
1717927605.8295505,286720,71.41000366210938
1717927678.249963,307200,73.94000244140625
1717927752.8271325,327680,70.27999877929688
1717927828.6101038,348160,73.91000366210938
1717927901.9391513,368640,73.80000305175781
1717927976.341567,389120,75.33999633789062
1717928049.6731677,409600,73.37000274658203
1717928123.0794876,430080,75.94999694824219
1717928196.5214093,450560,75.48999786376953
1717928278.1005626,471040,77.16999816894531
1717928351.9443693,491520,76.52999877929688
1717928424.8804233,512000,75.05000305175781
1717928497.3945987,532480,77.69999694824219
1717928569.8812234,552960,74.98999786376953
1717928642.304188,573440,75.69000244140625
1717928715.4740515,593920,76.73999786376953
1717928788.2208338,614400,77.29000091552734
1717928860.552982,634880,78.25
1717928933.0231528,655360,80.16999816894531
1717929005.7634017,675840,77.55999755859375
1717929078.6800663,696320,80.87999725341797
1717929152.0560064,716800,78.58999633789062
1717929223.380226,737280,78.81999969482422
1717929294.6980913,757760,81.41000366210938
1717929365.8761954,778240,76.7300033569336
1717929437.979669,798720,77.87999725341797
1717929511.2438583,819200,77.31999969482422
1717929585.0353405,839680,79.5199966430664
1717929656.8636887,860160,78.5999984741211
1717929728.6464267,880640,80.41000366210938
1717929800.1440504,901120,79.52999877929688
1717929872.341245,921600,77.26000213623047
1717929944.748757,942080,79.70999908447266
1717930017.9006317,962560,79.12000274658203
1717930091.1024885,983040,83.02999877929688
1717930164.2167172,1003520,80.9800033569336
1717930237.3568163,1024000,82.69000244140625
1717930309.5357206,1044480,82.12999725341797
1717930381.683774,1064960,77.62999725341797
1717930455.2226934,1085440,83.7699966430664
1717930527.5196412,1105920,81.45999908447266
1717930598.9691527,1126400,82.7300033569336
1717930670.8177092,1146880,79.06999969482422
1717930742.3129277,1167360,81.36000061035156
1717930815.004731,1187840,82.69999694824219
1717930887.14228,1208320,83.16000366210938
1717930959.243386,1228800,83.02999877929688
1717931030.6257014,1249280,85.01000213623047
1717931103.1173916,1269760,82.20999908447266
1717931175.004906,1290240,87.12999725341797
1717931245.9726055,1310720,83.5199966430664
1717931316.6440017,1331200,83.79000091552734
1717931389.0430229,1351680,89.77999877929688
1717931460.2385511,1372160,84.18000030517578
1717931531.1844537,1392640,90.62999725341797
1717931602.9614325,1413120,89.02999877929688
1717931675.9627678,1433600,88.0999984741211
1717931748.1782312,1454080,90.48999786376953
1717931819.5839427,1474560,91.37999725341797
1717931891.6255748,1495040,91.08999633789062
1717931963.527262,1515520,93.98999786376953
1717932035.5378046,1536000,90.80999755859375
1717932106.8583379,1556480,89.5
1717932178.1922147,1576960,91.8499984741211
1717932249.094295,1597440,94.83999633789062
1717932320.4953356,1617920,93.31999969482422
1717932391.1311564,1638400,88.54000091552734
1717932461.992793,1658880,93.62999725341797
1717932533.173377,1679360,94.45999908447266
1717932603.583807,1699840,88.31999969482422
1717932674.6168888,1720320,93.73999786376953
1717932745.3854604,1740800,93.62000274658203
1717932815.5772815,1761280,95.45999908447266
1717932886.021351,1781760,94.77999877929688
1717932955.9776106,1802240,94.80000305175781
1717933026.447433,1822720,93.86000061035156
1717933097.5951989,1843200,96.73999786376953
1717933172.6126087,1863680,97.83999633789062
1717933245.067625,1884160,95.43000030517578
1717933316.327715,1904640,98.5999984741211
1717933387.913973,1925120,95.83999633789062
1717933459.3003705,1945600,97.33000183105469
1717933530.4635665,1966080,99.62000274658203
1717933601.0469117,1986560,99.3499984741211
1717933671.5141141,2007040,95.08000183105469
1717933742.0843177,2027520,99.27999877929688
1717933814.0457866,2048000,95.87000274658203
1717933886.03039,2068480,91.69999694824219
1717933957.448149,2088960,93.0999984741211
1717934029.6465929,2109440,95.58000183105469
1717934101.6422946,2129920,98.30999755859375
1717934173.4036365,2150400,97.69999694824219
1717934244.935701,2170880,95.58999633789062
1717934315.4341035,2191360,99.68000030517578
1717934386.0679045,2211840,100.02999877929688
1717934456.9548328,2232320,99.4800033569336
1717934527.8403084,2252800,95.83999633789062
1717934598.8099067,2273280,98.68000030517578
1717934670.9102802,2293760,97.80999755859375
1717934743.2845638,2314240,97.47000122070312
1717934815.4855943,2334720,99.58999633789062
1717934887.6238399,2355200,97.06999969482422
1717934960.2792525,2375680,99.20999908447266
1717935031.5308504,2396160,94.3499984741211
1717935102.4713662,2416640,95.0999984741211
1717935173.903819,2437120,95.19999694824219
1717935244.2387183,2457600,96.72000122070312
