time/episodes,time/fps,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,train/actor_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates
5300,69,82432,0.33180829882621765,0.001,1187,-37.379783630371094,73.58105228,15.57,82331
5310,69,82584,0.43250495195388794,0.001,1190,-37.082115173339844,73.39360298000001,15.53,82483
5320,69,82735,0.47707754373550415,0.001,1192,-38.166831970214844,73.15970401,15.48,82634
5330,69,82889,0.28226059675216675,0.001,1194,-39.16230392456055,73.11524366,15.47,82788
5340,69,83044,0.3304774761199951,0.001,1196,-39.771240234375,72.98746702,15.44,82943
5350,69,83200,0.43035322427749634,0.001,1198,-36.36250305175781,72.95029691999999,15.43,83099
5360,69,83356,0.18889154493808746,0.001,1201,-38.087608337402344,73.04851366,15.45,83255
5370,69,83511,0.48209047317504883,0.001,1203,-37.648155212402344,73.15417378,15.47,83410
5380,69,83665,0.3369825482368469,0.001,1205,-35.63662338256836,73.14833671,15.47,83564
5390,69,83823,0.35531550645828247,0.001,1207,-37.92911148071289,73.25277889,15.49,83722
5400,69,83982,0.23505796492099762,0.001,1210,-38.193180084228516,73.30887560000001,15.5,83881
5410,69,84137,0.29951363801956177,0.001,1212,-39.291229248046875,73.44816792999998,15.53,84036
5420,69,84293,0.3395805060863495,0.001,1214,-36.6640625,73.68012028000001,15.58,84192
5430,69,84449,0.2046998143196106,0.001,1217,-36.666175842285156,73.77149952999999,15.6,84348
5440,69,84603,0.4528331756591797,0.001,1219,-35.379493713378906,73.7047695,15.59,84502
5450,69,84759,0.20371820032596588,0.001,1221,-37.761940002441406,73.70570574,15.59,84658
5460,69,84914,0.1928739845752716,0.001,1223,-39.335609436035156,73.65278521,15.58,84813
5470,69,85069,0.39102810621261597,0.001,1225,-39.131141662597656,73.65212859,15.58,84968
5480,69,85226,0.37810850143432617,0.001,1228,-37.850502014160156,73.80920846999999,15.61,85125
5490,69,85382,0.2820305824279785,0.001,1230,-36.36374282836914,73.71006432,15.59,85281
5500,69,85536,0.5605436563491821,0.001,1232,-37.23213195800781,73.46812063,15.54,85435
5510,69,85693,0.37237152457237244,0.001,1235,-36.724761962890625,73.56312389,15.56,85592
5520,69,85849,0.2789105772972107,0.001,1237,-35.251502990722656,73.56567103000002,15.56,85748
5530,69,86006,0.34813714027404785,0.001,1239,-37.296165466308594,73.61410412000001,15.57,85905
5540,69,86160,0.32577717304229736,0.001,1241,-37.612571716308594,73.63256535000001,15.57,86059
5550,69,86315,0.29799652099609375,0.001,1244,-38.41761016845703,73.58438375000001,15.56,86214
5560,69,86473,0.3664531707763672,0.001,1246,-35.901702880859375,73.7302786,15.59,86372
5570,69,86629,0.29968857765197754,0.001,1248,-37.952857971191406,73.77499879,15.6,86528
5580,69,86785,0.5468810796737671,0.001,1250,-38.891326904296875,73.71376170999999,15.59,86684
5590,69,86939,0.33899134397506714,0.001,1253,-35.764801025390625,73.62200175,15.57,86838
5600,69,87094,0.36447063088417053,0.001,1255,-36.38124465942383,73.67343262,15.58,86993
5610,69,87248,0.4717692732810974,0.001,1257,-38.08543395996094,73.53339600999999,15.55,87147
5620,69,87402,0.3116651475429535,0.001,1259,-37.05364227294922,73.44301176,15.53,87301
5630,69,87559,0.24150913953781128,0.001,1262,-37.58076477050781,73.44615035,15.53,87458
5640,69,87712,0.38290125131607056,0.001,1264,-38.04093933105469,73.38761132,15.52,87611
5650,69,87867,0.5752347707748413,0.001,1266,-36.95366668701172,73.38237406,15.52,87766
5660,69,88025,0.21461760997772217,0.001,1268,-37.889259338378906,73.37653392,15.52,87924
5670,69,88182,0.5813907980918884,0.001,1271,-37.09022521972656,73.42105429000001,15.53,88081
5680,69,88337,0.4484999477863312,0.001,1273,-38.224273681640625,73.37703633,15.52,88236
5690,69,88494,0.35898858308792114,0.001,1275,-37.03980255126953,73.51682441,15.55,88393
5700,69,88649,0.45677682757377625,0.001,1278,-36.07950973510742,73.50893282999999,15.55,88548
5710,69,88801,0.2562907040119171,0.001,1280,-38.20683670043945,73.41078982999998,15.53,88700
5720,69,88954,0.2612370550632477,0.001,1282,-37.01428985595703,73.359311,15.52,88853
5730,69,89109,0.3280433416366577,0.001,1284,-37.43402862548828,73.2647518,15.5,89008
5740,69,89265,0.49642571806907654,0.001,1286,-36.283851623535156,73.41327913,15.53,89164
5750,69,89422,0.44590315222740173,0.001,1288,-36.83367156982422,73.50823089,15.55,89321
5760,69,89579,0.37015777826309204,0.001,1291,-37.020965576171875,73.47024094,15.54,89478
5770,69,89736,0.27796709537506104,0.001,1293,-37.23488998413086,73.47432075,15.54,89635
5780,69,89891,0.3716435432434082,0.001,1295,-38.98320770263672,73.47818953000001,15.54,89790
5790,69,90046,0.43405938148498535,0.001,1298,-35.41913986206055,73.38780692,15.52,89945
5800,69,90201,0.3313923478126526,0.001,1300,-37.197261810302734,73.39071232,15.52,90100
5810,69,90357,0.1814219355583191,0.001,1302,-38.78962707519531,73.57733268,15.56,90256
5820,69,90512,0.37802717089653015,0.001,1304,-37.120792388916016,73.66483407,15.58,90411
5830,69,90666,0.39607107639312744,0.001,1306,-34.84111022949219,73.61406967,15.57,90565
5840,69,90825,0.4359370768070221,0.001,1309,-37.930335998535156,73.75865288000001,15.6,90724
5850,69,90982,0.5248370170593262,0.001,1311,-38.08505630493164,73.76305550000001,15.6,90881
5860,69,91137,0.5125048160552979,0.001,1313,-36.37942886352539,73.65368917999999,15.58,91036
5870,69,91290,0.3552820086479187,0.001,1315,-38.468589782714844,73.45752911,15.54,91189
5880,69,91444,0.24307195842266083,0.001,1317,-38.19410705566406,73.40486659,15.53,91343
5890,69,91602,0.34182316064834595,0.001,1320,-36.371299743652344,73.54003055,15.56,91501
5900,69,91757,0.376289039850235,0.001,1322,-35.54502868652344,73.53808681000001,15.56,91656
5910,69,91914,0.3467438817024231,0.001,1324,-38.18537139892578,73.59342037,15.57,91813
5920,69,92071,0.4151749610900879,0.001,1326,-37.38469696044922,73.69353718,15.59,91970
5930,69,92227,0.4651469588279724,0.001,1329,-36.32865905761719,73.78967382,15.61,92126
5940,69,92383,0.6050003170967102,0.001,1331,-36.079627990722656,73.63480287,15.58,92282
5950,69,92538,0.37291833758354187,0.001,1333,-34.00436019897461,73.53540273,15.56,92437
5960,69,92692,0.27929913997650146,0.001,1335,-37.156314849853516,73.49689217000001,15.55,92591
5970,69,92846,0.3787224292755127,0.001,1337,-36.42433547973633,73.54862874999999,15.56,92745
5980,69,93000,0.42430344223976135,0.001,1340,-38.61146545410156,73.55619658,15.56,92899
5990,69,93157,0.23400531709194183,0.001,1342,-37.67095184326172,73.51386702999999,15.55,93056
6000,69,93315,0.4528663158416748,0.001,1344,-36.74969482421875,73.65562968999998,15.58,93214
6010,69,93470,0.49780595302581787,0.001,1346,-36.5948371887207,73.55693577,15.56,93369
6020,69,93624,0.34408843517303467,0.001,1349,-38.667503356933594,73.41773723,15.53,93523
6030,69,93782,0.5976276397705078,0.001,1351,-35.91624450683594,73.50554559,15.55,93681
6040,69,93938,0.41623038053512573,0.001,1353,-37.06657028198242,73.50387350000001,15.55,93837
6050,69,94094,0.4762018620967865,0.001,1356,-37.92243957519531,73.55724756000001,15.56,93993
6060,69,94249,0.27956756949424744,0.001,1358,-35.56488800048828,73.59663200000001,15.57,94148
6070,69,94405,0.4451684355735779,0.001,1360,-38.17182540893555,73.68679016,15.59,94304
6080,69,94560,0.47494733333587646,0.001,1362,-36.02444076538086,73.73596851,15.6,94459
6090,69,94714,0.3994039297103882,0.001,1364,-37.85503005981445,73.59442924,15.57,94613
6100,69,94869,0.3587437570095062,0.001,1367,-37.561161041259766,73.45161780000001,15.54,94768
6110,69,95025,0.5930335521697998,0.001,1369,-35.945987701416016,73.50156717,15.55,94924
6120,69,95182,0.30987733602523804,0.001,1371,-38.29340362548828,73.64597490999999,15.58,95081
6130,69,95339,0.50977623462677,0.001,1374,-36.87158966064453,73.60248761000001,15.57,95238
6140,69,95497,0.30133315920829773,0.001,1376,-37.8252067565918,73.7040928,15.59,95396
6150,69,95649,0.2664220929145813,0.001,1378,-38.03826904296875,73.50714364999999,15.55,95548
6160,69,95806,0.47476208209991455,0.001,1380,-38.639930725097656,73.61207292,15.57,95705
6170,69,95961,0.44544175267219543,0.001,1382,-36.5017204284668,73.57414701,15.56,95860
6180,69,96117,0.4961394667625427,0.001,1385,-37.591766357421875,73.62221611,15.57,96016
6190,69,96275,0.29276371002197266,0.001,1387,-38.70429611206055,73.80769035999998,15.61,96174
6200,69,96430,0.4919337034225464,0.001,1389,-37.72797393798828,73.82287665,15.61,96329
6210,69,96585,0.16233882308006287,0.001,1391,-38.245826721191406,73.77841835000001,15.6,96484
6220,69,96739,0.43388602137565613,0.001,1393,-36.73857116699219,73.63386577,15.57,96638
6230,69,96895,0.37009140849113464,0.001,1396,-36.76304626464844,73.59208059999999,15.56,96794
6240,69,97049,0.21326422691345215,0.001,1398,-39.461021423339844,73.41247079,15.52,96948
6250,69,97201,0.45393478870391846,0.001,1400,-36.26791763305664,73.41854553000002,15.52,97100
6260,69,97356,0.3143652379512787,0.001,1403,-36.532081604003906,73.3174638,15.5,97255
6270,69,97511,0.2864791452884674,0.001,1405,-38.22652053833008,73.31289815999999,15.5,97410
6280,69,97669,0.46171724796295166,0.001,1407,-36.692955017089844,73.40560599999999,15.52,97568
6290,69,97822,0.31664353609085083,0.001,1409,-37.236083984375,73.17324209,15.47,97721
6300,69,97974,0.2000451534986496,0.001,1412,-39.652374267578125,73.02504104999998,15.44,97873
6310,69,98131,0.3738243877887726,0.001,1414,-37.52505111694336,73.11327594000001,15.46,98030
6320,69,98287,0.5627986788749695,0.001,1416,-38.347373962402344,73.19629025,15.48,98186
6330,69,98441,0.4614783227443695,0.001,1419,-37.62297058105469,73.10656178,15.46,98340
6340,69,98592,0.31226009130477905,0.001,1421,-40.14527130126953,72.95583106999999,15.43,98491
6350,69,98746,0.3584464192390442,0.001,1424,-37.592098236083984,73.05387366,15.45,98645
6360,69,98901,0.2279835045337677,0.001,1426,-38.939247131347656,73.05291944,15.45,98800
6370,69,99055,0.25838732719421387,0.001,1428,-38.14706802368164,73.00949206,15.44,98954
6380,69,99211,0.3924501836299896,0.001,1430,-35.99720764160156,72.90642798,15.42,99110
6390,69,99367,0.24657654762268066,0.001,1432,-39.549720764160156,73.03879986999999,15.45,99266
6400,69,99525,0.39511293172836304,0.001,1435,-34.12953186035156,73.31802707,15.51,99424
6410,69,99682,0.4790840744972229,0.001,1437,-34.780250549316406,73.31474858000001,15.51,99581
6420,69,99838,0.2668902575969696,0.001,1439,-35.78508758544922,73.32136169999998,15.51,99737
6430,69,99992,0.3650670349597931,0.001,1441,-36.82716369628906,73.31932508000001,15.51,99891
6440,69,100147,0.5237053036689758,0.001,1444,-36.942604064941406,73.5102521,15.55,100046
6450,69,100303,0.39150452613830566,0.001,1446,-37.087158203125,73.59643086,15.57,100202
6460,69,100460,0.36308225989341736,0.001,1448,-39.300804138183594,73.69958847,15.59,100359
6470,69,100619,0.5566778779029846,0.001,1451,-35.305973052978516,73.92947314,15.64,100518
6480,69,100773,0.36266040802001953,0.001,1453,-38.709049224853516,73.84230559,15.62,100672
6490,69,100928,0.42986446619033813,0.001,1455,-36.582847595214844,73.79921155999999,15.61,100827
6500,69,101087,0.42822736501693726,0.001,1457,-38.745697021484375,73.85049479999999,15.62,100986
6510,69,101243,0.3390244245529175,0.001,1460,-36.29356384277344,73.80808123999999,15.61,101142
6520,69,101399,0.27523839473724365,0.001,1462,-37.631195068359375,73.80684058,15.61,101298
6530,69,101554,0.3617839515209198,0.001,1464,-38.192901611328125,73.85025123,15.62,101453
6540,69,101712,0.2176135778427124,0.001,1467,-39.16799545288086,73.98974868,15.65,101611
6550,69,101865,0.5268621444702148,0.001,1469,-37.75840759277344,73.84651847999999,15.62,101764
6560,69,102022,0.4750182628631592,0.001,1471,-36.97320556640625,73.84374123,15.62,101921
6570,69,102179,0.33426356315612793,0.001,1473,-37.4505615234375,73.75350144,15.6,102078
6580,69,102336,0.23907601833343506,0.001,1475,-36.47639465332031,73.89295331,15.63,102235
6590,69,102490,0.24581189453601837,0.001,1478,-36.748802185058594,73.85080202,15.62,102389
6600,69,102643,0.40040409564971924,0.001,1480,-37.85029983520508,73.56681643,15.56,102542
6610,69,102797,0.2755342721939087,0.001,1482,-36.586570739746094,73.46985128000001,15.54,102696
6620,69,102950,0.4496907591819763,0.001,1484,-37.885223388671875,73.34139789999999,15.51,102849
6630,69,103104,0.3319436013698578,0.001,1486,-38.39339065551758,73.29107931,15.5,103003
6640,69,103258,0.42761358618736267,0.001,1489,-38.401336669921875,73.10533837000001,15.46,103157
6650,69,103416,0.2220081090927124,0.001,1491,-38.451839447021484,73.34911683,15.51,103315
6660,69,103570,0.3414326012134552,0.001,1493,-36.004878997802734,73.20445209,15.48,103469
6670,69,103726,0.583449125289917,0.001,1495,-35.76242446899414,73.15912789,15.47,103625
6680,69,103880,0.23646259307861328,0.001,1498,-37.16531753540039,73.01624752999999,15.44,103779
6690,69,104031,0.3851487636566162,0.001,1500,-37.361305236816406,72.86863793,15.41,103930
6700,69,104185,0.46660977602005005,0.001,1502,-39.1192626953125,72.91661631000001,15.42,104084
6710,69,104341,0.4000422954559326,0.001,1504,-38.84898376464844,73.00976596000001,15.44,104240
6720,69,104497,0.30629104375839233,0.001,1506,-39.657005310058594,73.14324128,15.47,104396
6730,69,104652,0.37087899446487427,0.001,1508,-37.98561096191406,73.19174206999999,15.48,104551
6740,69,104807,0.41747617721557617,0.001,1511,-36.330223083496094,73.24185578,15.49,104706
6750,69,104960,0.3719066083431244,0.001,1513,-37.16716766357422,73.0026796,15.44,104859
6760,69,105116,0.45657485723495483,0.001,1515,-36.623390197753906,73.09374915000001,15.46,105015
6770,69,105272,0.3525809645652771,0.001,1517,-38.06666946411133,73.09493033000001,15.46,105171
6780,69,105426,0.429887980222702,0.001,1519,-37.00676727294922,73.09085209,15.46,105325
6790,69,105581,0.3922443687915802,0.001,1521,-35.79966354370117,73.28670440999998,15.5,105480
6800,69,105734,0.327418714761734,0.001,1524,-37.9114990234375,73.23870576,15.49,105633
6810,69,105888,0.2966731786727905,0.001,1526,-38.433746337890625,73.15322936999999,15.47,105787
6820,69,106043,0.3736777901649475,0.001,1528,-37.74168395996094,73.10294680000001,15.46,105942
6830,69,106198,0.3994731903076172,0.001,1530,-37.20120620727539,73.09936252,15.46,106097
6840,69,106353,0.3818053603172302,0.001,1533,-36.13249969482422,73.1043304,15.46,106252
6850,69,106508,0.31768158078193665,0.001,1535,-40.882965087890625,73.20008518,15.48,106407
6860,69,106661,0.2993536591529846,0.001,1537,-39.08659362792969,73.05872024,15.45,106560
6870,69,106818,0.5064953565597534,0.001,1539,-36.69834518432617,73.10298968000001,15.46,106717
6880,69,106972,0.42100921273231506,0.001,1541,-36.61919021606445,73.11087681,15.46,106871
6890,69,107127,0.3625575304031372,0.001,1544,-35.77717971801758,73.09763636,15.46,107026
6900,69,107282,0.4165179133415222,0.001,1546,-37.22270584106445,73.18159248,15.48,107181
6910,69,107438,0.3904878497123718,0.001,1548,-38.4576301574707,73.26331465,15.5,107337
6920,69,107594,0.45531246066093445,0.001,1550,-36.562374114990234,73.31639414,15.51,107493
6930,69,107751,0.5243428349494934,0.001,1553,-37.25165939331055,73.41371038000001,15.53,107650
6940,69,107906,0.3334938585758209,0.001,1555,-34.89776611328125,73.40414919,15.53,107805
6950,69,108062,0.21935519576072693,0.001,1557,-39.55939483642578,73.44713689,15.54,107961
6960,69,108217,0.3908715844154358,0.001,1559,-38.91498947143555,73.54478577,15.56,108116
6970,69,108373,0.339688241481781,0.001,1562,-36.049232482910156,73.49495763,15.55,108272
6980,69,108527,0.32716506719589233,0.001,1564,-37.062103271484375,73.48358724,15.55,108426
6990,69,108682,0.3865053057670593,0.001,1566,-35.26813507080078,73.49353028,15.55,108581
7000,69,108837,0.3890358805656433,0.001,1569,-37.82626724243164,73.49787343999999,15.55,108736
7010,69,108990,0.2248985916376114,0.001,1571,-38.463539123535156,73.36126846,15.52,108889
7020,69,109145,0.5145188570022583,0.001,1573,-36.4202880859375,73.30937551,15.51,109044
7030,69,109303,0.6102368831634521,0.001,1575,-35.678524017333984,73.35591931,15.52,109202
7040,69,109457,0.5303025245666504,0.001,1578,-37.19886016845703,73.31437989,15.51,109356
7050,69,109612,0.30831587314605713,0.001,1580,-39.26891326904297,73.27039232999999,15.5,109511
7060,69,109766,0.2949225902557373,0.001,1582,-36.861053466796875,73.21411949,15.49,109665
7070,69,109921,0.44658753275871277,0.001,1584,-37.593929290771484,73.17306074999999,15.48,109820
7080,69,110076,0.5160008072853088,0.001,1586,-35.54563903808594,73.22497693,15.49,109975
7090,69,110231,0.39976978302001953,0.001,1588,-40.00360870361328,73.22318969000001,15.49,110130
7100,69,110388,0.30810391902923584,0.001,1591,-38.02342224121094,73.32233416,15.51,110287
7110,69,110544,0.30429965257644653,0.001,1593,-38.52056121826172,73.46585108,15.54,110443
7120,69,110699,0.26996123790740967,0.001,1595,-38.31275177001953,73.47020488999999,15.54,110598
7130,69,110854,0.5067276954650879,0.001,1597,-37.94105911254883,73.33406403000001,15.51,110753
7140,69,111008,0.3815664052963257,0.001,1600,-38.28684997558594,73.33297259000001,15.51,110907
7150,69,111162,0.3362983167171478,0.001,1602,-37.09947204589844,73.28818243000002,15.5,111061
7160,69,111318,0.43229934573173523,0.001,1604,-36.32756042480469,73.38699112,15.52,111217
7170,69,111473,0.3758607506752014,0.001,1606,-37.49940872192383,73.38394282,15.52,111372
7180,69,111628,0.40419653058052063,0.001,1608,-37.352027893066406,73.39331121000001,15.52,111527
7190,69,111784,0.43283480405807495,0.001,1611,-37.3140754699707,73.43513281,15.53,111683
7200,69,111939,0.33743593096733093,0.001,1613,-37.47040557861328,73.34088776,15.51,111838
7210,69,112095,0.3119673728942871,0.001,1615,-36.7900390625,73.33499184000001,15.51,111994
7220,69,112252,0.47417426109313965,0.001,1617,-36.09324645996094,73.42344187,15.53,112151
7230,69,112406,0.2687875032424927,0.001,1620,-36.80573272705078,73.37204138999999,15.52,112305
7240,69,112562,0.35692235827445984,0.001,1622,-37.70896911621094,73.46242602000001,15.54,112461
7250,69,112718,0.3549562692642212,0.001,1624,-35.52703857421875,73.55126298,15.56,112617
7260,69,112874,0.3384081721305847,0.001,1626,-37.47364807128906,73.56324289,15.56,112773
7270,69,113031,0.40375232696533203,0.001,1628,-38.02354431152344,73.65161477,15.58,112930
7280,69,113187,0.2302401214838028,0.001,1631,-37.717044830322266,73.69374296000001,15.59,113086
7290,69,113342,0.5108111500740051,0.001,1633,-38.06555938720703,73.66571681,15.58,113241
7300,69,113498,0.3401380777359009,0.001,1635,-37.57252502441406,73.71586023,15.59,113397
7310,69,113657,0.2329728901386261,0.001,1637,-37.572025299072266,73.865835,15.62,113556
7320,69,113811,0.2038428634405136,0.001,1640,-37.94245910644531,73.7232524,15.59,113710
7330,69,113965,0.3644145727157593,0.001,1642,-37.28155517578125,73.72288465000001,15.59,113864
7340,69,114119,0.3278210759162903,0.001,1644,-37.11933898925781,73.62117819000001,15.57,114018
7350,69,114274,0.3119889199733734,0.001,1646,-36.646541595458984,73.58155058999999,15.56,114173
7360,69,114431,0.3764057755470276,0.001,1649,-36.308677673339844,73.62241535000001,15.57,114330
7370,69,114583,0.37194591760635376,0.001,1651,-37.18966293334961,73.38980036,15.52,114482
7380,69,114738,0.49182435870170593,0.001,1653,-37.97896957397461,73.3499296,15.51,114637
7390,69,114894,0.4945624768733978,0.001,1655,-36.46210861206055,73.38377635,15.52,114793
7400,69,115047,0.18158794939517975,0.001,1657,-36.28069305419922,73.23456510999999,15.49,114946
7410,69,115202,0.45584189891815186,0.001,1660,-36.039520263671875,73.04057697,15.45,115101
7420,69,115358,0.22657319903373718,0.001,1662,-39.75712585449219,73.13975358,15.47,115257
7430,69,115514,0.30631348490715027,0.001,1664,-35.58747863769531,73.23592957,15.49,115413
7440,69,115668,0.3142242133617401,0.001,1666,-37.662742614746094,73.24444324000001,15.49,115567
7450,69,115824,0.40536659955978394,0.001,1669,-37.917442321777344,73.28455801,15.5,115723
7460,69,115980,0.2466510534286499,0.001,1671,-39.59894561767578,73.23769736,15.49,115879
7470,69,116136,0.2999197244644165,0.001,1673,-37.05848693847656,73.4283143,15.53,116035
7480,69,116291,0.32040196657180786,0.001,1675,-36.94353485107422,73.42288972,15.53,116190
7490,69,116446,0.24391837418079376,0.001,1678,-36.65460205078125,73.3787281,15.52,116345
7500,69,116602,0.3188953697681427,0.001,1680,-37.45513916015625,73.52394518,15.55,116501
7510,69,116758,0.4747691750526428,0.001,1682,-35.22039031982422,73.57364765,15.56,116657
7520,69,116917,0.2698964476585388,0.001,1684,-36.37578582763672,73.71758931999999,15.59,116816
7530,69,117070,0.3048584461212158,0.001,1687,-37.300270080566406,73.56678378000001,15.56,116969
7540,69,117224,0.37612879276275635,0.001,1689,-36.899513244628906,73.55987365,15.56,117123
7550,69,117381,0.3432287573814392,0.001,1691,-36.70487594604492,73.61719226000001,15.57,117280
7560,69,117537,0.3632027804851532,0.001,1693,-37.82670974731445,73.62313588999999,15.57,117436
7570,69,117691,0.22234749794006348,0.001,1696,-38.958412170410156,73.53001151000001,15.55,117590
7580,69,117848,0.2728257477283478,0.001,1698,-38.07974624633789,73.63136652,15.57,117747
7590,69,118003,0.406348317861557,0.001,1700,-37.85741424560547,73.61911462,15.57,117902
7600,69,118159,0.2705209255218506,0.001,1702,-39.11689758300781,73.62483305,15.57,118058
7610,69,118312,0.5390578508377075,0.001,1705,-34.67462158203125,73.47997217,15.54,118211
7620,69,118470,0.4130379557609558,0.001,1707,-37.86244201660156,73.42849075,15.53,118369
7630,69,118625,0.49844422936439514,0.001,1709,-37.07846450805664,73.5265426,15.55,118524
7640,69,118778,0.43528008460998535,0.001,1712,-37.206939697265625,73.49005921000001,15.54,118677
7650,69,118931,0.2442883551120758,0.001,1714,-38.659950256347656,73.28706050000001,15.5,118830
7660,69,119085,0.42070716619491577,0.001,1716,-37.29367446899414,73.18950205000002,15.48,118984
7670,69,119239,0.2012074738740921,0.001,1719,-38.190269470214844,73.1874314,15.48,119138
7680,69,119396,0.25912952423095703,0.001,1721,-37.250335693359375,73.17501186000001,15.48,119295
7690,69,119554,0.2579241394996643,0.001,1723,-36.962100982666016,73.32387480999999,15.51,119453
7700,69,119710,0.28876757621765137,0.001,1725,-36.748374938964844,73.32367599999999,15.51,119609
7710,69,119865,0.4120648205280304,0.001,1727,-36.002445220947266,73.41707758000001,15.53,119764
7720,69,120022,0.48952141404151917,0.001,1730,-35.24945068359375,73.37303249,15.52,119921
7730,69,120176,0.32527467608451843,0.001,1732,-38.13325500488281,73.32662962,15.51,120075
7740,69,120330,0.519696056842804,0.001,1734,-35.8338508605957,73.37080867,15.52,120229
7750,69,120487,0.30058640241622925,0.001,1737,-37.46114730834961,73.55807472,15.56,120386
7760,69,120642,0.49872326850891113,0.001,1739,-36.330745697021484,73.60393409,15.57,120541
7770,69,120799,0.301829069852829,0.001,1741,-38.648826599121094,73.73875401,15.6,120698
7780,69,120951,0.19803839921951294,0.001,1744,-37.92504119873047,73.51291067,15.55,120850
7790,69,121107,0.307099848985672,0.001,1746,-38.54981231689453,73.42559665,15.53,121006
7800,69,121260,0.38918647170066833,0.001,1748,-38.089569091796875,73.28604162999999,15.5,121159
7810,69,121416,0.3641722798347473,0.001,1750,-37.34276580810547,73.33782642999999,15.51,121315
7820,69,121574,0.20797812938690186,0.001,1753,-37.9686279296875,73.38057280999999,15.52,121473
7830,69,121729,0.4133033752441406,0.001,1755,-37.027584075927734,73.43543576,15.53,121628
7840,69,121886,0.4253886342048645,0.001,1757,-37.456573486328125,73.57811427,15.56,121785
7850,69,122041,0.4362064599990845,0.001,1759,-36.64634323120117,73.49462691,15.54,121940
7860,69,122197,0.38650017976760864,0.001,1762,-36.96113586425781,73.54020797,15.55,122096
7870,69,122352,0.24280625581741333,0.001,1764,-38.117164611816406,73.45765560000001,15.53,122251
7880,69,122507,0.3653991222381592,0.001,1766,-36.691505432128906,73.58676897999999,15.56,122406
7890,69,122659,0.31949782371520996,0.001,1769,-37.0797119140625,73.39222038999999,15.52,122558
7900,69,122816,0.43557417392730713,0.001,1771,-37.68260955810547,73.5728735,15.56,122715
7910,69,122971,0.3571956157684326,0.001,1773,-37.89228057861328,73.52044802,15.55,122870
7920,69,123126,0.3790361285209656,0.001,1775,-37.57770919799805,73.38236471,15.52,123025
7930,69,123280,0.3242790699005127,0.001,1777,-37.0900993347168,73.32961250999999,15.51,123179
7940,69,123435,0.19442659616470337,0.001,1780,-38.39714050292969,73.23494505999999,15.49,123334
7950,69,123591,0.3292344808578491,0.001,1782,-38.97753143310547,73.27629298999999,15.5,123490
7960,69,123747,0.4872695505619049,0.001,1784,-35.95524597167969,73.27930525000001,15.5,123646
7970,69,123903,0.4574955999851227,0.001,1787,-35.4912109375,73.32075671000001,15.51,123802
7980,69,124058,0.3739820718765259,0.001,1789,-38.022315979003906,73.32874598999999,15.51,123957
7990,69,124215,0.3723098337650299,0.001,1791,-37.41987228393555,73.56547162999999,15.56,124114
8000,69,124370,0.4299272894859314,0.001,1794,-37.881752014160156,73.47652121,15.54,124269
8010,69,124526,0.2596503496170044,0.001,1796,-38.60152053833008,73.52952888,15.55,124425
8020,69,124681,0.46745824813842773,0.001,1798,-34.53836441040039,73.53020054999999,15.55,124580
8030,69,124837,0.3711344599723816,0.001,1801,-37.598114013671875,73.62385574999999,15.57,124736
8040,69,124994,0.2367783784866333,0.001,1803,-37.718055725097656,73.71415759,15.59,124893
8050,69,125152,0.4055960178375244,0.001,1805,-35.08665466308594,73.8118984,15.61,125051
8060,69,125304,0.34150469303131104,0.001,1808,-36.22613525390625,73.62455243,15.57,125203
8070,69,125459,0.34289705753326416,0.001,1810,-34.485069274902344,73.57752743,15.56,125358
8080,69,125614,0.41657721996307373,0.001,1812,-37.48534393310547,73.5811401,15.56,125513
8090,69,125769,0.34069305658340454,0.001,1815,-36.84026336669922,73.48805506,15.54,125668
8100,69,125923,0.40281352400779724,0.001,1817,-38.00294494628906,73.44050255,15.53,125822
8110,69,126077,0.37164294719696045,0.001,1819,-37.32783126831055,73.34243749000001,15.51,125976
8120,69,126232,0.16675248742103577,0.001,1822,-37.369728088378906,73.34384565,15.51,126131
8130,69,126385,0.33834517002105713,0.001,1824,-36.99496841430664,73.20454297,15.48,126284
8140,69,126540,0.2790476381778717,0.001,1826,-38.28900146484375,73.1037266,15.46,126439
8150,69,126696,0.22781652212142944,0.001,1828,-38.42335510253906,73.00134463,15.44,126595
8160,69,126850,0.4184265434741974,0.001,1831,-35.327457427978516,73.08933984000001,15.46,126749
8170,69,127007,0.26003050804138184,0.001,1833,-38.71568298339844,73.18035748999999,15.48,126906
8180,69,127163,0.31101512908935547,0.001,1835,-37.59503173828125,73.21502302,15.49,127062
8190,69,127317,0.42313215136528015,0.001,1838,-37.906333923339844,73.16925506000001,15.48,127216
8200,69,127470,0.29622694849967957,0.001,1840,-38.69969940185547,73.12444505,15.47,127369
8210,69,127627,0.2686988115310669,0.001,1842,-39.306968688964844,73.26913601999999,15.5,127526
8220,69,127783,0.3942047655582428,0.001,1844,-37.86112594604492,73.31363913,15.51,127682
8230,69,127938,0.42557287216186523,0.001,1846,-36.563873291015625,73.41250106,15.53,127837
8240,69,128094,0.4113771319389343,0.001,1848,-36.91830062866211,73.46173400999999,15.54,127993
8250,69,128251,0.628406286239624,0.001,1851,-37.736663818359375,73.51720109,15.55,128150
8260,69,128406,0.37493741512298584,0.001,1853,-35.33790588378906,73.56560863,15.56,128305
