time/episodes,time/fps,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,train/actor_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates
610,68,9607,0.7056298851966858,0.001,139,-38.835044860839844,72.96357614,15.43,9506
620,68,9763,0.3640112280845642,0.001,142,-37.69004821777344,72.96799355000002,15.43,9662
630,68,9918,0.5118892192840576,0.001,144,-39.77305603027344,73.01732028999999,15.44,9817
640,68,10073,0.47032976150512695,0.001,146,-36.80169677734375,73.06483548,15.45,9972
650,68,10231,0.505037784576416,0.001,148,-37.271827697753906,73.39226468000001,15.52,10130
660,68,10387,0.49731916189193726,0.001,151,-37.60504913330078,73.49203545,15.54,10286
670,68,10542,0.47746264934539795,0.001,153,-34.841522216796875,73.49399902,15.54,10441
680,68,10699,0.8006939888000488,0.001,155,-35.54319381713867,73.73987804000001,15.59,10598
690,68,10853,0.4511678218841553,0.001,157,-36.20774459838867,73.78409219000001,15.6,10752
700,68,11008,0.389093279838562,0.001,159,-36.74182891845703,73.64480814000001,15.57,10907
710,68,11163,0.39357027411460876,0.001,162,-39.9820556640625,73.5912662,15.56,11062
720,68,11318,1.2907342910766602,0.001,164,-35.73352813720703,73.53820350999999,15.55,11217
730,68,11473,0.3847864270210266,0.001,166,-37.59389877319336,73.52877493999999,15.55,11372
740,68,11628,0.3623208701610565,0.001,169,-38.41941833496094,73.52867827,15.55,11527
750,68,11782,0.3552814722061157,0.001,171,-36.762733459472656,73.34104482000001,15.51,11681
760,68,11938,0.6406511664390564,0.001,173,-38.06068420410156,73.3379963,15.51,11837
770,68,12094,0.2442329376935959,0.001,176,-39.411502838134766,73.38484583000002,15.52,11993
780,68,12247,0.2941325604915619,0.001,178,-38.27717590332031,73.18491328,15.48,12146
790,68,12402,0.9241498708724976,0.001,180,-40.39588928222656,73.23334592,15.49,12301
800,68,12557,0.29831230640411377,0.001,182,-40.810977935791016,73.23667629,15.49,12456
810,68,12710,0.41568201780319214,0.001,185,-36.656822204589844,73.14494223000001,15.47,12609
820,68,12864,0.3248336911201477,0.001,187,-39.80854797363281,73.11187266,15.46,12763
830,68,13020,0.36489975452423096,0.001,189,-37.175270080566406,73.16882466000001,15.47,12919
840,68,13173,0.599433958530426,0.001,191,-35.87397766113281,73.06723720999999,15.45,13072
850,68,13331,0.41566717624664307,0.001,193,-36.795440673828125,73.25351444,15.49,13230
860,68,13485,0.485302209854126,0.001,196,-35.906742095947266,73.15703709,15.47,13384
870,68,13641,0.33273160457611084,0.001,198,-38.52613830566406,73.15917668000002,15.47,13540
880,68,13797,0.5737802982330322,0.001,200,-37.08803176879883,73.29852653999998,15.5,13696
890,68,13955,0.45720982551574707,0.001,202,-36.418731689453125,73.43736573,15.53,13854
900,68,14112,0.2970907688140869,0.001,205,-39.277801513671875,73.51855709,15.55,14011
910,68,14266,0.23957213759422302,0.001,207,-38.62852478027344,73.57637486,15.56,14165
920,68,14421,0.5344284772872925,0.001,209,-38.42879104614258,73.61295631000002,15.57,14320
930,68,14577,0.3690733313560486,0.001,212,-39.43213653564453,73.60692004999999,15.57,14476
940,68,14731,0.42331695556640625,0.001,214,-38.39179229736328,73.65302601999998,15.58,14630
950,68,14886,0.4640690088272095,0.001,216,-38.480064392089844,73.5203544,15.55,14785
960,68,15039,0.4416823387145996,0.001,218,-39.15334701538086,73.4741423,15.54,14938
970,68,15196,0.5149226784706116,0.001,221,-38.81404113769531,73.52054625999999,15.55,15095
980,68,15352,0.3241291642189026,0.001,223,-39.327301025390625,73.52310166000001,15.55,15251
990,68,15505,0.4526660442352295,0.001,225,-34.837711334228516,73.28629895,15.5,15404
1000,68,15662,0.5559417605400085,0.001,227,-36.33251953125,73.29536735999999,15.5,15561
1010,68,15819,0.5743893980979919,0.001,229,-35.07231521606445,73.42843398000001,15.53,15718
1020,68,15975,0.46084916591644287,0.001,232,-39.052921295166016,73.47129150999999,15.54,15874
1030,68,16128,0.4789007604122162,0.001,234,-35.026336669921875,73.33011101,15.51,16027
1040,68,16284,0.5724614262580872,0.001,236,-37.229984283447266,73.43128354999999,15.53,16183
1050,68,16437,0.24679744243621826,0.001,238,-36.438697814941406,73.32130186999999,15.51,16336
1060,68,16591,0.4800336956977844,0.001,241,-37.7786865234375,73.37196925,15.52,16490
1070,68,16744,0.38662976026535034,0.001,243,-37.95875549316406,73.17910646,15.48,16643
1080,68,16899,0.34607285261154175,0.001,245,-34.64662170410156,73.13081889999998,15.47,16798
1090,68,17055,0.6258639097213745,0.001,247,-34.23424530029297,73.26736192,15.5,16954
1100,68,17212,0.3838205933570862,0.001,249,-36.948692321777344,73.27011217,15.5,17111
1110,68,17365,0.484464555978775,0.001,251,-37.65223693847656,73.07226515,15.46,17264
1120,68,17520,0.30171042680740356,0.001,254,-38.673828125,73.03236119000002,15.45,17419
1130,68,17674,0.48073792457580566,0.001,256,-36.23295211791992,73.0753431,15.46,17573
1140,68,17827,0.20703929662704468,0.001,258,-38.38022232055664,72.93285087999999,15.43,17726
1150,69,17981,0.22840669751167297,0.001,260,-35.628089904785156,72.98825687,15.44,17880
1160,69,18137,0.4147651791572571,0.001,262,-38.5295295715332,73.07806155,15.46,18036
1170,69,18291,0.284692645072937,0.001,264,-38.473045349121094,73.12894938000001,15.47,18190
1180,69,18447,0.34580785036087036,0.001,267,-38.15489196777344,73.17406889,15.48,18346
1190,69,18603,0.3065272271633148,0.001,269,-35.84095001220703,73.18458127,15.48,18502
1200,69,18760,0.49744683504104614,0.001,271,-35.11271667480469,73.17652249000001,15.48,18659
1210,69,18916,0.33304446935653687,0.001,273,-36.67041778564453,73.32623683999999,15.51,18815
1220,69,19071,0.31664323806762695,0.001,276,-38.248382568359375,73.3255419,15.51,18970
1230,69,19225,0.49125850200653076,0.001,278,-35.488067626953125,73.33159694,15.51,19124
1240,69,19380,0.32637637853622437,0.001,280,-38.087005615234375,73.42291048000001,15.53,19279
1250,69,19536,0.3191256523132324,0.001,282,-39.690826416015625,73.51903386000002,15.55,19435
1260,69,19690,0.5987861156463623,0.001,285,-33.860923767089844,73.42535286,15.53,19589
1270,69,19844,0.4591038227081299,0.001,287,-36.68013000488281,73.42885918,15.53,19743
1280,69,19996,0.4362294673919678,0.001,289,-35.67963790893555,73.23747002,15.49,19895
1290,69,20152,0.4652516543865204,0.001,291,-39.13086700439453,73.23459163,15.49,20051
1300,69,20308,0.500240683555603,0.001,293,-35.24561309814453,73.19850857,15.48,20207
1310,69,20464,0.5508869886398315,0.001,296,-35.79389953613281,73.20286703999999,15.48,20363
1320,69,20620,0.31840550899505615,0.001,298,-38.064823150634766,73.24838616999999,15.49,20519
1330,69,20775,0.31395062804222107,0.001,300,-38.26430892944336,73.29585802000001,15.5,20674
1340,69,20931,0.5754172801971436,0.001,302,-36.53659439086914,73.33971139999998,15.51,20830
1350,69,21084,0.578774631023407,0.001,304,-35.24696731567383,73.20140149999999,15.48,20983
1360,69,21241,0.32559749484062195,0.001,307,-37.17029571533203,73.34650293,15.51,21140
1370,69,21393,0.4605625867843628,0.001,309,-36.620994567871094,73.24471937999999,15.49,21292
1380,69,21548,0.5668280720710754,0.001,311,-34.55830383300781,73.38771611,15.52,21447
1390,69,21705,0.3430211544036865,0.001,313,-38.09639358520508,73.42346105000001,15.53,21604
1400,69,21859,0.6444739103317261,0.001,315,-36.159095764160156,73.32334592000001,15.51,21758
1410,69,22014,0.6929200887680054,0.001,318,-36.633056640625,73.26544928,15.5,21913
1420,69,22169,0.34198683500289917,0.001,320,-39.31220626831055,73.21446418,15.49,22068
1430,69,22324,0.36865347623825073,0.001,322,-37.649436950683594,73.21103651,15.49,22223
1440,69,22480,0.2346256524324417,0.001,324,-39.152320861816406,73.21193595,15.49,22379
1450,69,22633,0.35088542103767395,0.001,327,-34.56093978881836,73.21463793000001,15.49,22532
1460,69,22787,0.5621615648269653,0.001,329,-37.687042236328125,73.06383238000001,15.46,22686
1470,69,22944,0.3616522550582886,0.001,331,-38.17692565917969,73.30178406,15.51,22843
1480,69,23102,0.4106946587562561,0.001,333,-38.32093811035156,73.44731051000002,15.54,23001
1490,69,23259,0.4992624521255493,0.001,336,-36.121395111083984,73.45722214,15.54,23158
1500,69,23414,0.5127418041229248,0.001,338,-34.30027770996094,73.50387006,15.55,23313
1510,69,23568,0.5748384594917297,0.001,340,-36.143733978271484,73.46041574,15.54,23467
1520,69,23723,0.5599622130393982,0.001,342,-38.28712463378906,73.46641873,15.54,23622
1530,69,23879,0.4082919955253601,0.001,344,-38.796539306640625,73.52157178,15.55,23778
1540,69,24035,0.5111714005470276,0.001,346,-36.88805389404297,73.52640289,15.55,23934
1550,69,24191,0.3124596178531647,0.001,349,-38.41216278076172,73.66675185000001,15.58,24090
1560,69,24344,0.3812156617641449,0.001,351,-36.62737274169922,73.62181058,15.57,24243
1570,69,24500,0.3204749524593353,0.001,353,-37.92439270019531,73.5832028,15.56,24399
1580,69,24656,0.41201287508010864,0.001,355,-35.64158630371094,73.48900977,15.54,24555
1590,69,24810,0.5115572214126587,0.001,358,-37.07427215576172,73.34747401,15.51,24709
1600,69,24964,0.361049622297287,0.001,360,-40.18109893798828,73.28917378,15.5,24863
1610,69,25120,0.30402037501335144,0.001,362,-37.17680358886719,73.38785985999999,15.52,25019
1620,69,25274,0.17264680564403534,0.001,364,-37.19968032836914,73.33217871,15.51,25173
1630,69,25428,0.33214694261550903,0.001,367,-37.02848434448242,73.23044683000002,15.49,25327
1640,69,25583,0.4691462814807892,0.001,369,-37.89323425292969,73.18013954999999,15.48,25482
1650,69,25737,0.4629679322242737,0.001,371,-37.888450622558594,73.081826,15.46,25636
1660,69,25894,0.3405299186706543,0.001,373,-37.369136810302734,73.27375345,15.5,25793
1670,69,26048,0.42749863862991333,0.001,375,-37.570213317871094,73.16864924000001,15.48,25947
1680,69,26204,0.5288355350494385,0.001,378,-37.255638122558594,73.17129116000001,15.48,26103
1690,69,26361,0.2807886302471161,0.001,380,-39.47952651977539,73.31666183,15.51,26260
1700,69,26516,0.4664801359176636,0.001,382,-37.07722473144531,73.38857832000001,15.52,26415
1710,69,26672,0.42309603095054626,0.001,384,-37.51296615600586,73.38786893,15.52,26571
1720,69,26824,0.5462738275527954,0.001,386,-35.742401123046875,73.29290047,15.5,26723
1730,69,26980,0.5517278909683228,0.001,388,-34.43310546875,73.38317967,15.52,26879
1740,69,27135,0.3485735058784485,0.001,391,-38.496620178222656,73.38899172999999,15.52,27034
1750,69,27286,0.46335023641586304,0.001,393,-35.779296875,73.24060456000001,15.49,27185
1760,69,27442,0.32197773456573486,0.001,395,-38.407135009765625,73.19041332,15.48,27341
1770,69,27596,0.6431527733802795,0.001,397,-35.519065856933594,73.19031412999999,15.48,27495
1780,69,27750,0.2639881670475006,0.001,399,-38.94533920288086,73.09662803,15.46,27649
1790,69,27907,0.3566768169403076,0.001,402,-37.15461730957031,73.09471514,15.46,27806
1800,69,28063,0.3416241407394409,0.001,404,-39.0523567199707,73.13512976000001,15.47,27962
1810,69,28218,0.45588362216949463,0.001,406,-35.65242385864258,73.09089602999998,15.46,28117
1820,69,28372,0.3907240629196167,0.001,408,-37.40589141845703,73.18935869,15.48,28271
1830,69,28527,0.48214396834373474,0.001,411,-37.30199432373047,73.15249183,15.47,28426
1840,69,28679,0.38760530948638916,0.001,413,-36.377960205078125,73.00458681,15.44,28578
1850,69,28836,0.45550358295440674,0.001,415,-37.140262603759766,73.29753772000001,15.5,28735
1860,69,28991,0.5288734436035156,0.001,417,-36.483707427978516,73.25166582,15.49,28890
1870,69,29146,0.19228526949882507,0.001,420,-39.44184875488281,73.29875123999999,15.5,29045
1880,69,29302,0.45477044582366943,0.001,422,-36.49515914916992,73.3961608,15.52,29201
1890,69,29456,0.40011388063430786,0.001,424,-39.60990905761719,73.25529188,15.49,29355
1900,69,29612,0.3954741358757019,0.001,426,-37.098243713378906,73.24807344000001,15.49,29511
1910,69,29770,0.5364943742752075,0.001,429,-38.10791015625,73.38780688000001,15.52,29669
1920,69,29925,0.3684347867965698,0.001,431,-36.100929260253906,73.43399728,15.53,29824
1930,69,30079,0.8587068319320679,0.001,433,-34.687347412109375,73.38487309,15.52,29978
1940,69,30235,0.5406789779663086,0.001,436,-37.240333557128906,73.58009658,15.56,30134
1950,69,30391,0.30726271867752075,0.001,438,-38.311222076416016,73.53465953000001,15.55,30290
1960,69,30548,0.5708708763122559,0.001,440,-37.715370178222656,73.62857618,15.57,30447
1970,69,30704,0.3690100312232971,0.001,443,-36.86362075805664,73.67593481,15.58,30603
1980,69,30859,0.41849756240844727,0.001,445,-38.33877182006836,73.62868654,15.57,30758
1990,69,31016,0.3304661214351654,0.001,447,-38.100013732910156,73.76590562999999,15.6,30915
2000,69,31172,0.5666362047195435,0.001,450,-37.5198974609375,73.76781173,15.6,31071
2010,69,31327,0.39580038189888,0.001,452,-39.482269287109375,73.62692408,15.57,31226
2020,69,31481,0.29230207204818726,0.001,454,-37.69822692871094,73.58289482,15.56,31380
2030,69,31637,0.3686668872833252,0.001,456,-37.77831268310547,73.67376912,15.58,31536
2040,69,31794,0.41687917709350586,0.001,459,-39.28868865966797,73.71596196,15.59,31693
2050,69,31951,0.3712252676486969,0.001,461,-39.44843292236328,73.75186435999998,15.6,31850
2060,69,32108,0.30055588483810425,0.001,463,-37.62044143676758,73.74800481,15.6,32007
2070,69,32263,0.34444865584373474,0.001,466,-37.777889251708984,73.70356281000001,15.59,32162
2080,69,32417,0.26370933651924133,0.001,468,-39.92943572998047,73.65773558,15.58,32316
2090,69,32572,0.34522444009780884,0.001,470,-38.061553955078125,73.56607015,15.56,32471
2100,69,32727,0.4372360110282898,0.001,472,-35.399749755859375,73.51534625000001,15.55,32626
2110,69,32885,0.3276447057723999,0.001,475,-37.55583190917969,73.65578153999999,15.58,32784
2120,69,33043,0.36736929416656494,0.001,477,-36.47831726074219,73.84607277,15.62,32942
2130,69,33198,0.5785613059997559,0.001,479,-36.955989837646484,73.80209937,15.61,33097
2140,69,33356,0.3610784411430359,0.001,482,-36.94618606567383,73.85425561999999,15.62,33255
2150,69,33513,0.24736946821212769,0.001,484,-38.523590087890625,73.85658076,15.62,33412
2160,69,33668,0.37627771496772766,0.001,486,-36.161766052246094,73.76505336999999,15.6,33567
2170,69,33826,0.29586172103881836,0.001,489,-37.16365051269531,73.90532360999998,15.63,33725
2180,69,33980,0.6143012046813965,0.001,491,-36.97971725463867,73.892955,15.63,33879
2190,69,34135,0.6119183301925659,0.001,493,-34.54417037963867,73.89490761,15.63,34034
2200,69,34289,0.3875761032104492,0.001,495,-36.934303283691406,73.85526748000002,15.62,34188
2210,69,34444,0.2683938145637512,0.001,498,-35.83777618408203,73.71446398,15.59,34343
2220,69,34598,0.2604137063026428,0.001,500,-37.49827575683594,73.51648868,15.55,34497
2230,69,34752,0.5170019268989563,0.001,502,-36.928245544433594,73.46773525,15.54,34651
2240,69,34907,0.40600958466529846,0.001,505,-34.99106216430664,73.31869704,15.51,34806
2250,69,35063,0.23303550481796265,0.001,507,-38.9717903137207,73.27209075,15.5,34962
2260,69,35219,0.39430317282676697,0.001,509,-37.037994384765625,73.31964991,15.51,35118
2270,69,35374,0.6731417775154114,0.001,511,-37.106910705566406,73.17571039999999,15.48,35273
2280,69,35532,0.31518086791038513,0.001,514,-38.761714935302734,73.37546503,15.52,35431
2290,69,35689,0.33769190311431885,0.001,516,-40.04774856567383,73.46982327999999,15.54,35588
2300,69,35844,0.30110830068588257,0.001,518,-37.66914367675781,73.51921323,15.55,35743
2310,69,35998,0.43705302476882935,0.001,520,-37.205772399902344,73.47059569,15.54,35897
2320,69,36151,0.3524821102619171,0.001,522,-37.84440612792969,73.43470432999999,15.53,36050
2330,69,36303,0.3771320581436157,0.001,525,-37.01834487915039,73.34066417999999,15.51,36202
2340,69,36455,0.522287130355835,0.001,527,-36.78204345703125,73.19744120000001,15.48,36354
2350,69,36611,0.39782625436782837,0.001,529,-36.67878723144531,73.19757301,15.48,36510
2360,69,36767,0.9982074499130249,0.001,531,-41.207244873046875,73.19724199,15.48,36666
2370,69,36927,0.24123920500278473,0.001,534,-35.87629699707031,73.43416741,15.53,36826
2380,69,37085,0.5752032995223999,0.001,536,-35.41912078857422,73.42434442000001,15.53,36984
2390,69,37242,0.47430768609046936,0.001,538,-37.290794372558594,73.41914449,15.53,37141
2400,69,37396,0.23410269618034363,0.001,540,-36.86760711669922,73.35654597000001,15.52,37295
2410,69,37550,0.6577538251876831,0.001,542,-37.11430358886719,73.35693842000002,15.52,37449
2420,69,37705,0.43170881271362305,0.001,544,-36.61301803588867,73.44357450999999,15.54,37604
2430,69,37859,0.2175043374300003,0.001,547,-39.36647415161133,73.53789753,15.56,37758
2440,69,38013,0.3508778214454651,0.001,549,-37.85393142700195,73.63885377000001,15.58,37912
2450,69,38171,0.3550007939338684,0.001,551,-37.41773223876953,73.73164296,15.6,38070
2460,69,38326,0.38391178846359253,0.001,554,-37.85981750488281,73.68969440999999,15.59,38225
2470,69,38481,0.29639798402786255,0.001,556,-38.32994842529297,73.46076439000001,15.54,38380
2480,69,38636,0.34544748067855835,0.001,558,-36.37141799926758,73.31782705,15.51,38535
2490,69,38790,0.4232606589794159,0.001,560,-38.974708557128906,73.17722658,15.48,38689
2500,69,38947,0.4290609061717987,0.001,562,-36.735939025878906,73.32583744,15.51,38846
2510,69,39103,0.26730024814605713,0.001,565,-40.81641387939453,73.42802687,15.53,39002
2520,69,39259,0.23484143614768982,0.001,567,-36.80413055419922,73.48340736,15.54,39158
2530,69,39416,0.342144250869751,0.001,569,-38.61152267456055,73.62547017,15.57,39315
2540,69,39569,0.3144984841346741,0.001,571,-37.34654235839844,73.57647089,15.56,39468
2550,69,39726,0.3801434636116028,0.001,573,-37.05651092529297,73.53431546,15.55,39625
2560,69,39885,0.34722909331321716,0.001,576,-37.030670166015625,73.70869726999999,15.59,39784
2570,69,40043,0.18673327565193176,0.001,578,-36.90397644042969,73.84134808,15.62,39942
2580,69,40197,0.2885882258415222,0.001,580,-36.948822021484375,73.79287415,15.61,40096
2590,69,40353,0.33620429039001465,0.001,582,-37.620384216308594,73.88503599,15.63,40252
2600,69,40507,0.33540111780166626,0.001,585,-36.130836486816406,73.74934269999999,15.6,40406
2610,69,40665,0.5245950222015381,0.001,587,-36.30431365966797,73.83736476,15.62,40564
2620,69,40821,0.30588486790657043,0.001,589,-37.5711555480957,73.8309382,15.62,40720
2630,69,40974,0.38743582367897034,0.001,592,-35.886878967285156,73.63917491,15.58,40873
2640,69,41129,0.4137146770954132,0.001,594,-37.234375,73.72892308,15.6,41028
2650,69,41284,0.4758622646331787,0.001,596,-37.96834945678711,73.63138181000001,15.58,41183
2660,69,41441,0.21156194806098938,0.001,598,-39.01633834838867,73.54917112000001,15.56,41340
2670,69,41594,0.39580392837524414,0.001,600,-39.16450500488281,73.31584033,15.51,41493
2680,69,41751,0.45673954486846924,0.001,603,-36.685333251953125,73.46091132999999,15.54,41650
2690,69,41908,0.33111807703971863,0.001,605,-38.62971496582031,73.50752719999998,15.55,41807
2700,69,42061,0.366779088973999,0.001,607,-38.97651672363281,73.45678973,15.54,41960
2710,69,42217,0.36379876732826233,0.001,609,-37.370262145996094,73.36348165,15.52,42116
2720,69,42375,0.4212571382522583,0.001,612,-36.08598327636719,73.45859578,15.54,42274
2730,69,42531,0.44983452558517456,0.001,614,-37.44822692871094,73.60205844,15.57,42430
2740,69,42689,0.40758708119392395,0.001,616,-37.6688232421875,73.75519646000001,15.6,42588
2750,69,42843,0.5543184280395508,0.001,618,-37.03506851196289,73.71267765,15.59,42742
2760,69,43000,0.39969581365585327,0.001,621,-35.81856155395508,73.7091964,15.59,42899
2770,69,43154,0.3349134027957916,0.001,623,-36.36963653564453,73.76263979000001,15.6,43053
2780,69,43310,0.3788507580757141,0.001,625,-36.36146545410156,73.71658551000002,15.59,43209
2790,69,43465,0.4498913288116455,0.001,627,-38.39069747924805,73.6282905,15.57,43364
2800,69,43623,0.31333088874816895,0.001,630,-36.92308807373047,73.86886302,15.62,43522
2810,69,43779,0.4869818091392517,0.001,632,-36.541229248046875,73.87278817999999,15.62,43678
2820,69,43936,0.3272959291934967,0.001,634,-37.988441467285156,73.83342228,15.61,43835
2830,69,44089,0.24595321714878082,0.001,637,-39.379493713378906,73.69350456000001,15.58,43988
2840,69,44245,0.40464717149734497,0.001,639,-36.47972869873047,73.59523686,15.56,44144
2850,69,44402,0.3707672655582428,0.001,641,-36.88507843017578,73.74106714,15.59,44301
2860,69,44557,0.5469751358032227,0.001,643,-36.934478759765625,73.6448596,15.57,44456
2870,69,44713,0.5322705507278442,0.001,645,-35.2944450378418,73.74098509000001,15.59,44612
2880,69,44866,0.2657443583011627,0.001,648,-39.292781829833984,73.60032644,15.56,44765
2890,69,45020,0.33020785450935364,0.001,650,-37.139129638671875,73.5503311,15.55,44919
2900,69,45177,0.37467634677886963,0.001,652,-37.5019645690918,73.49817628,15.54,45076
2910,69,45331,0.2484428584575653,0.001,655,-37.22764587402344,73.39915629,15.52,45230
2920,69,45485,0.40046653151512146,0.001,657,-34.484474182128906,73.2508917,15.49,45384
2930,69,45640,0.9584159255027771,0.001,659,-38.345245361328125,73.34486041999999,15.51,45539
2940,69,45792,0.5784377455711365,0.001,661,-35.67121124267578,73.16032285,15.47,45691
2950,69,45947,0.4941338896751404,0.001,664,-35.57179641723633,73.06181314000001,15.45,45846
2960,69,46102,0.5092945694923401,0.001,666,-36.15972900390625,73.06751781000001,15.45,46001
2970,69,46258,0.27390456199645996,0.001,668,-40.58570861816406,73.05620142000001,15.45,46157
2980,69,46413,0.39000555872917175,0.001,670,-39.17414855957031,73.14956833,15.47,46312
2990,69,46568,0.42695143818855286,0.001,672,-37.13523864746094,73.20377624000001,15.48,46467
3000,69,46723,0.29232415556907654,0.001,675,-35.614234924316406,73.1103081,15.46,46622
3010,69,46879,0.47012555599212646,0.001,677,-36.3962516784668,73.20802558,15.48,46778
3020,69,47033,0.38133132457733154,0.001,679,-37.12321853637695,73.21857582,15.48,46932
3030,69,47187,0.3113090991973877,0.001,681,-36.8266716003418,73.17497746000001,15.47,47086
3040,69,47344,0.26818573474884033,0.001,683,-39.07387161254883,73.40961515000002,15.52,47243
