time/time_elapsed,train/n_updates,time/fps,time/episodes,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/actor_loss
166,18292,110,560,34.31,0.001,160.96094484,0.8993892669677734,18393,-73.97894287109375
171,18636,109,570,34.34,0.001,161.20084956,1.968191146850586,18737,-70.64895629882812
176,18979,107,580,34.33,0.001,161.17229490000003,1.287575602531433,19080,-72.25242614746094
181,19321,106,590,34.29,0.001,160.92060236999998,0.5924656391143799,19422,-67.35681915283203
186,19664,105,600,34.29,0.001,160.95457290000002,0.9486510753631592,19765,-74.24095153808594
191,20010,105,610,34.33,0.001,161.28893598999997,0.6346340179443359,20111,-71.76300048828125
196,20355,104,620,34.36,0.001,161.45404902,1.3355317115783691,20456,-68.32930755615234
201,20698,103,630,34.39,0.001,161.55867024,1.6836129426956177,20799,-70.32371520996094
206,21043,102,640,34.38,0.001,161.53764181999998,0.6776930093765259,21144,-71.43397521972656
211,21387,101,650,34.38,0.001,161.51021276,0.48827242851257324,21488,-72.25921630859375
216,21730,100,660,34.38,0.001,161.54827912,0.8266468048095703,21831,-67.86384582519531
221,22070,100,670,34.34,0.001,161.31405301000004,0.453510046005249,22171,-67.79055786132812
226,22415,99,680,34.36,0.001,161.34553118000002,1.120389461517334,22516,-75.4273452758789
231,22760,98,690,34.39,0.001,161.57296459000003,1.0258610248565674,22861,-71.03384399414062
236,23106,97,700,34.42,0.001,161.75996089000003,1.9879817962646484,23207,-71.25196838378906
242,23449,97,710,34.39,0.001,161.51076253000002,0.5143965482711792,23550,-68.73602294921875
247,23791,96,720,34.36,0.001,161.40117925,0.7175753116607666,23892,-71.19541931152344
251,24136,96,730,34.38,0.001,161.56278262,1.330660104751587,24237,-74.8182144165039
256,24480,95,740,34.37,0.001,161.48907791,0.9823273420333862,24581,-72.07986450195312
261,24822,95,750,34.35,0.001,161.36683905,0.4440757632255554,24923,-67.6895523071289
266,25165,94,760,34.35,0.001,161.29309183,1.0110812187194824,25266,-72.59387969970703
271,25505,94,770,34.35,0.001,161.19827668,0.5614281892776489,25606,-72.685302734375
276,25850,93,780,34.35,0.001,161.28695766999996,0.6613666415214539,25951,-71.23863220214844
281,26192,93,790,34.32,0.001,161.1239642,0.6716616153717041,26293,-69.26248168945312
286,26532,92,800,34.26,0.001,160.71213199000002,0.5068897008895874,26633,-68.72422790527344
291,26876,92,810,34.27,0.001,160.78637955000002,0.4441453218460083,26977,-70.61408996582031
296,27224,92,820,34.33,0.001,161.11076637,0.3388146460056305,27325,-69.20266723632812
301,27566,91,830,34.3,0.001,160.97560155000002,0.7291872501373291,27667,-72.11091613769531
306,27909,91,840,34.29,0.001,160.94997761999997,1.1089483499526978,28010,-71.13818359375
311,28252,91,850,34.3,0.001,161.05134901,0.6345529556274414,28353,-71.91992950439453
316,28595,90,860,34.3,0.001,161.12789878,0.4291049838066101,28696,-69.18818664550781
321,28939,90,870,34.34,0.001,161.40764131999998,0.5345304012298584,29040,-66.03135681152344
326,29284,90,880,34.34,0.001,161.39124894999998,0.7423137426376343,29385,-71.37091064453125
331,29627,89,890,34.35,0.001,161.404352,1.8421727418899536,29728,-71.9681167602539
336,29970,89,900,34.38,0.001,161.57327517,0.5450261831283569,30071,-72.99172973632812
