time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,time/episodes,rollout/ep_len_mean,train/critic_loss,time/fps,train/n_updates,train/learning_rate
75869,1106,70.26225443999999,-35.73738098144531,5100,14.86,0.2611703872680664,68,75768,0.001
76017,1109,70.15973826,-37.60572052001953,5110,14.84,0.09272293001413345,68,75916,0.001
76164,1111,70.01216421,-33.966880798339844,5120,14.81,0.36114418506622314,68,76063,0.001
76313,1113,70.06349571,-34.735382080078125,5130,14.82,0.0975719541311264,68,76212,0.001
76461,1115,70.05718632,-35.506900787353516,5140,14.82,0.34627068042755127,68,76360,0.001
76610,1117,70.00128653,-35.272735595703125,5150,14.81,0.17336183786392212,68,76509,0.001
76758,1119,70.00399796,-38.056758880615234,5160,14.81,0.17050188779830933,68,76657,0.001
76907,1121,70.04723954,-34.590858459472656,5170,14.82,0.16168129444122314,68,76806,0.001
77055,1124,70.09857394999999,-36.69175720214844,5180,14.83,0.1701476275920868,68,76954,0.001
77204,1126,70.09887121,-34.89453887939453,5190,14.83,0.16407233476638794,68,77103,0.001
77353,1128,70.14750934,-34.82835006713867,5200,14.84,0.11072719842195511,68,77252,0.001
77502,1130,70.19831436,-33.579193115234375,5210,14.85,0.1712903380393982,68,77401,0.001
77652,1133,70.35016320000001,-36.333740234375,5220,14.88,0.2886120080947876,68,77551,0.001
77801,1135,70.34923556999999,-35.32909393310547,5230,14.88,0.17072159051895142,68,77700,0.001
77950,1137,70.40890824,-36.462493896484375,5240,14.89,0.16304077208042145,68,77849,0.001
78099,1139,70.41031392999999,-33.5255126953125,5250,14.89,0.10453639924526215,68,77998,0.001
78248,1141,70.45552526,-34.4378547668457,5260,14.9,0.39363735914230347,68,78147,0.001
78397,1143,70.45910107,-35.85011672973633,5270,14.9,0.17973464727401733,68,78296,0.001
78546,1145,70.50606729,-38.112239837646484,5280,14.91,0.22770918905735016,68,78445,0.001
78695,1148,70.50050539,-36.810943603515625,5290,14.91,0.031562209129333496,68,78594,0.001
78844,1150,70.49477625,-36.14116668701172,5300,14.91,0.16949701309204102,68,78743,0.001
78993,1152,70.49390994,-35.35575866699219,5310,14.91,0.09013257920742035,68,78892,0.001
79143,1154,70.48988548,-34.71156311035156,5320,14.91,0.23059111833572388,68,79042,0.001
79292,1156,70.48910923999999,-36.215187072753906,5330,14.91,0.10133465379476547,68,79191,0.001
79442,1159,70.53458004999999,-35.59749984741211,5340,14.92,0.09376657009124756,68,79341,0.001
79590,1161,70.48948655999999,-35.22257995605469,5350,14.91,0.09874162077903748,68,79489,0.001
79740,1163,70.53136891999999,-37.782386779785156,5360,14.92,0.16133984923362732,68,79639,0.001
79888,1165,70.47990264,-34.560333251953125,5370,14.91,0.09217126667499542,68,79787,0.001
80037,1167,70.47393714,-36.05141067504883,5380,14.91,0.29139798879623413,68,79936,0.001
80185,1169,70.43039382,-35.638641357421875,5390,14.9,0.08546165376901627,68,80084,0.001
80334,1172,70.43263944,-34.51969909667969,5400,14.9,0.10677827894687653,68,80233,0.001
80483,1174,70.42961475,-35.914283752441406,5410,14.9,0.30379852652549744,68,80382,0.001
80630,1176,70.28981474,-34.28253936767578,5420,14.87,0.37295597791671753,68,80529,0.001
80779,1178,70.28058575,-37.095245361328125,5430,14.87,0.22253498435020447,68,80678,0.001
80926,1180,70.13590286,-37.99012756347656,5440,14.84,0.10040520876646042,68,80825,0.001
81075,1182,70.18883337999999,-35.985069274902344,5450,14.85,0.2654522955417633,68,80974,0.001
81225,1184,70.19497407,-34.655921936035156,5460,14.85,0.48229798674583435,68,81124,0.001
81375,1187,70.29393377000001,-36.13261032104492,5470,14.87,0.22317351400852203,68,81274,0.001
81525,1189,70.34954993,-38.62729263305664,5480,14.88,0.09543770551681519,68,81424,0.001
81675,1191,70.44420312999999,-35.820777893066406,5490,14.9,0.14982423186302185,68,81574,0.001
81824,1193,70.44400333,-35.23026657104492,5500,14.9,0.15510565042495728,68,81723,0.001
81973,1195,70.45020103,-35.058231353759766,5510,14.9,0.0824110135436058,68,81872,0.001
82120,1197,70.44474554,-33.37721633911133,5520,14.9,0.3605218231678009,68,82019,0.001
82270,1200,70.49637175,-36.09895324707031,5530,14.91,0.16264748573303223,68,82169,0.001
82418,1202,70.54413222,-34.27330780029297,5540,14.92,0.2224685251712799,68,82317,0.001
82568,1204,70.58908482,-34.938655853271484,5550,14.93,0.09668666124343872,68,82467,0.001
82717,1206,70.54494686999999,-33.83623504638672,5560,14.92,0.10029010474681854,68,82616,0.001
82866,1208,70.49914113,-34.48203659057617,5570,14.91,0.35904014110565186,68,82765,0.001
83016,1210,70.49721179,-36.47566223144531,5580,14.91,0.16190490126609802,68,82915,0.001
83165,1212,70.44764633,-37.14344024658203,5590,14.9,0.17712144553661346,68,83064,0.001
83313,1215,70.40363583,-34.99665069580078,5600,14.89,0.16865915060043335,68,83212,0.001
83462,1217,70.4092565,-37.80560302734375,5610,14.89,0.03278787434101105,68,83361,0.001
83610,1219,70.4628264,-36.428749084472656,5620,14.9,0.1548328846693039,68,83509,0.001
83758,1221,70.3734753,-35.978111267089844,5630,14.88,0.1757831871509552,68,83657,0.001
83907,1223,70.42489305000001,-34.987125396728516,5640,14.89,0.16534961760044098,68,83806,0.001
84055,1225,70.32534441000001,-35.181251525878906,5650,14.87,0.03002890571951866,68,83954,0.001
84203,1227,70.27500327000001,-36.178401947021484,5660,14.86,0.09203070402145386,68,84102,0.001
84353,1229,70.31919967,-36.193599700927734,5670,14.87,0.16143691539764404,68,84252,0.001
84502,1231,70.27362977,-34.847442626953125,5680,14.86,0.17097166180610657,68,84401,0.001
84652,1233,70.32273728999999,-33.56365203857422,5690,14.87,0.10149741917848587,68,84551,0.001
84800,1236,70.31790106999999,-37.20500564575195,5700,14.87,0.08307730406522751,68,84699,0.001
84950,1238,70.36011712999999,-34.2147102355957,5710,14.88,0.2978133261203766,68,84849,0.001
85100,1240,70.44856887,-35.431068420410156,5720,14.9,0.2682138681411743,68,84999,0.001
85247,1242,70.40241117000001,-34.76567077636719,5730,14.89,0.34471139311790466,68,85146,0.001
85397,1244,70.44655480000002,-35.32400131225586,5740,14.9,0.10148632526397705,68,85296,0.001
85545,1247,70.44753691,-34.88591766357422,5750,14.9,0.01782296784222126,68,85444,0.001
85695,1249,70.54384744,-34.7336311340332,5760,14.92,0.01599373109638691,68,85594,0.001
85843,1251,70.45562000000001,-34.29080581665039,5770,14.9,0.4188459515571594,68,85742,0.001
85991,1253,70.40566799999999,-38.77928161621094,5780,14.89,0.2851834297180176,68,85890,0.001
86141,1255,70.40329318,-33.157958984375,5790,14.89,0.24505183100700378,68,86040,0.001
86291,1257,70.50348603999998,-35.35258102416992,5800,14.91,0.08454232662916183,68,86190,0.001
86440,1259,70.45408477,-35.343505859375,5810,14.9,0.22803835570812225,68,86339,0.001
86590,1262,70.46699142,-33.443603515625,5820,14.9,0.18009214103221893,68,86489,0.001
86740,1264,70.60089538,-35.26026153564453,5830,14.93,0.2306366115808487,68,86639,0.001
86887,1266,70.45537518,-36.1284065246582,5840,14.9,0.25624603033065796,68,86786,0.001
87036,1268,70.50146632,-35.273860931396484,5850,14.91,0.15534330904483795,68,86935,0.001
87185,1270,70.46193335999999,-38.33941650390625,5860,14.9,0.09010357409715652,68,87084,0.001
87333,1273,70.45722894999999,-36.80902862548828,5870,14.9,0.22165131568908691,68,87232,0.001
87482,1275,70.49440576,-36.79647445678711,5880,14.91,0.04503245651721954,68,87381,0.001
87631,1277,70.44401115,-36.65839767456055,5890,14.9,0.23637008666992188,68,87530,0.001
87780,1279,70.39595555,-35.03357696533203,5900,14.89,0.1551675647497177,68,87679,0.001
87926,1281,70.25213672,-34.347373962402344,5910,14.86,0.09393058717250824,68,87825,0.001
88075,1284,70.19114816999999,-36.694435119628906,5920,14.85,0.36228370666503906,68,87974,0.001
