time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,time/episodes,rollout/ep_len_mean,train/critic_loss,time/fps,train/n_updates,train/learning_rate
5381,77,70.10791836,-36.02277374267578,360,14.83,0.4534189999103546,69,5280,0.001
5531,79,70.19294958,-34.29186248779297,370,14.85,0.15190660953521729,69,5430,0.001
5679,81,70.14799652,-36.90852355957031,380,14.84,0.2908218801021576,69,5578,0.001
5829,84,70.24412633,-34.626068115234375,390,14.86,0.4277842938899994,69,5728,0.001
5977,86,70.23820101,-35.617332458496094,400,14.86,0.3237636387348175,69,5876,0.001
6125,88,70.19146386,-36.650142669677734,410,14.85,0.32743334770202637,69,6024,0.001
6274,90,70.28775635,-35.63324737548828,420,14.87,0.387589693069458,69,6173,0.001
6422,92,70.24422236999999,-34.369781494140625,430,14.86,0.2024645209312439,69,6321,0.001
6571,95,70.30168875999999,-35.44772720336914,440,14.87,0.22427690029144287,69,6470,0.001
6719,97,70.21018473,-37.10163497924805,450,14.85,0.8285207748413086,69,6618,0.001
6869,99,70.3453959,-35.27363586425781,460,14.88,0.2189958095550537,69,6768,0.001
7018,101,70.30068146999999,-36.88055419921875,470,14.87,0.2725266218185425,69,6917,0.001
7167,103,70.35425056,-36.19333267211914,480,14.88,0.19268204271793365,69,7066,0.001
7316,106,70.30575059,-35.21171188354492,490,14.87,0.4106934070587158,68,7215,0.001
7465,108,70.35549422999999,-36.4541130065918,500,14.88,0.5440661311149597,68,7364,0.001
7613,110,70.35795409,-34.274810791015625,510,14.88,0.1805577576160431,68,7512,0.001
7761,113,70.31195283,-36.63312530517578,520,14.87,0.2767822742462158,68,7660,0.001
7909,115,70.30309412,-34.43616485595703,530,14.87,0.24948164820671082,68,7808,0.001
8058,117,70.295086,-37.63306427001953,540,14.87,0.21336275339126587,68,7957,0.001
8205,119,70.24195678,-37.41018295288086,550,14.86,0.24290812015533447,68,8104,0.001
8354,121,70.20320838,-36.33979797363281,560,14.85,0.2467946708202362,68,8253,0.001
8504,123,70.25552283,-34.66608810424805,570,14.86,0.1894267499446869,68,8403,0.001
8652,125,70.19523357000001,-37.30156707763672,580,14.85,0.4132014513015747,68,8551,0.001
